"","date_ymd","Year","Month","SK05JG004_cms","SK05JG004_combined_cms","SK05JG004_predicted_cms","SK05JG006_cms","SK05JG013_cms","SK05JG014_cms","SK05JG014_combined_cms","SK05JG014_predicted_cms","Ungauged_predicted_cms","RC_IC_cms"
"286",2003-10-01,2003,10,NA,3.11932148050129,3.11932148050129,3.14258064516129,0.00106451612903226,NA,0.119027680645161,0.119027680645161,-0.143351361434194,0.120092196774194
"287",2003-11-01,2003,11,NA,1.81840208538933,1.81840208538933,1.94833333333333,0.000133333333333333,NA,0.0158660933333333,0.0158660933333333,-0.145930674610667,0.0159994266666667
"288",2003-12-01,2003,12,NA,1.66762580645161,1.66762580645161,1.76322580645161,0,NA,0,0,-0.0956,0
"289",2004-01-01,2004,1,NA,1.78085161290323,1.78085161290323,1.87645161290323,0,NA,0,0,-0.0956,0
"290",2004-02-01,2004,2,NA,2.44646896551724,2.44646896551724,2.54206896551724,0,NA,0,0,-0.0956,0
"291",2004-03-01,2004,3,NA,2.94536161799335,2.94536161799335,2.85290322580645,0.0548064516129032,0.0536129032258065,0.0536129032258065,0.0679440838868578,-0.0302921433128658,0.10841935483871
"292",2004-04-01,2004,4,NA,8.79485076105867,8.79485076105867,8.50366666666667,0.075,0.358633333333333,0.358633333333333,0.1556775,0.060506594392,0.433633333333333
"293",2004-05-01,2004,5,NA,9.71776469201161,9.71776469201161,9.66193548387097,0.0196129032258065,0.00158064516129032,0.00158064516129032,0.128222116129032,-0.0920058112141936,0.0211935483870968
"294",2004-06-01,2004,6,NA,4.611270310624,4.611270310624,4.436,0.0476666666666667,0.0151666666666667,0.0151666666666667,0.142128366666667,-0.0145247227093333,0.0628333333333333
"295",2004-07-01,2004,7,NA,5.46654017770645,5.46654017770645,5.45870967741936,0.00835483870967742,6.45161290322581e-05,6.45161290322581e-05,0.122641493548387,-0.123165831970968,0.00841935483870968
"296",2004-08-01,2004,8,NA,5.63096467660903,5.63096467660903,5.66161290322581,0.00470967741935484,0,0,0.0978991032258064,-0.133257007261935,0.00470967741935484
"297",2004-09-01,2004,9,NA,3.71114924885533,3.71114924885533,3.71833333333333,0.00483333333333333,NA,0.120895883333333,0.120895883333333,-0.132913301144667,0.125729216666667
"298",2004-10-01,2004,10,NA,5.22775871364194,5.22775871364194,5.18774193548387,0.0159032258064516,NA,0.126383229032258,0.126383229032258,-0.102269676680645,0.14228645483871
"299",2004-11-01,2004,11,NA,1.92323288441467,1.92323288441467,2.03866666666667,0.00353333333333333,NA,0.0175514733333333,0.0175514733333333,-0.136518588918667,0.0210848066666667
"300",2004-12-01,2004,12,NA,1.80633548387097,1.80633548387097,1.90193548387097,0,NA,0,0,-0.0956,0
"301",2005-01-01,2005,1,NA,1.70407741935484,1.70407741935484,1.79967741935484,0,NA,0,0,-0.0956,0
"302",2005-02-01,2005,2,NA,1.93545092527107,1.93545092527107,2.01892857142857,0.00175,NA,0.00819031448460587,0.00819031448460587,-0.09341796064211,0.00994031448460587
"303",2005-03-01,2005,3,NA,3.41110438732787,3.41110438732787,1.88070967741935,0.97158064516129,0.0920322580645161,0.0920322580645161,0.219362295206567,0.339451769540657,1.06361290322581
"304",2005-04-01,2005,4,NA,1.74021265774667,1.74021265774667,0.881366666666667,0.209466666666667,0.761566666666667,0.761566666666667,0.222332626666667,0.427046697746667,0.971033333333333
"305",2005-05-01,2005,5,NA,3.88362804340194,3.88362804340194,3.77516129032258,0.0319677419354839,0.0192258064516129,0.0192258064516129,0.134346409677419,-0.0578473985335484,0.0511935483870968
"306",2005-06-01,2005,6,NA,4.73111602477867,4.73111602477867,4.28166666666667,0.112933333333333,0.0221,0.0221,0.174481053333333,0.162034971445333,0.135033333333333
"307",2005-07-01,2005,7,NA,4.43983750464323,4.43983750464323,4.29870967741935,0.0396451612903226,0.0182903225806452,0.0182903225806452,0.138152106451613,-0.0366694405180645,0.0579354838709677
"308",2005-08-01,2005,8,NA,4.72453137622645,4.72453137622645,4.73870967741935,0.00319354838709677,0,0,0.120083041935484,-0.137454891515484,0.00319354838709677
"309",2005-09-01,2005,9,NA,3.36867833557733,3.36867833557733,3.34133333333333,0.0129333333333333,0,0.0968810166666667,0.124911053333333,-0.110499384422667,0.10981435
"310",2005-10-01,2005,10,NA,2.36182766041097,2.36182766041097,2.33225806451613,0.0134516129032258,NA,0.125167964516129,0.125167964516129,-0.109049981524516,0.138619577419355
"311",2005-11-01,2005,11,NA,0.981666666666667,0.981666666666667,1.12796666666667,0,NA,0,0,-0.1463,0
"312",2005-12-01,2005,12,NA,1.45923870967742,1.45923870967742,1.55483870967742,0,NA,0,0,-0.0956,0
"313",2006-01-01,2006,1,NA,1.41536774193548,1.41536774193548,1.51096774193548,0,NA,0,0,-0.0956,0
"314",2006-02-01,2006,2,NA,1.41883356405054,1.41883356405054,1.47571428571429,0.00682142857142857,NA,0.0234057764852489,0.0234057764852489,-0.0871079267204214,0.0302272050566775
"315",2006-03-01,2006,3,NA,2.07798952745346,2.07798952745346,1.48225806451613,0.691258064516129,0.0604516129032258,0.0604516129032258,0.11225106977161,-0.207777671350404,0.751709677419355
"316",2006-04-01,2006,4,NA,7.95735769436467,7.95735769436467,0.548366666666667,2.0559,2.20433333333333,2.20433333333333,1.13760963,4.215481397698,4.26023333333333
"317",2006-05-01,2006,5,NA,3.03296039831226,3.03296039831226,2.89216129032258,0.0395483870967742,0.117258064516129,0.117258064516129,0.138104135483871,-0.0368534145909678,0.156806451612903
"318",2006-06-01,2006,6,NA,4.15231719042133,4.15231719042133,3.90433333333333,0.0647333333333333,0.2163,0.2163,0.150588313333333,0.0326622104213333,0.281033333333333
"319",2006-07-01,2006,7,NA,4.01653013395742,4.01653013395742,3.99838709677419,0.0107741935483871,0.0458064516129032,0.0458064516129032,0.123840767741935,-0.116471924107097,0.0565806451612903
"320",2006-08-01,2006,8,NA,3.85523348087419,3.85523348087419,3.87161290322581,0.00267741935483871,0,0,0.119827196774194,-0.138884038480645,0.00267741935483871
"321",2006-09-01,2006,9,NA,2.967246889398,2.967246889398,2.975,0.0047,0,0.0650506133333333,0.12082979,-0.133282900602,0.0697506133333333
"322",2006-10-01,2006,10,NA,2.33282104735677,2.33282104735677,2.30022580645161,0.0141612903225806,NA,0.125519751612903,0.125519751612903,-0.107085801030323,0.139681041935484
"323",2006-11-01,2006,11,NA,0.696136884308,0.696136884308,0.8031,0.00366666666666667,NA,0.0255175666666667,0.0255175666666667,-0.136147349025333,0.0291842333333333
"324",2006-12-01,2006,12,NA,1.53181935483871,1.53181935483871,1.62741935483871,0,NA,0,0,-0.0956,0
"325",2007-01-01,2007,1,NA,1.45923870967742,1.45923870967742,1.55483870967742,0,NA,0,0,-0.0956,0
"326",2007-02-01,2007,2,NA,1.43609271851692,1.43609271851692,1.53,0.000107142857142857,NA,0.00145178669410251,0.00145178669410251,-0.09546621103433,0.00155892955124537
"327",2007-03-01,2007,3,NA,3.31993373481287,3.31993373481287,1.55870967741935,1.54364516129032,1.39245161290323,1.39245161290323,0.260095528240349,-0.042516632137152,2.93609677419355
"328",2007-04-01,2007,4,NA,0.745795351328,0.745795351328,0.3364,0.1028,0.442333333333333,0.442333333333333,0.16945796,0.137137391328,0.545133333333333
"329",2007-05-01,2007,5,NA,2.90574847249935,2.90574847249935,2.89612903225806,0.0087741935483871,0.00612903225806452,0.00612903225806452,0.122849367741935,-0.122004121049032,0.0149032258064516
"330",2007-06-01,2007,6,NA,3.55998628759733,3.55998628759733,3.56333333333333,0.00573333333333333,0.000433333333333333,0.000433333333333333,0.121342013333333,-0.130422392402667,0.00616666666666667
"331",2007-07-01,2007,7,NA,3.6361042653671,3.6361042653671,3.64258064516129,0.005,0,0,0.1209785,-0.132454879794194,0.005
"332",2007-08-01,2007,8,NA,6.12034826304452,6.12034826304452,6.12709677419355,0.00493548387096774,0,0,0.120946519354839,-0.132630514374839,0.00493548387096774
"333",2007-09-01,2007,9,NA,2.84945738201333,2.84945738201333,2.86133333333333,0.00373333333333333,0,0,0.120350613333333,-0.135959897986667,0.00373333333333333
"334",2007-10-01,2007,10,NA,2.00214984312968,2.00214984312968,2.01935483870968,0.00248387096774194,0,0,0.11973125483871,-0.139420121386452,0.00248387096774194
"335",2007-11-01,2007,11,NA,1.8497,1.8497,1.996,0,NA,0,0,-0.1463,0
"336",2007-12-01,2007,12,NA,1.73827096774194,1.73827096774194,1.83387096774194,0,NA,0,0,-0.0956,0
"337",2008-01-01,2008,1,NA,1.64665806451613,1.64665806451613,1.74225806451613,0,NA,0,0,-0.0956,0
"338",2008-02-01,2008,2,NA,1.79092284602141,1.79092284602141,1.88413793103448,0.000206896551724138,NA,0.00191973001071335,0.00191973001071335,-0.0953417115755145,0.00212662656243749
"339",2008-03-01,2008,3,NA,2.01160592589375,2.01160592589375,2.00903225806452,0.0251612903225806,NA,0.0423520862323765,0.0423520862323765,-0.0649397087257264,0.0675133765549571
"340",2008-04-01,2008,4,NA,5.54507249106467,5.54507249106467,5.14466666666667,0.100566666666667,NA,0.168350896666667,0.168350896666667,0.131488261064667,0.268917563333333
"341",2008-05-01,2008,5,NA,8.22467696206774,8.22467696206774,8.19483870967742,0.0135161290322581,NA,0.12519994516129,0.12519994516129,-0.108877821803226,0.138716074193548
"342",2008-06-01,2008,6,NA,11.041862492046,11.041862492046,11.03,0.0093,NA,0.12311001,0.12311001,-0.120547517954,0.13241001
"343",2008-07-01,2008,7,NA,9.27504370734129,9.27504370734129,9.29032258064516,0.00293548387096774,NA,0.119955119354839,0.119955119354839,-0.138169476529677,0.122890603225806
"344",2008-08-01,2008,8,NA,4.83006919564387,4.83006919564387,4.8358064516129,0.00696774193548387,NA,0.114308748387097,0.114308748387097,-0.127013746291613,0.121276490322581
"345",2008-09-01,2008,9,NA,3.11220189585333,3.11220189585333,3.13033333333333,0.00226666666666667,NA,0.119623586666667,0.119623586666667,-0.140021690813333,0.121890253333333
