"","file_name","sheet_name","source","lab","UVM_id","Aqualog_id","V1","V2","exp_num","DF","sample_num","rep_num","sample_id","sample_id_DOC","sample_id_EEM","bottle_id1","EEMs","Rep","DOC","EEM_contaminated","notes","site_name","site_altname","date_ymd","latitude","longitude","DOC_mg.L","A254","SUVA","A280","A350","A440","S275to295","S350to400","SR","BA","FI","HIX","HIX_Ohno","PeakA_RU","PeakB_RU","PeakC_RU","PeakD_RU","PeakE_RU","PeakM_RU","PeakN_RU","PeakP_RU","PeakT_RU","PeakA_percent","PeakB_percent","PeakC_percent","PeakD_percent","PeakE_percent","PeakM_percent","PeakN_percent","PeakP_percent","PeakT_percent","Fmax","SUVA254","TDN_mg.L","chla_ug.L","PeakA","PeakB","PeakC","PeakD","PeakE","PeakM","PeakN","PeakP","PeakT","turb_lab_NTU","turb_field_NTU","secchi_depth_m","ext_coeff_m"
"21","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upstream of Causeway East","BP u/s (upstream) causeway east side",2015-06-10,50.97,-105.95,NA,22.6183625101695,NA,15.2692005150228,3.6281120627664,0.581676907228156,0.0207880364867568,0.0207256255653226,1.00301129252951,0.733821674072542,1.56916714556656,7.87610875506688,0.887338018540032,1.66784566628516,NA,1.01394807717797,0.397743651594319,0.109152775699955,1.0651338581432,NA,0.0310634257127146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09341924665606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upstream of Causeway Centre","BP u/s (upstream) causeway",2015-06-10,50.95,-106.32,NA,21.9621472150232,NA,14.8169701217053,3.48699199159349,0.549246414821702,0.0207493790287819,0.0208975789371124,0.992908273787286,0.733335210289064,1.56155459803472,5.9179740833645,0.855449010367836,1.58557847686217,NA,0.967618049660348,0.37515885262554,0.102420683864695,1.01519215938552,NA,0.0266642905192607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05522262927571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upstream of Causeway West","BP u/s (upstream) causeway WS (west side)",2015-06-10,50.95,-106.32,NA,20.1972178954848,NA,13.6550415007464,3.25838744428886,0.518499330375928,0.0207542880863325,0.0204931536539263,1.01274252059083,0.736804010828243,1.56294061838054,7.94587430442342,0.888216627467531,1.50892456722258,NA,0.909841514958885,0.365170214582374,0.102922731620093,0.951940267865858,NA,0.0283617864867403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79351311705864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5 mi Below Causeway","BP 0.5 miles below causeway",2015-06-10,NA,NA,NA,26.9087149777644,NA,18.1691976784018,4.28020987937717,0.674047910589685,0.0206586941880378,0.0210097504480166,0.98329079344148,0.737690303340841,1.58831990065094,6.28117221744478,0.862659477054515,1.95471508570565,NA,1.21752363343496,0.464426149105517,0.119767768444389,1.26900511996924,NA,0.0337004864594368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76000295425991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opposite South Lake","BP opposite south lake",2015-06-10,50.65615,-105.5206,NA,25.3318143778242,NA,17.123058642306,4.02655834523422,0.631942658489151,0.0207968108319916,0.0210201733443979,0.989373897695958,0.739422781801722,1.59278666987425,7.27911799812384,0.879214186797843,1.87362352422714,NA,1.16245804537737,0.448240570800668,0.115156834403467,1.2084758200831,NA,0.0315037533305115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52302186450413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opposite Sun Valley","BP opposite Sun Valley",2015-06-10,50.65615,-105.5206,NA,21.8092376463803,NA,14.7033456189119,3.4783004726534,0.565734205588224,0.0208606213903525,0.0206149859041845,1.01191538462892,0.749368185186844,1.58780367375279,6.60551180418439,0.868516409447971,1.57417652262519,NA,0.971451355959261,0.377252151091191,0.0988523050896824,1.01437258951472,NA,0.0252588255514674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99544050439061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opposite Parkview","BP opp. park view",2015-06-10,50.504047,50.504047,NA,19.0809070169782,NA,12.9832420824493,3.02664491231132,0.458821595692579,0.0210382823872917,0.0212179211084091,0.99153363233846,0.770787562853786,1.59245787168599,6.2491690700631,0.862053155287866,1.3986305511815,NA,0.865343013123855,0.334960001124612,0.089286091698231,0.90780177482303,NA,0.0275539541755962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71266045979197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opposite WTP Intake","BP opposite treatment plant intake",2015-06-10,50.720744,50.720744,NA,19.3403095859763,NA,13.0230443151083,2.94126868922317,0.433085170054123,0.0213394173633794,0.0216225434926536,0.986905974804934,0.759837889030427,1.59080884222642,6.4550147550857,0.865862103181242,1.36464908372355,NA,0.848632369584747,0.319261119724241,0.0850436864244515,0.891403692428722,NA,0.0217064774326027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60397492652063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 km below Qu'Appelle R. Inflow East","BP lake below Qu'ap inflow ES (east side)",2015-06-10,50.722173,50.722173,NA,18.5958101013072,NA,12.4981450623435,2.99728583076192,0.451600068268051,0.0205708912461496,0.021221886520524,0.969324344763376,0.728161295875016,1.56961657827917,8.33398975075246,0.892864677731258,1.41871857094907,NA,0.840988037223294,0.349879284007527,0.100560979706797,0.880195588944886,NA,0.0252618907954392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60644291096523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","BuffalloPound_DOM_AllData.xlsx","BP WSA Spatiotemporal","JM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5 mi Above Outlet","BP 0.5 miles above outlet",2015-06-10,50.721563,50.721563,NA,18.5154699778935,NA,12.5551563573426,2.7584895104052,0.414694546138158,0.0219279487040946,0.0209874353480237,1.04481316275547,0.770226370432728,1.59191645887744,6.26862889206754,0.86242247130111,1.29443301839884,NA,0.792609251543665,0.301545573915698,0.080471060956866,0.831826191138026,NA,0.0226710199604933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
