"","site_name","site_altname","date_ymd","Year","Month","DOY","latitude","longitude","TDN_mg.L","DOC_mg.L","A254","A280","A350","A440","S275to295","S350to400","SR","BA","FI","HIX","HIX_Ohno","Fmax","PeakA_RU","PeakB_RU","PeakC_RU","PeakD_RU","PeakE_RU","PeakM_RU","PeakN_RU","PeakP_RU","PeakT_RU","PeakA_percent","PeakB_percent","PeakC_percent","PeakD_percent","PeakE_percent","PeakM_percent","PeakN_percent","PeakP_percent","PeakT_percent","turb_lab_NTU","turb_field_NTU","chla_ug.L","secchi_depth_m","ext_coeff_m"
"164","Qu'Appelle River at Marquis","Qu'Appelle River at Marquis",2017-06-19,"2017","Jun",170,50.95,-106.32,0.2223,4.342,9.48124752911016,6.3603979594009,1.60527476197455,0.37898535212463,0.0212351179117039,0.0162926407899549,1.30335641627821,0.722484050489966,1.5691084934347,2.6372355091513,0.725065919574359,NA,0.853264459024665,0.224145576608058,0.4471086255937,0.189443740665307,0.062309429292888,0.502451400141403,0.344017316083149,NA,0.388847280625256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","0.5 mi Below Outlet","Buffalo Pound Outlet",2017-06-19,"2017","Jun",170,NA,NA,0.4007,6.954,11.0770032376861,6.90415615881842,1.38647979665333,0.324459069558926,0.025201298742002,0.0199092159080851,1.26581071089635,0.776993499402465,1.62827792363843,3.19583111662417,0.76166819583421,NA,0.866266075588719,0.291695718038939,0.475385119414547,0.183239762573351,0.053772602229969,0.520403840202144,0.365086085344414,NA,0.365656532709978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Opposite WTP Intake","Buffalo Pound Lake Opp WTP",2017-07-11,"2017","Jul",192,50.720744,50.720744,0.4525,6.85,11.5674339764964,7.36169910854411,1.67457255031393,0.459408670713664,0.0244274927806784,0.0168996174056304,1.4454464970633,0.78395721540824,1.65847626179894,3.00981552383391,0.750611968541668,NA,0.860233333191558,0.358221115295586,0.478721868869721,0.184747583203488,0.0553141320002353,0.531585030957054,0.417771870243556,NA,0.48442951972402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","0.5 mi Above Outlet","Buffalo Pound Lake 0.5 mi above outlet",2017-07-11,"2017","Jul",192,50.722173,50.722173,0.4384,7.183,11.3535375899939,7.23345302955481,1.6168303624114,0.415684157572374,0.0247654766258293,0.0174539237096428,1.4189059742565,0.780460425270258,1.61155676817045,3.12587167441982,0.757626974634247,NA,0.87891209111477,0.307439903283285,0.474170975307152,0.187734804178614,0.0562395066565413,0.522017611666818,0.394316647151817,NA,0.411031034470499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Opposite Parkview","Buffalo Pound Lake Opp Parkview",2017-07-11,"2017","Jul",192,50.721563,50.721563,0.4113,6.611,11.1076665348183,7.02568630253563,1.54493223791711,0.355425111523156,0.0246941965169784,0.018628384247345,1.32562202867905,0.772228924436598,1.61129807157948,3.24673280397828,0.764524860367195,NA,0.851824850087085,0.268376945857779,0.463370396430928,0.183603858738317,0.0551445260698993,0.511738602665367,0.358739095569371,NA,0.34080297254845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Opposite Sun Valley","Buffalo Pound Lake Opp Sun Valley",2017-07-11,"2017","Jul",192,50.71159,50.71159,0.3615,6.329,10.9821139912169,6.97446520840611,1.57937827240289,0.402626565868593,0.0242806864976963,0.0180453678017715,1.34553569450177,0.789857509224335,1.59293344993785,3.63319406202728,0.784166174217524,NA,0.817275299478522,0.250284733489962,0.437011657646177,0.177488349995348,0.0537698400975841,0.488725875592518,0.33938309056032,NA,0.320433863255225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Opposite South Lake","Buffalo Pound Lake Opp South Lake",2017-07-11,"2017","Jul",192,NA,NA,0.3488,5.656,10.714801083732,6.92355502175413,1.57161939073388,0.3681327469298,0.0238542845857868,0.0186800130087959,1.27699507353418,0.758694106700643,1.57572592635868,3.44348980452251,0.774951660971019,NA,0.821851411109127,0.260022279812086,0.434426202093133,0.173530559019569,0.0527043211831721,0.485947779704274,0.331243461832894,NA,0.304579210434319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","0.5 mi Below Causeway","Buffalo Pound Lake 0.5 mi below Causeway",2017-07-11,"2017","Jul",192,50.58653,50.58653,0.2559,5.012,10.7567181882922,7.23649145785234,1.77076025461386,0.3869835641263,0.0221119359426604,0.0189724005582944,1.16547907971474,0.731453146314303,1.53327877403359,3.82438274438474,0.792719596892694,NA,0.866107257337267,0.229772835701723,0.454455681162723,0.181352353946393,0.0529728200865575,0.501134529944301,0.338323406250766,NA,0.296391689439867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Upstream of Causeway Centre","Buffalo Pound Lake US Causeway",2017-07-11,"2017","Jul",192,50.57263,50.57263,0.2616,4.856,10.8607080806448,7.36452645121031,1.80081949470994,0.354762715588434,0.0216067748366873,0.0198996397509124,1.08578723570594,0.723588179179224,1.5329973807543,4.13253486635776,0.805164499406579,NA,0.908814581252631,0.204800612393299,0.479321241941953,0.194231784635663,0.0561361602882376,0.531471830918352,0.329982819122257,NA,0.270044003619466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Upstream of Causeway East","Buffalo Pound Lake US Causeway East",2017-07-11,"2017","Jul",192,50.735692,50.735692,0.2602,4.917,11.4151247366106,7.64203751793819,1.90910349855688,0.425668334527011,0.0217146190163879,0.0185335997292099,1.17163526425817,0.734664289501234,1.54125514055618,3.59433401330357,0.782340596677483,NA,0.853333856787755,0.256526431504719,0.449061595990685,0.180149764708872,0.0520262285082498,0.497417393871951,0.343559452391789,NA,0.332424899411225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","1.5 km below Qu'Appelle R. Inflow West","Buffalo Pound Lake below Qu'Appelle West",2017-07-11,"2017","Jul",192,50.734637,50.734637,0.2903,5.254,11.9821966661205,8.36688556310421,2.2316488430156,0.522065525286117,0.0204266141599867,0.0179972979364851,1.13498227523237,0.757508103601512,1.55423387726563,3.4525483681703,0.775409514437025,NA,0.903493538191093,0.286979161130967,0.505406499647967,0.205932615069116,0.0557430589134964,0.549002091331915,0.375497389507986,NA,0.351879162607252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","1.5 km below Qu'Appelle R. Inflow Centre","Buffalo Pound Lake below Qu'Appelle",2017-07-11,"2017","Jul",192,50.736322,50.736322,0.2618,4.967,11.0227502123736,7.61846505965251,1.94043151351869,0.423319476835271,0.0212809906555264,0.0189479982624264,1.12312606116955,0.707143524195661,1.54675983739299,4.10647134783767,0.804170055624918,NA,0.91218812632416,0.242118987237135,0.487439545314288,0.20263886046652,0.0595316840971318,0.537093234302974,0.345939853480705,NA,0.311222465585772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","1.5 km below Qu'Appelle R. Inflow East","Buffalo Pound Lake below Qu'Appelle East",2017-07-11,"2017","Jul",192,50.68295,50.68295,0.2432,4.827,10.6617815122065,7.28833117395248,1.87860081698301,0.427448807472434,0.0211365397248943,0.0185290998448754,1.1407213465224,0.705952631960934,1.56044016012234,4.07123695819359,0.802809450979351,NA,0.93520569843786,0.224505742527571,0.489924152245497,0.207098459374634,0.0625568621925372,0.542036793219583,0.344699786926653,NA,0.296833120741139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Qu'Appelle River at Marquis","Qu'Appelle R at Marquis",2017-07-19,"2017","Jul",200,50.76727,50.76727,0.2325,4.77,10.9074351323327,7.34173499833689,1.86705167735877,0.408843265501481,0.0213605804613387,0.0186561022938831,1.14496480158894,0.725472090047862,1.53162150835848,4.79005958697074,0.827290205743257,NA,0.916297804754255,0.204065350062742,0.479947591462355,0.204555015383167,0.0605631723883207,0.534668515748203,0.343070644294053,NA,0.314929956391688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","0.5 mi Below Outlet","Buffalo Pound Outlet",2017-07-19,"2017","Jul",200,NA,NA,0.5006,7.762,11.9219293302493,7.64993944966472,1.68947605203127,0.430449861681947,0.025092146605832,0.0180729660868224,1.38838010790755,0.797949002077774,1.6381312301547,2.90491354294863,0.743912383974347,NA,0.870255896904233,0.327985639740053,0.480007110165242,0.190236229351091,0.0553129592824304,0.530912437607618,0.414226258158572,NA,0.467523403060085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Opposite WTP Intake","Buffalo Pound Lake Opp WTP",2017-08-09,"2017","Aug",221,50.95,-106.32,0.4837,7.016,11.746956128132,7.60500229962132,1.60456398159296,0.303027308893106,0.0258577380010187,0.0205677129683603,1.25720045008389,0.77086974668691,1.5903788698913,4.93668519988919,0.831555831860738,NA,0.913786418638827,0.240130530769639,0.510217213719754,0.216769743725838,0.066295835952064,0.557181428487421,0.35814935907979,NA,0.301807922281513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","0.5 mi Above Outlet","Buffalo Pound Lake 0.5 mi above outlet",2017-08-09,"2017","Aug",221,NA,NA,0.463,7.469,11.8448526189018,7.59699994614597,1.56338453579423,0.299743056108778,0.026368485883732,0.020903299788052,1.26145087862175,0.784904478686882,1.63167589516054,4.35003427936442,0.813085309778838,NA,0.923894481636585,0.231312903692106,0.508469619481111,0.209372765794671,0.0630237879962551,0.554889959093981,0.375212176143284,NA,0.333453983438733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Opposite Parkview","Buffalo Pound Lake Opp Parkview",2017-08-09,"2017","Aug",221,50.65615,-105.5206,0.486,6.949,12.0645505050815,7.90897075011488,1.74760115673893,0.366679105596221,0.0251733115257111,0.0191067366148978,1.31750973664875,0.776202027366644,1.58949947522149,4.78309321423278,0.827082157773473,NA,0.945312889174696,0.25999752879288,0.527346960541249,0.221260696096299,0.0695081801386828,0.582534632008325,0.395960211521648,NA,0.354888785510487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Opposite Sun Valley","Buffalo Pound Lake Opp Sun Valley",2017-08-09,"2017","Aug",221,50.65615,-105.5206,0.4383,5.885,11.5310783225655,7.65349963200802,1.78709137628128,0.370402852138125,0.0238039423968698,0.0195080057689068,1.22021403309251,0.765270855649614,1.59669096383932,4.36207521648406,0.813505040562317,NA,0.956738708187865,0.208255942668227,0.539419740078116,0.222601408081818,0.0708475098488611,0.587079139449164,0.385887690322961,NA,0.355180267988563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Opposite South Lake","Buffalo Pound Lake Opp South Lake",2017-08-09,"2017","Aug",221,50.504047,50.504047,0.5155,5.616,11.6513891780835,7.88923438386226,1.89444492397456,0.382946890583445,0.023353194282423,0.0194934886713863,1.19799973601966,0.750380039917035,1.56350282207165,5.36777100556949,0.842959176904232,NA,0.970911156662913,0.211562230850655,0.523818674641405,0.22469583622686,0.0722856355483552,0.574381978678637,0.369320049084612,NA,0.296048509509832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","0.5 mi Below Causeway","Buffalo Pound Lake 0.5 mi below Causeway",2017-08-09,"2017","Aug",221,50.720744,50.720744,0.3158,5.495,12.2048923816714,8.41656776986709,2.13826080475487,0.476885847773958,0.0222510167306035,0.0186994974806617,1.18992591932562,0.724199990695865,1.58430335347554,6.06640250522481,0.858485276028274,NA,0.994220834665983,0.181804824592838,0.54775892852242,0.227997611457956,0.0668249900343887,0.594447034820654,0.361115062255473,NA,0.275576644823634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Upstream of Causeway Centre","Buffalo Pound Lake US Causeway",2017-08-09,"2017","Aug",221,50.721563,50.721563,0.2755,5.323,11.3672205159366,7.83951252157409,1.9180015029354,0.403317175213,0.0227416571849982,0.0197594566701285,1.15092522859589,0.724209358661219,1.54056795512833,5.29923786950812,0.841250636868221,NA,0.927661352479439,0.199063115444781,0.498181264288096,0.203199170988493,0.0583089606206101,0.548749020606281,0.350675508914069,NA,0.290524999492576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Upstream of Causeway East","Buffalo Pound Lake US Causeway East",2017-08-09,"2017","Aug",221,50.71159,50.71159,0.3053,5.619,12.2316027771759,8.42232566635468,2.1104442083551,0.440690826748596,0.0220280445769967,0.0195388192585599,1.12739896334044,0.737782308376213,1.57093586745649,4.52225106638899,0.818914426747732,NA,0.962441807806003,0.232317855794035,0.522599826852692,0.209147103219817,0.0602744095653086,0.578736038596389,0.393408866389263,NA,0.357538745482162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","1.5 km below Qu'Appelle R. Inflow West","Buffalo Pound Lake below Qu'Appelle West",2017-08-09,"2017","Aug",221,NA,NA,0.3201,5.764,12.594219385994,8.83443888087854,2.33506539591967,0.539296847263085,0.0214645217868855,0.0182268991601778,1.17762882200947,0.732305775449831,1.5684276417562,4.29560024269373,0.811163993849481,NA,0.972968910093124,0.281721241481209,0.538340670169588,0.222522755593236,0.0626096130037073,0.589918433740582,0.412913251582609,NA,0.395216443645973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","1.5 km below Qu'Appelle R. Inflow Centre","Buffalo Pound Lake below Qu'Appelle",2017-08-09,"2017","Aug",221,50.58653,50.58653,0.2745,5.447,11.4809865761812,7.77815348887817,1.90351591824084,0.430476636531017,0.0228072129919229,0.0191043338910214,1.19382403605508,0.737274734975341,1.53853465748885,4.21380890433112,0.808201639463752,NA,0.911948329014693,0.232099762721315,0.486777544088054,0.194864222584153,0.0568330761987051,0.534654189479006,0.349299137350175,NA,0.305112805623021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","1.5 km below Qu'Appelle R. Inflow East","Buffalo Pound Lake below Qu'Appelle East",2017-08-09,"2017","Aug",221,50.57318,50.57318,0.2401,5.017,10.9619262741483,7.45966050725435,1.72634417454064,0.331310296010302,0.0233654164944379,0.0207442796524905,1.12635468118714,0.728253737877098,1.55478308509984,5.07928354535063,0.835506932265927,NA,0.905849445281435,0.219695437352547,0.486756269481138,0.196278772322708,0.0570489696215056,0.531550197380993,0.33230716540229,NA,0.266804366662229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","0.5 mi Below Outlet","Buffalo Pound Outlet",2017-08-14,"2017","Aug",226,50.735692,50.735692,0.4937,7.86,12.5060462886885,7.94109826454755,1.70118887424582,0.31243105107941,0.0253619722178091,0.0214501010744765,1.18237075572512,0.78723475048231,1.60497665524508,3.53080775417774,0.779288803618312,NA,0.960726942293645,0.316754069727522,0.54557446220401,0.220847569841462,0.0662233837975473,0.590787301092111,0.418243241467049,NA,0.461385936435198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Qu'Appelle River at Marquis","Qu'Appelle River at Marquis",2017-08-14,"2017","Aug",226,50.736322,50.736322,0.2305,4.837,10.7168458676865,7.1108531238832,1.69901493315996,0.302024290202537,0.0225432739256562,0.0213115049606911,1.0577983097504,0.727646155656422,1.55606397333106,3.92093380338473,0.796786536873921,NA,0.872312435844041,0.231037858032432,0.459752464923511,0.186814904690156,0.0556419204295148,0.51045762735364,0.338514880406316,NA,0.318458416146885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Qu'Appelle River at Marquis","Qu'Appelle R at Marquis",2017-09-12,"2017","Sep",255,NA,NA,0.3429,4.975,10.9477625870366,7.34427141332591,1.88006692595049,0.543038413797619,0.0217335480334527,0.016310077636874,1.33252265975223,0.77974915362567,1.5948110235783,2.38722485778025,0.704773068813822,NA,0.839574312374099,0.400644870580838,0.460802862316376,0.175941832695059,0.0516359421600097,0.524467072309232,0.465799679297773,NA,0.599369593356004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","0.5 mi Below Outlet","Buffalo Pound Outlet",2017-09-12,"2017","Sep",255,50.97,-105.95,0.5704,7.905,12.8277003532567,8.37013262756948,1.97529165702419,0.517989220729541,0.0239914741218772,0.0176372571153441,1.36027240318479,0.792612922476495,1.6399481620559,3.02933791790427,0.751820269142352,NA,1.00548674686554,0.400798928412194,0.578891693934675,0.232513607790203,0.0697805628565184,0.62921713688969,0.483391671380778,NA,0.54386812178773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Opposite WTP Intake","Buffalo Pound Lake Opp WTP",2017-09-12,"2017","Sep",255,50.95,-106.32,0.4701,7.112,12.4550959336834,7.95816923579874,1.75142350751974,0.346974010085554,0.0248760217088665,0.0203884866251356,1.22010143107917,0.779782532070268,1.61283832167723,4.3666508698143,0.81366404779102,NA,0.96904488238312,0.237526466531927,0.536595635611611,0.22567702021803,0.0689621080808785,0.59059560355934,0.398423545236645,NA,0.347868712717027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","0.5 mi Above Outlet","Buffalo Pound Lake 0.5 mi above outlet",2017-09-12,"2017","Sep",255,50.95,-106.32,0.5677,8.134,13.5485376092341,8.90396486043305,2.07589637720201,0.474589546121106,0.0241359586933722,0.0185503711640228,1.30110381511839,0.797215763160932,1.6280200703156,3.58386866694044,0.781843662491434,NA,1.05994690791195,0.337762313662003,0.59142534905987,0.245001147341054,0.0723216910499603,0.64905546701997,0.479448513448608,NA,0.476578067042483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Opposite Parkview","Buffalo Pound Lake Opp Parkview",2017-09-12,"2017","Sep",255,NA,NA,0.4122,6.37,12.100724586724,7.75880451050147,1.79059872404787,0.389469804240144,0.0244482882636778,0.0193985866808151,1.26031286020732,0.780240967843235,1.60237024728619,4.35222562923336,0.813161837845906,NA,0.936408463830416,0.25939568944738,0.523123863877082,0.221922178077048,0.0678096185087723,0.569525341326108,0.390275188361336,NA,0.35150559470973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Opposite Sun Valley","Buffalo Pound Lake Opp Sun Valley",2017-09-12,"2017","Sep",255,50.65615,-105.5206,0.3929,5.919,11.9537868827789,7.46994352006222,1.76009627836462,0.419690765231109,0.0245263486903762,0.0185875412606745,1.31950473418808,0.783606725899749,1.59926483147181,3.35206983750754,0.770224275497218,NA,0.890227652921062,0.260102947834361,0.488207072739766,0.207575377171699,0.065268872937156,0.54661908356807,0.367505667834038,NA,0.363875620062857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Opposite South Lake","Buffalo Pound Lake Opp South Lake",2017-09-12,"2017","Sep",255,50.65615,-105.5206,0.3137,5.244,11.0537008174217,7.08380167240881,1.6895489127208,0.390763385984832,0.0242652883926339,0.0187068984177468,1.29713049436426,0.779151135245088,1.59526336704727,2.79736138177479,0.736659248498328,NA,0.844484614842871,0.583460585125132,0.455233503806143,0.195196861241225,0.0592580831945523,0.497965787179349,0.340814937614712,NA,0.372034978550055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","0.5 mi Below Causeway","Buffalo Pound Lake 0.5 mi below Causeway",2017-09-12,"2017","Sep",255,50.504047,50.504047,0.2757,4.932,11.4072888618999,7.10894886415259,1.66555001842031,0.333883107052859,0.0239666676113453,0.020155247059193,1.18910314227152,0.743546857746209,1.58279886645554,3.46422112036073,0.775996758888324,NA,0.836719085373535,0.22971121617978,0.456334082335839,0.189183815733464,0.0557721292394515,0.494918403587526,0.324517253591402,NA,0.299678289990349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Upstream of Causeway Centre","Buffalo Pound Lake US Causeway",2017-09-12,"2017","Sep",255,50.722173,50.722173,0.3184,5.107,11.3380445904105,7.69384833615398,1.93291154123234,0.462825305681276,0.0222940636068287,0.0183029848771811,1.21805616714591,0.750000820693136,1.53133507460298,3.45690868512327,0.775629237516599,NA,0.857687677906757,0.266558000141866,0.465757890057632,0.18706910727187,0.0530296787983025,0.510129818040267,0.352488214160107,NA,0.361771851988656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Upstream of Causeway East","Buffalo Pound Lake US Causeway East",2017-09-12,"2017","Sep",255,50.721563,50.721563,0.2645,5.014,11.3466378395677,7.38210303982397,1.69329632191861,0.305512174883953,0.023330031892427,0.0213219870848265,1.09417718900268,0.74055335994323,1.51170763164019,3.6744682160897,0.786071922243912,NA,0.867527245364869,0.204225389740808,0.468650645217019,0.183900515588807,0.0531607740441968,0.515003773018752,0.336499905161445,NA,0.310177994316599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","1.5 km below Qu'Appelle R. Inflow West","Buffalo Pound Lake below Qu'Appelle West",2017-09-12,"2017","Sep",255,50.71159,50.71159,0.3051,5.224,11.5926052381773,7.92431653494465,2.0017870445785,0.458159509705994,0.0221073237932683,0.0187765129769213,1.17739240616407,0.746715885859089,1.52719208884978,3.42628217790118,0.774076762436738,NA,0.908955220643667,0.306436299266871,0.493812674130354,0.203875892983748,0.0570906144286227,0.540932405133438,0.409906195261367,NA,0.449195205223702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","1.5 km below Qu'Appelle R. Inflow Centre","Buffalo Pound Lake below Qu'Appelle",2017-09-12,"2017","Sep",255,NA,NA,0.2505,4.756,10.6063069565077,7.07342811605601,1.62404347173038,0.29550892173212,0.0229480909379986,0.0213791553783438,1.07338622746734,0.732484549861959,1.55296835855918,4.20802244320852,0.807988538662301,NA,0.856225511352646,0.181327803377839,0.449394731083858,0.17694393618543,0.0523668969192151,0.507716089518683,0.324381803987195,NA,0.267034225489673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","1.5 km below Qu'Appelle R. Inflow East","Buffalo Pound Lake below Qu'Appelle East",2017-09-12,"2017","Sep",255,50.58653,50.58653,0.2672,5.183,11.5496258415382,7.51252849400711,1.73852484497481,0.34218200198918,0.0233121684337494,0.0205853199596049,1.13246568328767,0.741776557071628,1.56729922294195,3.5197030333773,0.778746525465245,NA,0.883281487617871,0.225604665400946,0.477339019114589,0.186146284922299,0.0525247576109196,0.526359449123849,0.342652839821454,NA,0.305372082159238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","0.5 mi Below Outlet","BP @ Outlet R1",2018-03-06,"2018","Mar",65,50.76727,50.76727,0.4672,6.082,10.2767149690446,6.33461052340047,1.26277524068707,0.159694519794789,0.0239196389016531,0.0236088892030038,1.01316240234673,0.759137256160366,1.59474178142427,3.56968266850854,0.781166423898231,NA,0.879047909167387,0.217913458749321,0.441565640966262,0.155015001013539,0.0452545508760133,0.515127851251516,0.353771464763782,NA,0.360143801151589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","0.5 mi Below Outlet","BP @ Outlet R2",2018-03-06,"2018","Mar",65,NA,NA,0.4972,6.401,12.2655408196763,7.29429457885878,1.31720085134702,0.159650975094441,0.026430053907236,0.0239479291706898,1.1036467378392,0.819351651517687,1.60789156747235,3.65773762133153,0.78530349253247,NA,0.947260698731932,0.269855395734493,0.5107680916725,0.186817441580013,0.0554823249804918,0.570778483145164,0.420325530597881,NA,0.407678247990807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Qu'Appelle River at Marquis","Qu'Appelle @ Marquis R1",2018-03-06,"2018","Mar",65,50.97,-105.95,0.4531,4.056,10.3796583533331,6.63817002104012,1.32156288769761,0.149673253076965,0.0234894318399646,0.0244190521533203,0.961930532458062,0.769651812832488,1.54467223677519,3.70063828743796,0.787262933488754,NA,0.957114876615164,0.21426293794908,0.488413858372889,0.170134580810135,0.0490857528402387,0.557452124780322,0.381087651196093,NA,0.374980250806563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Qu'Appelle River at Marquis","Qu'Appelle @ Marquis R2",2018-03-06,"2018","Mar",65,50.97,-105.95,0.4211,4.206,11.2438225025629,6.87508660272632,1.37899641430471,0.17304390180874,0.0238056335602096,0.0237696774855432,1.00151268668615,0.757058491516432,1.55729879592523,3.77758235344829,0.79068911302424,NA,0.983614380608214,0.303012934549754,0.503182939977207,0.178510773013402,0.0498752270528529,0.575340505420074,0.385014390248504,NA,0.367355126491124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","0.5 mi Below Causeway","BP below causeway",2018-03-20,"2018","Mar",79,NA,NA,0.2985,4.151,9.6683213487762,6.5184555080249,1.41028590618269,0.211691502657583,0.0223901591477772,0.0222591889417069,1.00588387143904,0.783061568747051,1.61039710511871,5.50235822302227,0.846209641840495,NA,0.982998263634491,0.189199992265642,0.516061527174719,0.196920204516886,0.0582448569717025,0.579317017640221,0.372739395940919,NA,0.29439874212859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Opposite Parkview","BP opp Parkview",2018-03-20,"2018","Mar",79,50.65615,-105.5206,0.3678,5.143,11.1563874363234,7.40189352964014,1.5331676167541,0.284399956839444,0.0234114751660872,0.0205186488041078,1.14098522712667,0.787995828415324,1.5978123553353,4.3194921696825,0.812012130462505,NA,0.985527836092573,0.253137228521637,0.516060509775352,0.1942022913284,0.0536241620577907,0.584900665181098,0.417282089257374,NA,0.379992606541356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Opposite South Lake","BP opp South Lake",2018-03-20,"2018","Mar",79,50.65615,-105.5206,0.268,4.416,11.1163236040783,7.31529164484303,1.57359852780345,0.248372822398527,0.0224967041616025,0.0213114772464312,1.0556144889191,0.765281083808522,1.57466156565777,4.88193229175962,0.829987842362455,NA,1.01688423859892,0.206739436298714,0.514734647129206,0.185452340990375,0.0552974460404853,0.605416171415468,0.390452720245417,NA,0.322848821095727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","0.5 mi Above Outlet","BPL above Outlet",2018-03-20,"2018","Mar",79,50.504047,50.504047,0.4445,5.738,11.1299535926464,7.17249114543522,1.43634997572634,0.278827395719361,0.0247328205639011,0.0202332836437522,1.22238293098502,0.803673853939837,1.62620517488863,3.5661919036118,0.780999129885669,NA,0.972068683751092,0.282977588386819,0.526632982711609,0.20037884120789,0.0602830109672802,0.584244517906085,0.434218358651064,NA,0.446365441081528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","1.5 km below Qu'Appelle R. Inflow Centre","BPL bellow Qu'Appelle",2018-03-20,"2018","Mar",79,50.720744,50.720744,0.4468,4.114,10.3797508273506,6.70805503482011,1.49281437544754,0.318086260638513,0.0227823819052989,0.0192651879172578,1.18256733353171,0.755193112135941,1.55655357797362,3.51656119565296,0.778592615779796,NA,0.952000029054454,0.308398431435217,0.469869505030868,0.166984386569696,0.0463705312189971,0.549791017423925,0.391786499632962,NA,0.406510047937083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
