"","site_name","site_altname","date_ymd","Year","Month","DOY","latitude","longitude","TDN_mg.L","DOC_mg.L","A254","A280","A350","A440","S275to295","S350to400","SR","BA","FI","HIX","HIX_Ohno","Fmax","PeakA_RU","PeakB_RU","PeakC_RU","PeakD_RU","PeakE_RU","PeakM_RU","PeakN_RU","PeakP_RU","PeakT_RU","PeakA_percent","PeakB_percent","PeakC_percent","PeakD_percent","PeakE_percent","PeakM_percent","PeakN_percent","PeakP_percent","PeakT_percent","turb_lab_NTU","turb_field_NTU","chla_ug.L","secchi_depth_m","ext_coeff_m"
"88","1.5 km below Qu'Appelle R. Inflow West","Buffalo Pound Lake 1.5 km below Qu’Appelle R. Inflow- WEST",2016-04-12,"2016","Apr",103,50.97,-105.95,NA,6.571,16.7088787829509,11.7822682420262,3.33072274102647,0.76875294717702,0.0180103926980478,0.0171016613072809,1.05313702420127,0.712595571102303,1.58814005528971,7.04847336707305,0.875752834805781,NA,1.37890883463616,0.186948441756729,0.742560187063025,0.31454107105096,0.0868191936279325,0.848642625822859,0.425154409144069,0.0264699657956438,0.276615724369024,32.1674377914734,4.36116748211946,17.3225800167401,7.33767170225209,2.02533404673507,19.797290573276,9.91807990810433,0.617496209093815,6.45294227020582,NA,NA,NA,NA,NA
"89","Upstream of Causeway Centre","Buffalo Pound Lake Upstream of Causeway",2016-04-12,"2016","Apr",103,50.95,-106.32,NA,6.631,16.7885358192561,11.7970567455779,3.26302640474043,0.739889926765608,0.0183547074491633,0.0175017764740609,1.0487339657415,0.718367878709171,1.5583157505937,6.5540749500531,0.867621117527703,NA,1.35753821276286,0.20820969575019,0.72598243426046,0.311352453566282,0.0867704018738315,0.842946844889314,0.43888561916338,0.0250014611084143,0.324172066468598,31.4182469994372,4.81871050645692,16.8018072879339,7.20579958491013,2.00817471853272,19.5087784131165,10.1573691684985,0.578622445442866,7.50249087567124,NA,NA,NA,NA,NA
"90","Upstream of Causeway East","Buffalo Pound Lake Upstream of Causeway - EAST",2016-04-12,"2016","Apr",103,NA,NA,NA,6.768,16.6074410579763,11.7267154387276,3.27623103802797,0.740692579190622,0.0184141336104686,0.0172931710796595,1.06482110919076,0.718285824455956,1.57260255531447,5.89813513003504,0.855033283467307,NA,1.37222489810022,0.227571097803814,0.715744129507408,0.305969644059986,0.0845445496091759,0.830197054590279,0.452515086805654,0.0250516598874377,0.360015519692812,31.3735045963569,5.20301219780411,16.3642284643024,6.99545682894362,1.93296216927167,18.980992943744,10.3459601815075,0.572762065251125,8.23112055281869,NA,NA,NA,NA,NA
"91","0.5 mi Below Causeway","Buffalo Pound Lake 0.5 mi Below Causeway",2016-04-12,"2016","Apr",103,50.720744,50.720744,NA,7.119,16.7351833517926,11.5967700948125,3.04736092668819,0.573373302460663,0.0192531262089888,0.0187998494140911,1.02411066093742,0.729524942948187,1.58064361837212,6.0048298324458,0.857241357189281,NA,1.33721511518553,0.203034884956557,0.705655300090895,0.285356165549172,0.0760811327804323,0.825159938228396,0.441351694532008,0.023692342783579,0.299150915108325,31.8635097864939,4.83796808033786,16.8145381434893,6.79954097912727,1.81288103266803,19.6621257631501,10.5166430429222,0.564547309985197,7.12824586182621,NA,NA,NA,NA,NA
"92","Opposite South Lake","Buffalo Pound Lake Opp South Lake",2016-04-12,"2016","Apr",103,NA,NA,NA,7.118,16.8673589495648,11.7432125249781,3.07860188575284,0.582354316893068,0.0191838385164503,0.0189629711796516,1.0116472959172,0.725585344296808,1.5822852075352,5.80047381507016,0.852951422622354,NA,1.34577269958735,0.230060219611685,0.721195345634336,0.291657979257002,0.076077300700058,0.838753129599481,0.440848361542531,0.0252816156218827,0.311394969710218,31.4356368997373,5.37393092533703,16.8462586780763,6.81278074495457,1.77707454004117,19.5922675788358,10.2976892201369,0.590548232381234,7.27381318049969,NA,NA,NA,NA,NA
"93","Qu'Appelle River at Marquis","Qu’Appelle R @ Marquis",2016-04-12,"2016","Apr",103,50.76727,50.76727,NA,5.204,12.3028054569668,8.35436398509088,2.13862919938944,0.462098260238014,0.0200413940067598,0.0182920402082635,1.09563470113662,0.738126565657048,1.57184328501178,6.52755790827262,0.867154791476128,NA,1.18054638041327,0.161348240891821,0.547521135299331,0.234891257521099,0.0689172456669132,0.691621753378393,0.348308321395879,0.0190823124796164,0.244234386293945,33.7639399599277,4.61460253362033,15.6592498573131,6.71795233769465,1.971051526232,19.7805657985866,9.96171048107129,0.545759203999084,6.98516830155523,NA,NA,NA,NA,NA
"94","Qu'Appelle River at Marquis","Qu’Appelle R @ Marquis",2016-04-18,"2016","Apr",109,50.504047,50.504047,NA,5.109,12.1360603731881,8.10225624966821,1.97170427368673,0.35767435859097,0.020945254487816,0.0194361358252647,1.07764499466965,0.736266809469644,1.53444990141735,6.16952668246903,0.860520778527095,1.69820308096608,1.16259475225229,0.151480344334582,0.522341105400495,0.229514768489993,0.0705226055935213,0.677558589161593,0.330052348882862,0.0188918854397107,0.218490031871003,34.3815812501868,4.47974993561257,15.4472683803602,6.78747314631272,2.0855751236544,20.0375372759002,9.7606854219385,0.558692435998268,6.46143703003628,NA,NA,NA,NA,NA
"95","0.5 mi Below Outlet","Buffalo Pound Outlet",2016-04-18,"2016","Apr",109,50.65615,50.65615,NA,7.075,13.4295419826556,8.7622320601517,1.95033279558468,0.426094609862735,0.0231994245102411,0.0179950803337877,1.28920927719793,0.791074873993598,1.5729347459918,5.2156805730354,0.839116571669053,NA,1.17014120866591,0.167650166152649,0.506080702284946,0.198255558160073,0.0561534487452214,0.683740760461745,0.35725426777444,0.0150853340022976,0.247179068376115,34.4003313685494,4.92865410339557,14.8779854336375,5.82840502142374,1.65082404586436,20.100914792057,10.5027197600201,0.443485354281243,7.26668012077115,NA,NA,NA,NA,NA
"96","Qu'Appelle River at Marquis","Qu’Appelle R @ Marquis",2016-04-18,"2016","Apr",109,NA,NA,NA,5.109,12.1360603731881,8.10225624966821,1.97170427368673,0.35767435859097,0.020945254487816,0.0194361358252647,1.07764499466965,0.736266809469644,1.53444990141735,6.16952668246903,0.860520778527095,NA,1.16259475225229,0.151480344334582,0.522341105400495,0.229514768489993,0.0705226055935213,0.677558589161593,0.330052348882862,0.0188918854397107,0.218490031871003,34.3815812501868,4.47974993561257,15.4472683803602,6.78747314631272,2.0855751236544,20.0375372759002,9.7606854219385,0.558692435998268,6.46143703003628,NA,NA,NA,NA,NA
"97","1.5 km below Qu'Appelle R. Inflow Centre","Buffalo Pound Lake 1.5 km below Qu’Appelle R. Inflow",2016-04-19,"2016","Apr",110,50.58653,50.58653,NA,6.339,14.2154271129588,9.5953790110735,2.40355844573247,0.503949628048978,0.0210436283487034,0.0177659501247733,1.18449214373058,0.73302842795909,1.53851578909945,5.55370431516233,0.84741453811298,1.88046881403231,1.23960492502045,0.19418178418619,0.565094654261862,0.237252919344869,0.0684257587894277,0.725863336870534,0.391652082744177,0.0202703629102652,0.303586833657691,33.0920237565959,5.18380339226352,15.0855529419991,6.33361410947331,1.82666815024592,19.3773728249469,10.4553957191456,0.541129933773254,8.10443917155645,NA,NA,NA,NA,NA
"98","Opposite Parkview","Buffalo Pound Lake Opp Parkview",2016-04-19,"2016","Apr",110,50.735692,50.735692,NA,6.891,13.0192281353561,8.49040416346127,1.84942807635937,0.337171813920126,0.0236570165532183,0.0198294609381024,1.1930236846611,0.777105912886528,1.56304306543799,4.37869000909181,0.814081124156689,NA,1.12173386538737,0.341811478987176,0.480188864129819,0.18675568488156,0.0533054382926973,0.660936800805641,0.343620170801347,0.0142273078631274,0.277369322918975,32.2342047725446,9.82231307019878,13.7987330626868,5.36662141944886,1.53178794581875,18.9927155061173,9.87428773558724,0.408836685040004,7.97049980255768,NA,NA,NA,NA,NA
"99","Opposite WTP Intake","Buffalo Pound Lake Opp Treatment Plant Intake",2016-04-19,"2016","Apr",110,50.734637,50.734637,NA,6.512,12.8126161562328,8.25661401027091,1.74447682511569,0.321993666346628,0.0237921125594748,0.0194965470985337,1.22032442151073,0.796535836482136,1.56413253095113,5.02287205289885,0.833966255431461,1.5933028451933,1.11539774601599,0.169488166084522,0.471426930788763,0.186423950344805,0.0523522060775119,0.653777423218781,0.345762444950209,0.015701742821658,0.270084029084037,34.0017305319875,5.1666689951192,14.3709555837417,5.68293861716464,1.59590209874525,19.9297191083471,10.5402055215464,0.478651162969922,8.23322838037835,NA,NA,NA,NA,NA
"100","0.5 mi Above Outlet","Buffalo Pound Lake 0.5 mi above Outlet",2016-04-19,"2016","Apr",110,50.736322,50.736322,NA,6.639,12.8456079685825,8.32552027362419,1.80020722970596,0.346175612483229,0.023536976897896,0.0192745193827621,1.22114468488102,0.779655281503768,1.5706751156994,5.49188270505393,0.845961480600766,1.58444105685321,1.12193043675503,0.163000846112716,0.480226429827097,0.187585220332485,0.0535282359795734,0.657254270944011,0.341343579926588,0.0157064564000867,0.241265603585811,34.395619200492,4.99720379141041,14.7225575394129,5.75090005121711,1.6410436520045,20.1497943907045,10.4647520087301,0.481521202766398,7.39660816326205,NA,NA,NA,NA,NA
"101","1.5 km below Qu'Appelle R. Inflow East","Buffalo Pound Lake 1.5 km below Qu’Appelle R. Inflow- EAST",2016-04-19,"2016","Apr",110,50.68295,50.68295,NA,6.155,14.0267049263223,9.35490475789489,2.21617692672803,0.400061443298175,0.0212133498680757,0.0196108508818343,1.0817149136413,0.742362292863117,1.51768528749187,5.69956360365811,0.850736546563424,1.81105634579034,1.21735850331526,0.187766526696124,0.555507913314616,0.230127850607838,0.0666147675474674,0.711018067000297,0.367449374680958,0.0174348413702327,0.264469206416423,33.6496301751073,5.19015077759122,15.3550788789632,6.36108183814171,1.84133292375953,19.6536147217297,10.1568564497771,0.481925384077314,7.31032885085297,NA,NA,NA,NA,NA
"102","1.5 km below Qu'Appelle R. Inflow West","Buffalo Pound Lake 1.5 km below Qu’Appelle R. Inflow- WEST",2016-04-19,"2016","Apr",110,50.65615,50.65615,NA,6.198,13.6213186799219,9.08854066729429,2.17205314565243,0.414045644766765,0.0212858602963612,0.0188241605428883,1.13077341472223,0.747816192173834,1.539773296393,6.6822706512772,0.869830152386814,1.73979160867369,1.20365524476742,0.141967286480263,0.537713194786872,0.223704940725139,0.0647684815368405,0.702896345179784,0.354737459612499,0.0161016024854576,0.235524097778428,34.5771762820061,4.07826735458178,15.4467851206838,6.42632946953469,1.8605919039965,20.1919702015301,10.190475826176,0.462547685462904,6.76585615602809,NA,NA,NA,NA,NA
"103","Upstream of Causeway Centre","Buffalo Pound Lake Upstream of Causeway",2016-04-19,"2016","Apr",110,50.6178,50.6178,NA,6.368,14.4017205885433,9.68415097486046,2.32731426965177,0.436991441945718,0.0211194261796856,0.0191651850805905,1.10196828733339,0.742917923826643,1.54169431515935,6.38255414740249,0.86454552448466,1.85318066872403,1.24295901042881,0.168196252561968,0.576183151285347,0.236705951639166,0.0658324567526553,0.73135573063108,0.376041630524337,0.0198580776806457,0.261979007873429,33.7842190524218,4.571654409094,15.6609330106737,6.43378072333268,1.78935759025834,19.87859776676,10.2209909674183,0.539752027777241,7.1207144522639,NA,NA,NA,NA,NA
"104","Upstream of Causeway East","Buffalo Pound Lake Upstream of Causeway - EAST",2016-04-19,"2016","Apr",110,50.76727,50.76727,NA,5.592,12.3614488130235,8.30307200912296,1.94043359770038,0.371328767721592,0.0215813262980197,0.0191424428405485,1.1274071171473,0.757795019503485,1.5585227890028,5.2426492152961,0.839811598327559,1.60013171402615,1.12014362609795,0.178942618484221,0.476936646546323,0.194689112669379,0.0562267834245766,0.650195688624014,0.339176201344857,0.0175065225988029,0.263624745284835,33.9700787688163,5.42671020338929,14.4638375592533,5.90424686506356,1.70516371057136,19.7181845641026,10.2860401182028,0.530912231069013,7.99482597953191,NA,NA,NA,NA,NA
"105","0.5 mi Below Causeway","Buffalo Pound Lake 0.5 mi Below Causeway",2016-04-19,"2016","Apr",110,50.97,-105.95,NA,6.242,12.2609566969307,8.06209780808082,1.83028986477405,0.352600087184831,0.0227709032436946,0.019221574350518,1.18465339146795,0.764105999907861,1.55376793369612,4.34531522134048,0.812920294016033,NA,1.07164309172423,0.379901978174083,0.446215873856403,0.184764903194233,0.0529533804809898,0.631199718235591,0.31674008203532,0.0142008073328976,0.26584903906801,31.8612459885011,11.2949455575247,13.2665379273227,5.49328416911769,1.57436808435254,18.7663314828254,9.41706594861557,0.422207187414215,7.90401365432606,NA,NA,NA,NA,NA
"106","Opposite South Lake","Buffalo Pound Lake Opp South Lake",2016-04-19,"2016","Apr",110,50.95,-106.32,NA,6.249,12.2268228873111,7.95391052410619,1.73088169484167,0.319508374992854,0.0231208564901447,0.0196527223331397,1.17647092846556,0.781145497385054,1.56179509672706,5.94558550403415,0.856023657124489,1.4828612694761,1.07007059367617,0.133854079371671,0.454588856111721,0.182278492465396,0.0517960924860006,0.628827751284432,0.308670667275381,0.0138688635666724,0.208462869264395,35.0564863855656,4.38518144398748,14.8927445903939,5.97160928190908,1.69688712295413,20.6009693491678,10.1123319423144,0.454356590753537,6.82943329295411,NA,NA,NA,NA,NA
"107","1.5 km below Qu'Appelle R. Inflow Centre","Buffalo Pound Lake 1.5 km below Qu’Appelle R. Inflow",2016-04-19,"2016","Apr",110,50.722173,50.722173,NA,6.339,14.2154271129588,9.5953790110735,2.40355844573247,0.503949628048978,0.0210436283487034,0.0177659501247733,1.18449214373058,0.73302842795909,1.53851578909945,5.55370431516233,0.84741453811298,NA,1.23960492502045,0.19418178418619,0.565094654261862,0.237252919344869,0.0684257587894277,0.725863336870534,0.391652082744177,0.0202703629102652,0.303586833657691,33.0920237565959,5.18380339226352,15.0855529419991,6.33361410947331,1.82666815024592,19.3773728249469,10.4553957191456,0.541129933773254,8.10443917155645,NA,NA,NA,NA,NA
"108","Opposite Parkview","Buffalo Pound Lake Opp Parkview",2016-04-19,"2016","Apr",110,50.57318,50.57318,NA,6.891,13.0192281353561,8.49040416346127,1.84942807635937,0.337171813920126,0.0236570165532183,0.0198294609381024,1.1930236846611,0.777105912886528,1.56304306543799,4.37869000909181,0.814081124156689,NA,1.12173386538737,0.341811478987176,0.480188864129819,0.18675568488156,0.0533054382926973,0.660936800805641,0.343620170801347,0.0142273078631274,0.277369322918975,32.2342047725446,9.82231307019878,13.7987330626868,5.36662141944886,1.53178794581875,18.9927155061173,9.87428773558724,0.408836685040004,7.97049980255768,NA,NA,NA,NA,NA
"109","Opposite WTP Intake","Buffalo Pound Lake Opp Treatment Plant Intake",2016-04-19,"2016","Apr",110,50.735692,50.735692,NA,6.512,12.8126161562328,8.25661401027091,1.74447682511569,0.321993666346628,0.0237921125594748,0.0194965470985337,1.22032442151073,0.796535836482136,1.56413253095113,5.02287205289885,0.833966255431461,NA,1.11539774601599,0.169488166084522,0.471426930788763,0.186423950344805,0.0523522060775119,0.653777423218781,0.345762444950209,0.015701742821658,0.270084029084037,34.0017305319875,5.1666689951192,14.3709555837417,5.68293861716464,1.59590209874525,19.9297191083471,10.5402055215464,0.478651162969922,8.23322838037835,NA,NA,NA,NA,NA
"110","0.5 mi Above Outlet","Buffalo Pound Lake 0.5 mi above Outlet",2016-04-19,"2016","Apr",110,50.736322,50.736322,NA,6.639,12.8456079685825,8.32552027362419,1.80020722970596,0.346175612483229,0.023536976897896,0.0192745193827621,1.22114468488102,0.779655281503768,1.5706751156994,5.49188270505393,0.845961480600766,NA,1.12193043675503,0.163000846112716,0.480226429827097,0.187585220332485,0.0535282359795734,0.657254270944011,0.341343579926588,0.0157064564000867,0.241265603585811,34.395619200492,4.99720379141041,14.7225575394129,5.75090005121711,1.6410436520045,20.1497943907045,10.4647520087301,0.481521202766398,7.39660816326205,NA,NA,NA,NA,NA
"111","1.5 km below Qu'Appelle R. Inflow East","Buffalo Pound Lake 1.5 km below Qu’Appelle R. Inflow- EAST",2016-04-19,"2016","Apr",110,NA,NA,NA,6.155,14.0267049263223,9.35490475789489,2.21617692672803,0.400061443298175,0.0212133498680757,0.0196108508818343,1.0817149136413,0.742362292863117,1.51768528749187,5.69956360365811,0.850736546563424,NA,1.21735850331526,0.187766526696124,0.555507913314616,0.230127850607838,0.0666147675474674,0.711018067000297,0.367449374680958,0.0174348413702327,0.264469206416423,33.6496301751073,5.19015077759122,15.3550788789632,6.36108183814171,1.84133292375953,19.6536147217297,10.1568564497771,0.481925384077314,7.31032885085297,NA,NA,NA,NA,NA
"112","1.5 km below Qu'Appelle R. Inflow West","Buffalo Pound Lake 1.5 km below Qu’Appelle R. Inflow- WEST",2016-04-19,"2016","Apr",110,50.97,-105.95,NA,6.198,13.6213186799219,9.08854066729429,2.17205314565243,0.414045644766765,0.0212858602963612,0.0188241605428883,1.13077341472223,0.747816192173834,1.539773296393,6.6822706512772,0.869830152386814,NA,1.20365524476742,0.141967286480263,0.537713194786872,0.223704940725139,0.0647684815368405,0.702896345179784,0.354737459612499,0.0161016024854576,0.235524097778428,34.5771762820061,4.07826735458178,15.4467851206838,6.42632946953469,1.8605919039965,20.1919702015301,10.190475826176,0.462547685462904,6.76585615602809,NA,NA,NA,NA,NA
"113","Upstream of Causeway Centre","Buffalo Pound Lake Upstream of Causeway",2016-04-19,"2016","Apr",110,50.95,-106.32,NA,6.368,14.4017205885433,9.68415097486046,2.32731426965177,0.436991441945718,0.0211194261796856,0.0191651850805905,1.10196828733339,0.742917923826643,1.54169431515935,6.38255414740249,0.86454552448466,NA,1.24295901042881,0.168196252561968,0.576183151285347,0.236705951639166,0.0658324567526553,0.73135573063108,0.376041630524337,0.0198580776806457,0.261979007873429,33.7842190524218,4.571654409094,15.6609330106737,6.43378072333268,1.78935759025834,19.87859776676,10.2209909674183,0.539752027777241,7.1207144522639,NA,NA,NA,NA,NA
"114","Upstream of Causeway East","Buffalo Pound Lake Upstream of Causeway - EAST",2016-04-19,"2016","Apr",110,50.65615,-105.5206,NA,5.592,12.3614488130235,8.30307200912296,1.94043359770038,0.371328767721592,0.0215813262980197,0.0191424428405485,1.1274071171473,0.757795019503485,1.5585227890028,5.2426492152961,0.839811598327559,NA,1.12014362609795,0.178942618484221,0.476936646546323,0.194689112669379,0.0562267834245766,0.650195688624014,0.339176201344857,0.0175065225988029,0.263624745284835,33.9700787688163,5.42671020338929,14.4638375592533,5.90424686506356,1.70516371057136,19.7181845641026,10.2860401182028,0.530912231069013,7.99482597953191,NA,NA,NA,NA,NA
"115","0.5 mi Below Causeway","Buffalo Pound Lake 0.5 mi Below Causeway",2016-04-19,"2016","Apr",110,50.722173,50.722173,NA,6.242,12.2609566969307,8.06209780808082,1.83028986477405,0.352600087184831,0.0227709032436946,0.019221574350518,1.18465339146795,0.764105999907861,1.55376793369612,4.34531522134048,0.812920294016033,NA,1.07164309172423,0.379901978174083,0.446215873856403,0.184764903194233,0.0529533804809898,0.631199718235591,0.31674008203532,0.0142008073328976,0.26584903906801,31.8612459885011,11.2949455575247,13.2665379273227,5.49328416911769,1.57436808435254,18.7663314828254,9.41706594861557,0.422207187414215,7.90401365432606,NA,NA,NA,NA,NA
"116","Opposite South Lake","Buffalo Pound Lake Opp South Lake",2016-04-19,"2016","Apr",110,50.58653,50.58653,NA,6.249,12.2268228873111,7.95391052410619,1.73088169484167,0.319508374992854,0.0231208564901447,0.0196527223331397,1.17647092846556,0.781145497385054,1.56179509672706,5.94558550403415,0.856023657124489,NA,1.07007059367617,0.133854079371671,0.454588856111721,0.182278492465396,0.0517960924860006,0.628827751284432,0.308670667275381,0.0138688635666724,0.208462869264395,35.0564863855656,4.38518144398748,14.8927445903939,5.97160928190908,1.69688712295413,20.6009693491678,10.1123319423144,0.454356590753537,6.82943329295411,NA,NA,NA,NA,NA
"117","Qu'Appelle River at Marquis","Qu’Appelle R @ Marquis",2016-05-02,"2016","May",123,50.71159,50.71159,NA,3.818,8.82123031287611,5.85309523740635,1.36105929447701,0.257504018565929,0.0215941713917532,0.019620218107144,1.10060812136897,0.753425743063006,1.52181250197872,5.65196383026657,0.849668454983177,1.24352626250758,0.971794436393911,0.121488577036909,0.368873560460739,0.160463906185712,0.0505886576592725,0.546239856383392,0.254430999442229,0.0128712384955728,0.171268932428128,36.5608376256199,4.57064166254767,13.8777562860246,6.0369709880192,1.90324581939572,20.5506287605252,9.57219974632672,0.484241566995879,6.44347754454512,NA,NA,NA,NA,NA
"118","0.5 mi Below Outlet","Buffalo Pound Outlet",2016-05-02,"2016","May",123,50.6178,50.6178,NA,6.699,12.7553693450136,8.33485851183335,1.79695404671254,0.350605566372875,0.0234307603467035,0.0194139053091933,1.20690607961336,0.784673219602544,1.55577568730369,5.13160511598948,0.836910567284856,NA,1.1094001310627,0.18393816734426,0.471481433846044,0.186100760713602,0.0535303088119138,0.652318782615623,0.337948860071065,0.0138525493538716,0.253212024006983,34.0120763704908,5.63919078427395,14.4547148375394,5.70549174168047,1.6411364127952,19.9988404823563,10.3608627006803,0.424692546321004,7.76299412386253,NA,NA,NA,NA,NA
"119","Qu'Appelle River at Marquis","Qu’Appelle R @ Marquis",2016-05-02,"2016","May",123,50.97,-105.95,NA,3.818,8.82123031287611,5.85309523740635,1.36105929447701,0.257504018565929,0.0215941713917532,0.019620218107144,1.10060812136897,0.753425743063006,1.52181250197872,5.65196383026657,0.849668454983177,NA,0.971794436393911,0.121488577036909,0.368873560460739,0.160463906185712,0.0505886576592725,0.546239856383392,0.254430999442229,0.0128712384955728,0.171268932428128,36.5608376256199,4.57064166254767,13.8777562860246,6.0369709880192,1.90324581939572,20.5506287605252,9.57219974632672,0.484241566995879,6.44347754454512,NA,NA,NA,NA,NA
"120","Qu'Appelle River at Marquis","Qu’Appelle River at Marquis",2016-09-20,"2016","Sep",264,50.65615,-105.5206,NA,3.56,8.43320280496264,5.19175076232702,1.2664882930555,0.325590796072523,0.0229996026752195,0.0170864525748114,1.34607242635754,0.782751358137655,1.54463215801323,3.98485912630882,0.799392525513459,1.10347244310031,0.555403898784523,0.143981457147179,0.312897159197687,0.130810704869391,0.0436495159229365,0.337572782754717,0.238736067669904,0.00979400052427629,0.202015643480647,28.1236924523419,7.29071263004994,15.8440073858776,6.62379223709426,2.21025737161151,17.0934938398013,12.0887515538214,0.49593360656203,10.2293589228401,NA,NA,NA,NA,NA
"121","Opposite WTP Intake","Buffalo Pound Lake Opp WTP",2016-09-22,"2016","Sep",266,50.57263,50.57263,NA,6.642,12.77357770399,8.21245030792968,1.84577852983405,0.321458951110172,0.0231493612543777,0.0196177703355066,1.18001999505923,0.799939862795451,1.59321444245159,4.52416743736033,0.818977246555394,1.93244316725095,0.944823207244508,0.238406510815155,0.574410692224817,0.239493969994271,0.0747020023125983,0.600250217556262,0.419528692625557,0.022778317930841,0.355490017564093,27.2292476769917,6.87073505500094,16.5541774238555,6.90207498727581,2.15286765538831,17.2988573065161,12.0905695282626,0.656457690548261,10.2450126761607,NA,NA,NA,NA,NA
"122","0.5 mi Above Outlet","Buffalo Pound Lake 0.5 mi above Outlet",2016-09-22,"2016","Sep",266,50.735692,50.735692,NA,6.974,13.6007855941493,8.78245660210789,1.9927545916406,0.352214169957014,0.0229192982843919,0.0195913790843502,1.16986651045408,0.795003027153714,1.60417791510269,4.45266701093516,0.816603508339216,2.06325522713144,1.00183932578246,0.252882885710248,0.607320649398738,0.254780789421979,0.078614492003346,0.633316011635988,0.446396097521396,0.0193951701711692,0.387185333554215,27.2110969648611,6.86858715437334,16.4955204435046,6.92013638048257,2.13525912758075,17.2015840849194,12.12462635653,0.52679490871999,10.5163945790281,NA,NA,NA,NA,NA
"123","Opposite Parkview","Buffalo Pound Lake Opp Parkview",2016-09-22,"2016","Sep",266,50.734637,50.734637,NA,6.536,13.7179551265882,8.83834985040744,2.02809350372275,0.340420254021979,0.0224803942034216,0.019817572729726,1.13436668102655,0.793444357041347,1.57528692470559,3.32283415416914,0.768670283352057,2.09366001558148,1.02126916315088,0.199264663635746,0.614617384133746,0.259203587905797,0.0834755114016975,0.639159391443912,0.427077134926841,0.020391632909035,0.358196558757758,28.1911789884084,5.50051445917436,16.9659373950391,7.15507234013138,2.3042633303582,17.6433965270481,11.789064418075,0.562891932848457,9.88768060891706,NA,NA,NA,NA,NA
"124","Opposite Sun Valley","Buffalo Pound Lake Opp Sun Valley",2016-09-22,"2016","Sep",266,50.736322,50.736322,NA,6.794,14.6951463383454,9.56894728854057,2.27388277949244,0.422488716613867,0.0220729676465363,0.0190345546501534,1.15962616684381,0.784621398378044,1.58134275972711,3.8254475011032,0.792765334246953,2.22776751257207,1.09727334521454,0.237230993242036,0.656395583032566,0.278247366193182,0.0871929654965165,0.68307727289295,0.458666159263357,0.0235274870772011,0.389028450881247,28.0586668911824,6.06629646539091,16.7848650415847,7.11513698515738,2.22963437942874,17.467149589142,11.728673655617,0.601627594040126,9.94794939845676,NA,NA,NA,NA,NA
"125","Opposite South Lake","Buffalo Pound Lake Opp South Lake",2016-09-22,"2016","Sep",266,50.68295,50.68295,NA,6.666,14.6328667056188,9.46831480302552,2.23652718084109,0.38819862700198,0.0219686349842125,0.0196099938332474,1.12027750600137,0.775846080524957,1.57892546886687,6.30615247492108,0.863129054118077,2.09108105488854,1.10024986673081,0.167370075459897,0.648763489713193,0.275758229690786,0.0839886261267773,0.676273550746928,0.420192715927596,0.0230189823095873,0.273529240666297,29.9865481873652,4.56155550176411,17.6815996390823,7.51559958580609,2.28905184240063,18.4313673016557,11.4520614863437,0.627366422048772,7.45485003353343,NA,NA,NA,NA,NA
"126","0.5 mi Below Causeway","Buffalo Pound Lake 0.5 mi Below Causeway",2016-09-22,"2016","Sep",266,50.65615,50.65615,NA,5.804,13.2484321579416,8.85865892600906,2.1390837178791,0.361922323582138,0.0215686035707173,0.0197626320536398,1.09138314735485,0.761117628230578,1.56710734600124,7.90952243634269,0.887760538553569,1.98228123662299,1.05830344202892,0.125688940893471,0.629105220468047,0.269755231583461,0.082277604257506,0.649213213903655,0.38534667137705,0.0222590395533442,0.230851358415071,30.6505798362039,3.64020257743618,18.2201427488144,7.81264988237335,2.3829236283986,18.8025103701106,11.1604086754307,0.644666209909534,6.68591607132268,NA,NA,NA,NA,NA
"127","Upstream of Causeway Centre","Buffalo Pound Lake US Causeway",2016-09-22,"2016","Sep",266,NA,NA,NA,5.452,12.2364550073072,7.82279170820126,1.80694445310638,0.310729068758219,0.022298356895538,0.0202852860533395,1.09923798150567,0.76967647648559,1.57077696235968,4.83272339087502,0.828553501857392,1.6685245155085,0.85141854737086,0.212777366948707,0.496315232494924,0.203031384330073,0.104204116237195,0.523672898662009,0.354422904106282,0.0173021896032936,0.285281095057807,27.9297782343254,6.97990981111726,16.2810340703829,6.66020438062765,3.41829276164572,17.1784699453881,11.6264240935572,0.567577861770199,9.35830884118554,NA,NA,NA,NA,NA
"128","Upstream of Causeway East","Buffalo Pound Lake US Causeway - EAST",2016-09-22,"2016","Sep",266,50.97,-105.95,NA,4.803,11.2347535856676,7.44885989772982,1.76077949977602,0.298135462731317,0.0217789543257021,0.0198793016416095,1.09555932689891,0.764860384009331,1.54876913546164,5.4855383019689,0.845810794194768,1.58031726270122,0.821965121056029,0.148227927803235,0.482312361050566,0.202103815773684,0.0629682634878263,0.499339311892487,0.325861527578293,0.0181674308229018,0.244072400110536,29.3033796679735,5.28438389239035,17.1946252613048,7.20508047635119,2.24484334523361,17.8016427518617,11.6170915495107,0.647676050184673,8.70127700518944,NA,NA,NA,NA,NA
