,file_name,sheet_name,site_name,site_altname,date_ymd,latitude,longitude,sample_num,sample_id,sample_id_DOC,sample_id_EEM,bottle_id1,EEMs,Rep,DOC,EEM_contaminated,DOC_mg.L,SUVA254,A254,SUVA,A280,A350,A440,S275to295,S350to400,SR,BA,FI,HIX,HIX_Ohno,PeakA_RU,PeakB_RU,PeakC_RU,PeakD_RU,PeakE_RU,PeakM_RU,PeakN_RU,PeakP_RU,PeakT_RU,PeakA_percent,PeakB_percent,PeakC_percent,PeakD_percent,PeakE_percent,PeakM_percent,PeakN_percent,PeakP_percent,PeakT_percent,C1_RU,C2_RU,C3_RU,C4_RU,C5_RU,C6_RU,Fmax,C1_pc,C2_pc,C3_pc,C4_pc,C5_pc,C6_pc,TDN_mg.L,turb_lab_NTU,turb_field_NTU,chla_ug.L,secchi_depth_m,ext_coeff_m
11,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite Sun Valley,BPL opp. Sun Valley,2015-06-01,50.65615,-105.52058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.73680197,NA,15.59639128,3.832335907,0.641081289,0.020115232,0.020291326,0.9913217,0.741480881,1.590887302,7.870583412,0.887267843,1.705690923,NA,1.073214175,0.41972715,0.108530858,1.111101394,NA,0.03160865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943414578,0.627017238,0.519720503,0.416458779,0.369909676,0.315555535,3.192076308,29.554888,19.64292758,16.28158142,13.04664233,11.58837198,9.885588703,NA,NA,NA,NA,NA,NA
12,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite Parkview,BP opp. park view,2015-06-01,50.6178,-105.44383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.15350097,NA,13.05986936,3.087488603,0.490958941,0.020883888,0.020645526,1.011545448,0.764353486,1.590281996,6.913049379,0.873626468,1.399222786,NA,0.873248582,0.33804475,0.090400661,0.908362337,NA,0.026432789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760457936,0.525720262,0.423242752,0.343172137,0.327824009,0.306686723,2.687103819,28.30028116,19.56456831,15.75088945,12.77107846,12.19990111,11.41328151,NA,NA,NA,NA,NA,NA
13,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite Parkview,BPL opposite of park view,2015-06-01,50.6178,-105.44383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.63688173,NA,13.4656597,3.236292967,0.515188885,0.020516126,0.020619644,0.994979643,0.752027391,1.602077788,7.363259863,0.8804294,1.444679653,NA,0.899850527,0.34966564,0.092168672,0.940785943,NA,0.030035819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789192746,0.541787745,0.436175093,0.350197668,0.320654874,0.284335588,2.722343714,28.98946015,19.90151877,16.02204345,12.86383003,11.77863297,10.44451464,NA,NA,NA,NA,NA,NA
14,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite WTP Intake,BPL opp. WTP (water treatment plant) intake,2015-06-01,50.58653,-105.38421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.13598561,NA,13.05671466,3.063573158,0.480800942,0.020888242,0.020789519,1.004748702,0.756718146,1.596435891,6.808969559,0.871942131,1.365195439,NA,0.847740912,0.326955013,0.086855757,0.886278249,NA,0.02860725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737961369,0.526749834,0.407384254,0.323838796,0.308067446,0.29849901,2.60250071,28.35585658,20.2401418,15.65356937,12.44337015,11.83736263,11.46969948,NA,NA,NA,NA,NA,NA
15,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite WTP Intake,BPL opp. WTP (water treatment plant) intake,2015-06-01,50.58653,-105.38421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.09024694,NA,13.0629833,3.082060073,0.495498915,0.020795873,0.020840932,0.997837946,0.771429757,1.586574048,6.338724256,0.863736534,1.386921801,NA,0.865459173,0.333831499,0.087445265,0.905853855,NA,0.025761685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754222741,0.51804357,0.41586595,0.337067042,0.328666181,0.346693175,2.700558658,27.92839691,19.18282975,15.39925634,12.48138198,12.17030334,12.83783168,NA,NA,NA,NA,NA,NA
16,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,0.5 mi Above Outlet,BPL 0.5 miles above outlet,2015-06-01,50.57318,-105.34174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.95328369,NA,12.91548754,3.011445896,0.470276405,0.020989,0.020824633,1.007892878,0.747944914,1.591546595,7.242982288,0.878684684,1.341903671,NA,0.831934835,0.319771791,0.084656127,0.871305362,NA,0.029778185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723379587,0.528242612,0.399069113,0.318020434,0.295808371,0.271038518,2.535558635,28.52939693,20.83338182,15.73890296,12.54242081,11.66639835,10.68949913,NA,NA,NA,NA,NA,NA
17,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Qu'Appelle River at Marquis,Qu'appelle River at Marquis,2015-06-02,50.76727,-105.72496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43953134,NA,7.829933507,1.910320137,0.308135211,0.020421199,0.020806813,0.981466968,0.72524213,1.532159974,8.368258864,0.893256579,0.922864176,NA,0.53101069,0.237114875,0.075639238,0.555338561,NA,0.018143236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457867092,0.365724699,0.292497649,0.239187485,0.175401261,0.162865208,1.693543394,27.03604133,21.59523636,17.27134066,14.12349314,10.3570574,9.616831115,NA,NA,NA,NA,NA,NA
18,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,0.5 mi Below Outlet,Buffalo Pound outlet,2015-06-02,50.57263,-105.33027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.61385032,NA,12.59604465,2.842467575,0.434302892,0.021514131,0.021183918,1.015587883,0.765987369,1.583759298,5.958711446,0.856295234,1.290276253,NA,0.789606081,0.302942408,0.08005134,0.832711839,NA,0.022733619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.682305484,0.508211874,0.37707389,0.301926527,0.295865301,0.336122214,2.501505289,27.27579616,20.31624223,15.07387938,12.06979365,11.82749053,13.43679804,NA,NA,NA,NA,NA,NA
19,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Pelican Lake,Pelican Lake S (south) basin,2015-06-02,50.504047,-105.955649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.61856541,NA,29.49492095,5.832145323,0.892343064,0.024842423,0.021568762,1.151777849,0.795017848,1.602288498,6.523676694,0.867086261,2.909309619,NA,1.809342792,0.681262074,0.1924074,1.886743926,NA,0.050731945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.573691605,1.141148375,0.839175698,0.685511711,0.751708288,0.609868398,5.601104074,28.09609649,20.37363276,14.98232646,12.23886758,13.42071631,10.8883604,NA,NA,NA,NA,NA,NA
20,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Qu'Appelle River at Marquis,Qu'appelle River at Marquis,2015-06-10,50.76727,-105.72496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.00172699,NA,7.474133962,1.781405712,0.282438457,0.020804491,0.020770542,1.001634444,0.733925545,1.51661287,6.677720045,0.869753,0.830387736,NA,0.475243844,0.211864049,0.066934538,0.503682067,NA,0.017322212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408191446,0.329491899,0.26144446,0.211235057,0.162985906,0.189330354,1.562679122,26.12125806,21.08506441,16.73052748,13.51749404,10.42990229,12.11575372,NA,NA,NA,NA,NA,NA
21,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Upstream of Causeway East,BP u/s (upstream) causeway east side,2015-06-10,50.722173,-105.599311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.61836251,NA,15.26920052,3.628112063,0.581676907,0.020788036,0.020725626,1.003011293,0.733821674,1.569167146,7.876108755,0.887338019,1.667845666,NA,1.013948077,0.397743652,0.109152776,1.065133858,NA,0.031063426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878101518,0.663232758,0.499475593,0.394156358,0.352502979,0.305950041,3.093419247,28.38611414,21.44011868,16.14639185,12.74176975,11.39525394,9.890351645,NA,NA,NA,NA,NA,NA
22,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Upstream of Causeway Centre,BP u/s (upstream) causeway,2015-06-10,50.721563,-105.603458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.96214722,NA,14.81697012,3.486991992,0.549246415,0.020749379,0.020897579,0.992908274,0.73333521,1.561554598,5.917974083,0.85544901,1.585578477,NA,0.96761805,0.375158853,0.102420684,1.015192159,NA,0.026664291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833049562,0.614215656,0.476833258,0.37243128,0.336276674,0.422416199,3.055222629,27.26641111,20.10379376,15.6071526,12.18998826,11.00661769,13.82603659,NA,NA,NA,NA,NA,NA
23,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Upstream of Causeway West,BP u/s (upstream) causeway WS (west side),2015-06-10,50.720744,-105.606945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1972179,NA,13.6550415,3.258387444,0.51849933,0.020754288,0.020493154,1.012742521,0.736804011,1.562940618,7.945874304,0.888216627,1.508924567,NA,0.909841515,0.365170215,0.102922732,0.951940268,NA,0.028361786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785841194,0.599061648,0.456627136,0.362397482,0.316812589,0.272773067,2.793513117,28.1309291,21.44474081,16.34598147,12.97282193,11.34100954,9.76451714,NA,NA,NA,NA,NA,NA
24,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,0.5 mi Below Causeway,BP 0.5 miles below causeway,2015-06-10,50.71159,-105.58777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.90871498,NA,18.16919768,4.280209879,0.674047911,0.020658694,0.02100975,0.983290793,0.737690303,1.588319901,6.281172217,0.862659477,1.954715086,NA,1.217523633,0.464426149,0.119767768,1.26900512,NA,0.033700486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05897364,0.743575254,0.58537747,0.461062338,0.422516242,0.48849801,3.760002954,28.16417043,19.77592207,15.5685375,12.26228658,11.23712528,12.99195814,NA,NA,NA,NA,NA,NA
25,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite South Lake,BP opposite south lake,2015-06-10,50.68295,-105.5591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.33181438,NA,17.12305864,4.026558345,0.631942658,0.020796811,0.021020173,0.989373898,0.739422782,1.59278667,7.279117998,0.879214187,1.873623524,NA,1.162458045,0.448240571,0.115156834,1.20847582,NA,0.031503753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017634626,0.701726544,0.56093308,0.446736789,0.400427826,0.395562999,3.523021865,28.88527706,19.91831361,15.92193014,12.68050005,11.36603295,11.22794619,NA,NA,NA,NA,NA,NA
26,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite Sun Valley,BP opposite Sun Valley,2015-06-10,50.65615,-105.52058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.80923765,NA,14.70334562,3.478300473,0.565734206,0.020860621,0.020614986,1.011915385,0.749368185,1.587803674,6.605511804,0.868516409,1.574176523,NA,0.971451356,0.377252151,0.098852305,1.01437259,NA,0.025258826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853107306,0.58722379,0.470732534,0.376216213,0.345234725,0.362925936,2.995440504,28.48019531,19.603921,15.71496856,12.55962896,11.52534076,12.11594541,NA,NA,NA,NA,NA,NA
27,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite Parkview,BP opp. park view,2015-06-10,50.6178,-105.44383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.08090702,NA,12.98324208,3.026644912,0.458821596,0.021038282,0.021217921,0.991533632,0.770787563,1.592457872,6.24916907,0.862053155,1.398630551,NA,0.865343013,0.334960001,0.089286092,0.907801775,NA,0.027553954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.750156948,0.531044124,0.416678205,0.337709682,0.334919374,0.342152128,2.71266046,27.65391981,19.57650549,15.3604998,12.44939007,12.34652764,12.61315719,NA,NA,NA,NA,NA,NA
28,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite WTP Intake,BP opposite treatment plant intake,2015-06-10,50.58653,-105.38421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.34030959,NA,13.02304432,2.941268689,0.43308517,0.021339417,0.021622543,0.986905975,0.759837889,1.590808842,6.455014755,0.865862103,1.364649084,NA,0.84863237,0.31926112,0.085043686,0.891403692,NA,0.021706477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735657415,0.53527932,0.398729237,0.324032128,0.30905771,0.301219117,2.603974927,28.25132482,20.55623942,15.31233011,12.44374993,11.86868993,11.56766579,NA,NA,NA,NA,NA,NA
29,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,1.5 km below Qu'Appelle R. Inflow East,BP lake below Qu'ap inflow ES (east side),2015-06-10,50.736322,-105.623713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5958101,NA,12.49814506,2.997285831,0.451600068,0.020570891,0.021221887,0.969324345,0.728161296,1.569616578,8.333989751,0.892864678,1.418718571,NA,0.840988037,0.349879284,0.10056098,0.880195589,NA,0.025261891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729459627,0.557861412,0.435724288,0.353811539,0.284912211,0.244673834,2.606442911,27.98678706,21.40317017,16.71720054,13.57449792,10.93107431,9.387270008,NA,NA,NA,NA,NA,NA
30,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,0.5 mi Above Outlet,BP 0.5 miles above outlet,2015-06-10,50.57318,-105.34174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.51546998,NA,12.55515636,2.75848951,0.414694546,0.021927949,0.020987435,1.044813163,0.77022637,1.591916459,6.268628892,0.862422471,1.294433018,NA,0.792609252,0.301545574,0.080471061,0.831826191,NA,0.02267102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,1.5 km below Qu'Appelle R. Inflow West,BP lake below Qu'appelle inflow WS (west side),2015-06-10,50.734637,-105.629262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.72305937,NA,7.94809208,1.879602305,0.296473088,0.020870787,0.020948265,0.996301454,0.741732797,1.53338907,5.381377752,0.843294029,0.891353166,NA,0.506993218,0.222788135,0.067218955,0.537450074,NA,0.018058813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434586369,0.349782077,0.275839478,0.222496899,0.181406356,0.266355733,1.730466912,25.11382139,20.21316182,15.94017636,12.85762226,10.48308725,15.39213092,NA,NA,NA,NA,NA,NA
32,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,1.5 km below Qu'Appelle R. Inflow Centre,BP below Qu'ap inflow,2015-06-10,50.735692,-105.62639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.03774441,NA,11.53713468,2.770045919,0.44596677,0.020651299,0.020689936,0.998132561,0.740200137,1.547856247,6.675760663,0.869719752,1.265000833,NA,0.744413475,0.310577805,0.090748677,0.780132722,NA,0.021109246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638303561,0.498002185,0.386662319,0.307478874,0.26289941,0.292238369,2.385584717,26.75669225,20.87547684,16.20828286,12.88903603,11.02033425,12.25017777,NA,NA,NA,NA,NA,NA
33,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Qu'Appelle River at Marquis,Qu'appelle River at Marquis,2015-07-13,50.76727,-105.72496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.095364306,NA,6.207163364,1.485079461,0.245286304,0.020917615,0.020658478,1.012543861,0.728719924,1.531393165,7.36044457,0.880389136,0.718309042,NA,0.408469571,0.185635964,0.06121924,0.434832729,NA,0.014126878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352898789,0.277616724,0.230368245,0.191150995,0.141505468,0.141474418,1.335014638,26.43407634,20.79503224,17.2558591,14.31826957,10.5995443,10.59721845,NA,NA,NA,NA,NA,NA
34,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite WTP Intake,BP treatment plant intake,2015-07-13,50.58653,-105.38421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.80020539,NA,12.47951414,2.702481197,0.383366061,0.022365098,0.021974235,1.017787334,0.777541848,1.608374264,6.812787465,0.87200471,1.401132727,NA,0.867651357,0.330334897,0.090246048,0.910343774,NA,0.024587394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756087493,0.538811315,0.409522815,0.338648521,0.336199499,0.298533583,2.677803226,28.23536418,20.12139315,15.29323781,12.64650506,12.55504869,11.14845111,NA,NA,NA,NA,NA,NA
35,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,0.5 mi Above Outlet,BP 0.5 miles above outlet,2015-07-13,50.57318,-105.34174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.39734718,NA,12.13682789,2.533088298,0.358192187,0.023033972,0.022047285,1.044753211,0.778022384,1.608731436,5.993662767,0.857013409,1.318566183,NA,0.836472748,0.305420336,0.082104865,0.892010841,NA,0.020582523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.720568776,0.520100583,0.371541561,0.308408128,0.331627586,0.321088197,2.573334831,28.00136103,20.21115078,14.43813516,11.98476485,12.88707484,12.47751335,NA,NA,NA,NA,NA,NA
36,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite Parkview,BP opp. park view,2015-07-13,50.6178,-105.44383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.79765765,NA,13.9045835,3.141830104,0.488580626,0.02180872,0.021283703,1.02466755,0.772162906,1.599150963,6.203499302,0.86117858,1.550146362,NA,0.962010452,0.368877355,0.101280893,1.009916035,NA,0.030392138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834236386,0.587814723,0.458007273,0.375569979,0.381352572,0.396456517,3.03343745,27.50135447,19.37784223,15.09862262,12.38100292,12.57163131,13.06954645,NA,NA,NA,NA,NA,NA
37,BuffalloPound_DOM_AllData.xlsx,BP WSA Spatiotemporal,Opposite Sun Valley,BP opp. Sun Valley,2015-07-13,50.65615,-105.52058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.45364922,NA,15.01134657,3.485195703,0.583664026,0.021487982,0.020402126,1.053222698,0.731043673,1.601485065,6.868813876,0.872916044,1.684027736,NA,1.078077472,0.400294092,0.108361075,1.166529814,NA,0.031896461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933009094,0.6523313,0.484621056,0.3943015,0.383697951,0.369306484,3.217267384,29.00004825,20.27594296,15.06312651,12.25578894,11.92620646,11.47888688,NA,NA,NA,NA,NA,NA
