,Discharge.Calculated@05JF006,Discharge.Calculated@05JF006,Discharge.Calculated@05JF006,Discharge.Calculated@05JF006
dd/mm/yyyy HH:MM:SS,m^3/s,,,
Date-Time,Value,Grade,Approval,Interpolation Code
23/05/2015 00:00:00,0,,,1
24/05/2015 00:00:00,0,,,1
25/05/2015 00:00:00,0,,,1
26/05/2015 00:00:00,0.00120422311893991,,,1
27/05/2015 00:00:00,0.119297317445074,,,1
28/05/2015 00:00:00,0.157478466355068,,,1
29/05/2015 00:00:00,0.136858650606099,,,1
30/05/2015 00:00:00,0.111237686641105,,,1
31/05/2015 00:00:00,0.105761629759603,,,1
01/06/2015 00:00:00,0.0864988490261877,,,1
02/06/2015 00:00:00,0.059719497301713,,,1
03/06/2015 00:00:00,0.0540054282267705,,,1
04/06/2015 00:00:00,0.048012514031786,,,1
05/06/2015 00:00:00,0.0226974104424222,,,1
06/06/2015 00:00:00,0.0170184816286293,,,1
07/06/2015 00:00:00,0.01128143230295,,,1
08/06/2015 00:00:00,0.00580228116085485,,,1
09/06/2015 00:00:00,0.00539232330604161,,,1
10/06/2015 00:00:00,0.00242707423649749,,,1
11/06/2015 00:00:00,0.00123180239006493,,,1
12/06/2015 00:00:00,0,,,1
13/06/2015 00:00:00,0,,,1
14/06/2015 00:00:00,0,,,1
15/06/2015 00:00:00,0.0014227048090285,,,1
16/06/2015 00:00:00,0,,,1
17/06/2015 00:00:00,0.00122651657512481,,,1
18/06/2015 00:00:00,0,,,1
19/06/2015 00:00:00,0,,,1
20/06/2015 00:00:00,0.00394186746587981,,,1
21/06/2015 00:00:00,0.00196991936026907,,,1
22/06/2015 00:00:00,0.00474826874290741,,,1
23/06/2015 00:00:00,0.00193647052713497,,,1
24/06/2015 00:00:00,0.00124714813423856,,,1
25/06/2015 00:00:00,0,,,1
