date_ymd,year,DOY,DOC,pH,SUVA,conductivity,sulphate,chl_a,TP,SRP,colour,turbidity,alkalinity,hardness,temperature
1999-11-01T00:00:00Z,1999,305,11.2,8.42,0.9539286,599,129,31,NA,NA,100,36.4,154,179,5.6
1999-11-08T00:00:00Z,1999,312,12.6,8.28,0.8506349,611,NA,21,NA,NA,50,10.5,151,179,NA
1999-11-15T00:00:00Z,1999,319,12.4,8.28,0.8412097,617,130,20,73,8,35,7.75,152,183,4.1
1999-11-22T00:00:00Z,1999,326,11.6,8.25,0.8757759,612,130,25,64,6,20,6.28,152,185,2.8
1999-11-29T00:00:00Z,1999,333,11.2,8.19,0.9075893,625,131,23,51,4,25,3.6,157,192,2.8
1999-12-06T00:00:00Z,1999,340,11.1,8.15,0.953964,636,137,26,NA,NA,30,3.15,165,196,3.4
1999-12-13T00:00:00Z,1999,347,13.6,8.19,0.74,650,NA,24,NA,NA,25,2.8,166,198,3.9
1999-12-20T00:00:00Z,1999,354,11.9,8.38,0.9327731,659,134,18,45,7,15,2.64,169,204,3.6
1999-12-27T00:00:00Z,1999,361,12.6,8.29,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,4.1
2000-01-03T00:00:00Z,2000,3,12.2,8.26,0.9244262,676,145,15,49,7,20,2.67,173,210,4
2000-01-10T00:00:00Z,2000,10,12.6,8.14,0.9144444,690,148,13,50,7,25,2.75,178,216,3.5
2000-01-17T00:00:00Z,2000,17,11.9,8.1,0.9504202,691,147,7,39,6,15,2.23,178,215,4
2000-01-24T00:00:00Z,2000,24,12.5,7.97,0.92464,714,149,9,54,8,25,3.02,187,224,3.6
2000-01-31T00:00:00Z,2000,31,12.7,7.8,0.9244882,730,154,8,46,10,20,2.54,194,228,3.4
2000-02-07T00:00:00Z,2000,38,12.1,7.78,0.9792562,733,154,10,47,7,20,2.37,192,232,3.3
2000-02-14T00:00:00Z,2000,45,12.6,7.67,0.9180952,733,154,16,48,8,20,2.32,192,233,3.6
2000-02-21T00:00:00Z,2000,52,11.8,7.54,0.9840678,742,154,11,49,14,15,2.5,191,234,3.7
2000-02-28T00:00:00Z,2000,59,12.4,7.53,0.9416935,737,153,15,NA,NA,25,2.6,195,234,3.9
2000-03-06T00:00:00Z,2000,66,11.5,7.83,NA,713,149,NA,NA,NA,30,4.53,194,235,4.9
2000-03-13T00:00:00Z,2000,73,11.6,7.74,0.9763793,726,151,39,64,4,40,4.74,198,233,5.8
2000-03-20T00:00:00Z,2000,80,12.3,8.2,0.9417886,717,149,23,57,8,40,4.98,195,231,6.5
2000-03-27T00:00:00Z,2000,87,12.2,8.41,0.9336885,698,144,16,72,7,35,5.6,192,225,7.6
2000-04-03T00:00:00Z,2000,94,10.3,8.44,0.8349515,587,119,12,71,6,35,6.22,161,186,3.9
2000-04-10T00:00:00Z,2000,101,9.7,8.01,0.7961856,594,118,NA,74,4,30,6.93,161,188,4.1
2000-04-17T00:00:00Z,2000,108,8.3,8.48,1.043855,603,116,17,64,6,25,6.1,172,196,4.9
2000-04-24T00:00:00Z,2000,115,9.3,8.45,0.9304301,598,119,14,NA,NA,30,7.45,171,197,10.7
2000-05-01T00:00:00Z,2000,122,9.2,8.41,0.9341304,601,119,23,79,8,30,7.54,174,200,11.8
2000-05-08T00:00:00Z,2000,129,8.4,8.41,1.000238,603,119,21,83,4,25,7.72,156,216,13.5
2000-05-15T00:00:00Z,2000,136,8,8.39,1.0045,588,115,18,80,6,35,9.48,166,200,12.3
2000-05-22T00:00:00Z,2000,143,8.6,8.3,0.907093,589,116,30,142,11,80,25.8,166,201,15.4
2000-05-29T00:00:00Z,2000,150,7.8,8.32,1.034615,582,115,29,145,50,50,18.5,170,199,15.4
2000-06-05T00:00:00Z,2000,157,7,8.49,1.159429,571,110,22,106,12,40,17.9,168,199,15.1
2000-06-12T00:00:00Z,2000,164,6.6,8.42,1.264394,558,106,26,138,19,50,21.8,168,198,15.8
2000-06-19T00:00:00Z,2000,171,8.7,8.54,0.9910345,544,101,24,91,4,30,11.6,166,193,16.7
2000-06-26T00:00:00Z,2000,178,7.7,8.52,1.142338,532,99,57,120,4,60,11.4,162,190,16.5
2000-07-03T00:00:00Z,2000,185,8.4,8.35,1.065119,491,93.4,56,114,5,40,14.5,142,165,19.8
2000-07-10T00:00:00Z,2000,192,8.8,8.46,1.011477,476,91,52,99,30,35,9.65,140,161,21.6
2000-07-17T00:00:00Z,2000,199,10.2,8.3,1.183725,490,95,53,130,19,60,11.9,142,167,21.6
2000-07-24T00:00:00Z,2000,206,8.4,8.6,1.083333,475,93,58,121,23,60,16,137,166,21.6
2000-07-31T00:00:00Z,2000,213,8.7,8.53,1.076552,482,96,30,107,7,60,11,136,164,24
2000-08-07T00:00:00Z,2000,220,8.8,8.21,1.056023,482,95,78,180,20,80,17.9,136,168,22.8
2000-08-14T00:00:00Z,2000,227,8.4,8.58,1.123929,494,98,48,142,20,70,10.8,138,170,21.9
2000-08-21T00:00:00Z,2000,234,8.6,8.5,1.071279,501,102,50,136,29,70,17.4,142,174,18.3
2000-08-28T00:00:00Z,2000,241,9,8.75,1.068333,488,103,55,122,10,60,11,131,165,19.5
2000-09-04T00:00:00Z,2000,248,8.9,8.46,1.042135,500,106,34,155,18,50,7.66,142,176,14.8
2000-09-11T00:00:00Z,2000,255,8.4,8.42,1.0775,516,106,23,126,30,40,8.2,142,176,14.2
2000-09-18T00:00:00Z,2000,262,8,8.43,1.124625,518,109,23,108,12,35,7.02,122,179,16
2000-09-25T00:00:00Z,2000,269,7,8.29,NA,536,NA,NA,NA,NA,NA,6.8,NA,NA,10.6
2000-10-02T00:00:00Z,2000,276,8,8.32,NA,541,113,24,90,12,30,6.16,149,187,10.8
2000-10-09T00:00:00Z,2000,283,8.6,8.25,0.9923256,554,116,14,NA,NA,30,5.15,151,194,6
2000-10-16T00:00:00Z,2000,290,8.2,8.22,0.9662195,557,117,14,83,14,30,6.65,155,200,7.5
2000-10-23T00:00:00Z,2000,297,8.1,8.07,0.9664198,558,118,15,74,11,30,6.43,161,202,7.7
2000-10-30T00:00:00Z,2000,304,7.8,8.1,1.011026,571,119,12,70,11,25,5.7,156,204,6.9
2000-11-06T00:00:00Z,2000,311,7.6,8.12,1.017763,575,120,NA,NA,NA,70,6.4,160,209,2.4
2000-11-13T00:00:00Z,2000,318,7.6,8.09,0.9947368,605,124,14,74,17,25,5.31,166,215,1.6
2000-11-20T00:00:00Z,2000,325,8,7.96,0.9085,613,127,17,NA,NA,15,5,171,222,2.4
2000-11-27T00:00:00Z,2000,332,8,7.91,0.93425,624,131,17,65,29,25,4.77,175,228,2.9
2000-12-04T00:00:00Z,2000,339,7.6,8.01,1.019605,629,131,17,55,12,15,3.9,178,231,2.8
2000-12-11T00:00:00Z,2000,346,7.9,8.18,1.009494,647,136,14,75,13,20,3.65,185,237,NA
2000-12-18T00:00:00Z,2000,353,8.2,8.03,1.005244,663,140,17,47,12,35,3.33,190,245,2.8
2000-12-25T00:00:00Z,2000,360,NA,8.03,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,2.5
2001-01-01T00:00:00Z,2001,1,8.2,7.99,NA,702,NA,NA,NA,NA,15,2.37,204,NA,2.9
2001-01-08T00:00:00Z,2001,8,8.9,7.81,1.004157,710,151,11,45,19,15,2.36,202,265,2.8
2001-01-15T00:00:00Z,2001,15,8.2,7.73,1.081951,707,151,6,52,NA,15,2.04,202,262,3.2
2001-01-22T00:00:00Z,2001,22,8.3,7.85,1.048795,713,150,5,45,17,15,1.88,204,261,3.4
2001-01-29T00:00:00Z,2001,29,7.9,7.7,1.131646,718,153,6,NA,NA,15,2.01,206,266,3.1
2001-02-05T00:00:00Z,2001,36,8.2,7.62,1.073293,719,154,5,NA,NA,15,2.27,204,266,3.3
2001-02-12T00:00:00Z,2001,43,7.8,7.71,NA,726,NA,NA,NA,NA,15,1.97,206,NA,3.6
2001-02-19T00:00:00Z,2001,50,8,7.74,1.1355,739,155,7,46,23,15,2.21,209,272,3.3
2001-02-26T00:00:00Z,2001,57,8.1,NA,1.104815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-03-05T00:00:00Z,2001,64,8.1,7.54,1.12358,745,158,4,40,19,15,2,215,276,3.5
2001-03-12T00:00:00Z,2001,71,8.2,7.49,NA,749,158,NA,NA,NA,15,2.07,216,280,3.9
2001-03-19T00:00:00Z,2001,78,7.5,7.63,1.197333,741,156,12,40,0,15,1.69,214,276,3.4
2001-03-26T00:00:00Z,2001,85,7.1,7.59,1.265352,728,154,25,39,8,20,2.37,215,273,4.5
2001-04-02T00:00:00Z,2001,92,7.7,7.59,1.262727,720,149,NA,59,12,40,4.1,208,270,4.9
2001-04-09T00:00:00Z,2001,99,7.6,7.56,1.153816,707,146,39,66,8,30,3.9,209,265,5.5
2001-04-16T00:00:00Z,2001,106,7.6,7.84,1.146447,NA,148,24,NA,NA,NA,4.72,205,270,6.3
2001-04-23T00:00:00Z,2001,113,8,7.7,1.111375,739,152,21,75,7,35,5.59,218,279,7.1
2001-04-30T00:00:00Z,2001,120,6.6,8.08,1.040303,563,114,15,57,4,25,5.5,163,209,8
2001-05-07T00:00:00Z,2001,127,7,8.21,1.026714,574,112,15,91,7,50,13.4,170,200,10.9
2001-05-14T00:00:00Z,2001,134,6.8,8.24,1.067941,587,118,11,60,6,30,4.7,168,222,14.2
2001-05-21T00:00:00Z,2001,141,6.5,8.29,1.120615,584,121,15,176,6,40,9.75,170,216,12.3
2001-05-28T00:00:00Z,2001,148,6.8,8.27,1.083529,590,122,10,70,14,40,5.54,175,220,15.8
2001-06-04T00:00:00Z,2001,155,6.7,8.29,1.112836,599,123,17,153,11,30,10.1,176,221,15.3
2001-06-11T00:00:00Z,2001,162,7.6,8.31,1.017895,605,126,24,84,6,30,10.9,176,222,17.1
2001-06-18T00:00:00Z,2001,169,7.1,8.42,1.011268,586,125,47,78,1,50,15.7,168,212,17.3
2001-06-25T00:00:00Z,2001,176,8.2,8.46,0.9470732,576,124,50,80,3,30,13.3,160,202,20.3
2001-07-02T00:00:00Z,2001,183,7.7,8.43,1.02,575,NA,42,100,3,50,9.28,155,204,19.2
2001-07-09T00:00:00Z,2001,190,7.6,8.11,1.073553,582,122,26,112,8,50,8.85,158,205,20.9
2001-07-16T00:00:00Z,2001,197,7.4,8.41,1.071216,564,119,40,86,2,50,8.31,161,199,21.3
2001-07-23T00:00:00Z,2001,204,7.5,8.23,1.0752,543,116,56,118,4,60,13.3,138,185,22.5
2001-07-30T00:00:00Z,2001,211,7.6,8.38,1.022632,543,117,39,118,9,30,14.3,144,199,21.6
2001-08-06T00:00:00Z,2001,218,7.4,8.5,1.112162,529,111,43,106,6,70,12.3,140,185,23.4
2001-08-13T00:00:00Z,2001,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-20T00:00:00Z,2001,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-08-27T00:00:00Z,2001,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-09-03T00:00:00Z,2001,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-09-10T00:00:00Z,2001,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-09-17T00:00:00Z,2001,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-09-24T00:00:00Z,2001,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-10-01T00:00:00Z,2001,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-10-08T00:00:00Z,2001,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-10-15T00:00:00Z,2001,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-10-22T00:00:00Z,2001,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-10-29T00:00:00Z,2001,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-11-05T00:00:00Z,2001,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-11-12T00:00:00Z,2001,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-11-19T00:00:00Z,2001,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-11-26T00:00:00Z,2001,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-12-03T00:00:00Z,2001,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-12-10T00:00:00Z,2001,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-12-17T00:00:00Z,2001,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-12-24T00:00:00Z,2001,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-01-07T00:00:00Z,2002,7,6.9,8.08,1.221739,634,124,12,39,10,10,2.33,191,241,2.2
2002-01-14T00:00:00Z,2002,14,7,7.71,1.114143,646,125,6,NA,18,20,4.8,195,247,2.8
2002-01-21T00:00:00Z,2002,21,7.4,8.22,1.098514,632,128,7,38,7,20,1.86,195,244,3
2002-01-28T00:00:00Z,2002,28,7,8.11,1.184286,645,125,9,34,4,15,1.67,198,248,3.2
2002-02-04T00:00:00Z,2002,35,7.6,8.01,1.095263,672,131,8,38,6,15,3.9,205,259,3.4
2002-02-11T00:00:00Z,2002,42,7.2,7.97,1.123889,670,132,11,NA,NA,20,3.9,203,258,3.6
2002-02-18T00:00:00Z,2002,49,NA,8.18,NA,NA,NA,NA,NA,NA,NA,8.18,NA,NA,NA
2002-02-25T00:00:00Z,2002,56,7,7.9,1.049,650,125,3,NA,7,15,2.37,203,252,4.6
2002-03-04T00:00:00Z,2002,63,7.3,8.08,NA,NA,NA,NA,NA,NA,NA,2.64,NA,NA,4.9
2002-03-11T00:00:00Z,2002,70,6.9,7.97,NA,652,NA,NA,NA,NA,15,2.33,NA,NA,4.4
2002-03-18T00:00:00Z,2002,77,6.2,8.21,NA,645,125,NA,37,6,NA,2.8,202,252,4.6
2002-03-25T00:00:00Z,2002,84,6.8,8.2,NA,657,124,NA,NA,NA,NA,2.23,205,256,4.7
2002-04-01T00:00:00Z,2002,91,6.2,8.22,NA,NA,NA,NA,NA,NA,NA,2.27,NA,NA,4.9
2002-04-08T00:00:00Z,2002,98,6.2,8.05,1.250806,652,123,8,45,4,15,2.46,205,254,4.6
2002-04-15T00:00:00Z,2002,105,7,8,1.072286,638,116,7,48,7,15,3.7,203,249,6.2
2002-04-22T00:00:00Z,2002,112,7,8.19,1.028714,608,111,8,55,5,30,8.42,193,238,7.1
2002-04-29T00:00:00Z,2002,119,5.8,8.18,1.072069,551,98,10,60,3,25,7.6,178,213,5.2
2002-05-06T00:00:00Z,2002,126,5.4,8.3,1.114815,539,97,11,63,6,25,7.45,172,201,5.9
2002-05-13T00:00:00Z,2002,133,5.6,8.3,1.407143,539,97,9,62,2,20,5.4,174,216,9.2
2002-05-20T00:00:00Z,2002,140,5.6,8.38,1.071786,551,96,8,71,6,25,8.26,176,217,11.6
2002-05-27T00:00:00Z,2002,147,5.4,8.4,1.165556,544,96.6,18,63,8,30,5.4,174,213,12.3
2002-06-03T00:00:00Z,2002,154,5.5,8.45,1.130182,548,97,28,53,9,25,4.1,173,211,15.5
2002-06-10T00:00:00Z,2002,161,5.8,8.36,1.127414,536,96,45,78,13,50,6.4,172,209,13.7
2002-06-17T00:00:00Z,2002,168,5.7,8.58,1.110526,506,92,41,58,5,40,5,157,197,16.4
2002-06-24T00:00:00Z,2002,175,5.8,8.37,1.121552,502,90,24,66,2,25,5.7,155,188,NA
2002-07-01T00:00:00Z,2002,182,5.6,8.47,1.179464,492,89,28,73,11,40,7.37,152,186,21
2002-07-08T00:00:00Z,2002,189,6.6,8.43,1.038485,493,88,34,78,6,25,7.55,155,192,21.6
2002-07-15T00:00:00Z,2002,196,6.2,8.31,1.110806,486,88,28,83,2,50,8.11,146,183,23.2
2002-07-22T00:00:00Z,2002,203,5.7,8.1,1.22386,482,90,34,128,14,50,8.83,145,178,22.5
2002-07-29T00:00:00Z,2002,210,5.7,8.01,1.230877,490,92,27,118,23,50,7.82,144,180,21.9
2002-08-05T00:00:00Z,2002,217,5.8,8.2,1.23569,492,94,45,116,45,60,9.28,144,183,16.9
2002-08-12T00:00:00Z,2002,224,4.7,8.35,1.437234,483,92,58,134,11,60,10.6,146,178,18.8
2002-08-19T00:00:00Z,2002,231,4.9,8.61,1.459388,470,86,54,115,6,40,7.04,141,173,14.4
2002-08-26T00:00:00Z,2002,238,5.5,8.43,1.32,465,90,37,84,6,30,6.01,131,169,19.1
2002-09-02T00:00:00Z,2002,245,5.4,8.33,1.37537,470,89,38,NA,10.1386,30,9,136,171,17.8
2002-09-09T00:00:00Z,2002,252,5.2,8.3,1.448269,460,87,50,NA,10,50,5.6,135,167,17.2
2002-09-16T00:00:00Z,2002,259,5.3,8.43,1.461321,465,87,40,41,18,60,6.11,138,169,17.4
2002-09-23T00:00:00Z,2002,266,5.8,8.26,1.408621,473,87,41,116,18,35,10.4,138,172,11.7
2002-09-30T00:00:00Z,2002,273,5.2,8.56,1.541538,476,89,26,113,3,50,7.48,144,177,10.7
2002-10-07T00:00:00Z,2002,280,5.4,8.5,1.531481,479,87,40,98,17,35,6.4,144,174,7.9
2002-10-14T00:00:00Z,2002,287,5.4,8.55,1.419074,486,91,32,NA,NA,30,3.12,145,173,6.4
2002-10-21T00:00:00Z,2002,294,5.4,8.5,1.487593,490,92,36,137,0,15,4.14,148,180,4.2
2002-10-28T00:00:00Z,2002,301,5.4,8.55,1.426296,495,93,16,69,6.7,15,3.44,147,180,1.9
2002-11-04T00:00:00Z,2002,308,5.4,8.36,1.500741,512,96,15,67,8,20,2.57,153,186,2.4
2002-11-11T00:00:00Z,2002,315,5.5,8.29,1.430727,518,97,24,62,8,15,2.36,151,188,2.9
2002-11-18T00:00:00Z,2002,322,5.3,8.22,1.507925,516,98,28,55,6,20,2.1,152,188,2.4
2002-11-25T00:00:00Z,2002,329,5.2,8.3,1.518462,523,99,14,51,5,15,2.3,155,191,3.2
2002-12-02T00:00:00Z,2002,336,5.5,8.4,1.467818,513,98,5,52,2,15,2.54,157,190,2.2
2002-12-09T00:00:00Z,2002,343,5.5,8.44,1.496182,529,100,13,72,2,15,2.23,161,198,2.4
2002-12-16T00:00:00Z,2002,350,5.5,8.46,1.457273,535,100,22,49,5,15,1.94,162,197,2.7
2002-12-23T00:00:00Z,2002,357,5.7,8.53,NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,NA
2003-01-06T00:00:00Z,2003,6,5.7,NA,1.468421,568,103,NA,NA,NA,20,2.34,171,212,3.7
2003-01-13T00:00:00Z,2003,13,5.6,8.1,NA,NA,NA,NA,NA,NA,NA,2.82,NA,NA,3.9
2003-01-20T00:00:00Z,2003,20,5.6,8,1.446786,585,107,NA,NA,NA,25,2.92,178,216,4
2003-01-27T00:00:00Z,2003,27,5.5,7.86,1.519455,597,110,NA,62,11,25,2.9,178,219,4.1
2003-02-03T00:00:00Z,2003,34,5.9,7.94,1.462712,603,112,NA,NA,NA,25,2.87,183,222,3.6
2003-02-10T00:00:00Z,2003,41,5.7,7.78,1.477719,614,116,NA,76,18,NA,3.01,187,226,3.6
2003-02-17T00:00:00Z,2003,48,5.9,7.78,1.460847,NA,116,NA,50,9,NA,2.81,190,231,3.7
2003-02-24T00:00:00Z,2003,55,5.7,7.68,1.538596,645,118,NA,56,11,NA,2.68,195,237,3.5
2003-03-03T00:00:00Z,2003,62,5.6,7.82,1.563571,641,119,NA,50,6,20,1.87,189,233,3.4
2003-03-10T00:00:00Z,2003,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-03-17T00:00:00Z,2003,76,6,7.7,1.530833,650,120,28,NA,NA,5,2.01,195,238,3.8
2003-03-24T00:00:00Z,2003,83,5.9,8.13,1.493898,647,118,32,61,6,20,2.78,192,234,5
2003-03-31T00:00:00Z,2003,90,5.8,8.28,1.555862,592,119,20,NA,3,20,3.73,196,238,5.7
2003-04-07T00:00:00Z,2003,97,5.8,8.23,NA,NA,NA,NA,NA,NA,NA,2.65,193,NA,5.7
2003-04-14T00:00:00Z,2003,104,5.5,8.17,1.598545,637,118,16,33,12,25,2.84,195,231,7.1
2003-04-21T00:00:00Z,2003,111,NA,8.16,NA,572,NA,13.1,NA,NA,20,3.3,NA,NA,NA
2003-04-28T00:00:00Z,2003,118,5.2,8.17,1.529615,534,97,14.6,62,3,30,3.36,160,192,9.9
2003-05-05T00:00:00Z,2003,125,5.2,8.15,1.608846,536,96,10,57,5,25,3.83,158,199,11.9
2003-05-12T00:00:00Z,2003,132,5.8,8.43,1.578621,534,NA,11.4,55.48,8.6917,25,3.6,154,196,10.8
2003-05-19T00:00:00Z,2003,139,5.8,8.22,NA,NA,NA,NA,NA,NA,NA,4.77,NA,NA,NA
2003-05-26T00:00:00Z,2003,146,6.4,8.69,1.467187,527,NA,44.7,86,2,50,6.45,158,194,16.4
2003-06-02T00:00:00Z,2003,153,6.4,8.76,NA,522,NA,NA,NA,NA,40,6.02,NA,NA,NA
2003-06-09T00:00:00Z,2003,160,6.3,8.37,1.593016,513,99,41,98,9,35,8.67,152,181,15.9
2003-06-16T00:00:00Z,2003,167,6.8,8.74,NA,497,NA,NA,NA,NA,NA,7.72,NA,NA,19.7
2003-06-23T00:00:00Z,2003,174,6.6,8.6,NA,NA,NA,NA,NA,NA,NA,8.37,NA,NA,20.3
2003-06-30T00:00:00Z,2003,181,NA,8.4,NA,NA,NA,NA,NA,NA,NA,6.98,NA,NA,18.6
2003-07-07T00:00:00Z,2003,188,7.1,8.35,1.551268,506,109.4712,75,80,5,60,8.58,124,156,19.8
2003-07-14T00:00:00Z,2003,195,NA,8.48,NA,NA,NA,NA,NA,NA,NA,9.68,NA,NA,21.5
2003-07-21T00:00:00Z,2003,202,NA,8.43,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,23.6
2003-07-28T00:00:00Z,2003,209,NA,8.22,NA,NA,NA,NA,NA,NA,NA,8.98,NA,NA,22.4
2003-08-04T00:00:00Z,2003,216,NA,8.01,NA,NA,NA,NA,NA,NA,NA,8.65,NA,NA,21.7
2003-08-11T00:00:00Z,2003,223,6.9,8.3,1.657971,495,110.1,85.5,212,53,70,8.56,115.4,148.5,22.1
2003-08-18T00:00:00Z,2003,230,NA,8.33,NA,NA,NA,NA,NA,NA,NA,6.53,NA,NA,23.5
2003-08-25T00:00:00Z,2003,237,8.5,7.86,NA,NA,NA,NA,NA,NA,NA,2.35,NA,NA,19.8
2003-09-01T00:00:00Z,2003,244,8.3,7.49,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,18.2
2003-09-08T00:00:00Z,2003,251,8,8.18,1.469125,514,102,40,99,93,30,3.54,133,164,19.2
2003-09-15T00:00:00Z,2003,258,8.4,8.87,NA,NA,NA,NA,NA,NA,NA,3.52,NA,NA,14.9
2003-09-22T00:00:00Z,2003,265,7.6,8.65,NA,NA,NA,NA,NA,NA,NA,4.16,NA,NA,12.2
2003-09-29T00:00:00Z,2003,272,7.8,8.13,NA,NA,NA,NA,NA,NA,NA,2.77,NA,NA,10.3
2003-10-06T00:00:00Z,2003,279,6.8,8.4,1.359559,517,102.1,16.9,64,10,25,2.35,137.8,176.6,11.5
2003-10-13T00:00:00Z,2003,286,7.7,7.6,NA,NA,NA,NA,NA,NA,NA,2.95,NA,NA,10.1
2003-10-20T00:00:00Z,2003,293,7,8.17,NA,NA,NA,NA,NA,NA,NA,3.02,NA,NA,8.9
2003-10-27T00:00:00Z,2003,300,NA,7.89,NA,NA,NA,NA,NA,NA,NA,4.42,NA,NA,7.1
2003-11-03T00:00:00Z,2003,307,5.9,8.22,NA,NA,105.7,NA,NA,NA,NA,5.89,NA,NA,1.2
2003-11-10T00:00:00Z,2003,314,NA,7.74,NA,NA,NA,NA,NA,NA,NA,3.32,NA,NA,2.9
2003-11-17T00:00:00Z,2003,321,5.9,7.77,1.420678,571,111.1,2,43,10,20,2.04,159,202.5,3.6
2003-11-24T00:00:00Z,2003,328,5.9,8.26,NA,NA,NA,NA,NA,NA,NA,1.35,NA,NA,3.2
2003-12-01T00:00:00Z,2003,335,6.6,7.67,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA,3.7
2003-12-08T00:00:00Z,2003,342,NA,7.72,NA,NA,NA,NA,NA,NA,NA,1.24,NA,NA,4.4
2003-12-15T00:00:00Z,2003,349,6,7.79,1.464833,612,120,6.2,NA,NA,15,1.06,170.6,222.4,4.6
2003-12-22T00:00:00Z,2003,356,NA,7.66,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,4.1
2003-12-29T00:00:00Z,2003,363,NA,7.67,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,4.7
2004-01-05T00:00:00Z,2004,5,6,7.78,1.533167,631,121.9,12.7,NA,NA,10,1.25,187.5,227.9,3.8
2004-01-12T00:00:00Z,2004,12,NA,7.92,NA,NA,NA,NA,NA,NA,NA,1.63,NA,NA,3.9
2004-01-19T00:00:00Z,2004,19,6.1,7.83,NA,NA,NA,NA,NA,NA,NA,1.59,NA,NA,4.2
2004-01-26T00:00:00Z,2004,26,NA,7.97,NA,NA,NA,NA,NA,NA,NA,1.17,NA,NA,4.2
2004-02-02T00:00:00Z,2004,33,6.2,7.9,1.431774,680,131.56,19.8,NA,NA,15,1.44,194.5,244.8,3.9
2004-02-09T00:00:00Z,2004,40,NA,7.85,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,3.8
2004-02-16T00:00:00Z,2004,47,NA,7.74,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,3.8
2004-02-23T00:00:00Z,2004,54,NA,7.5,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,4.3
2004-03-01T00:00:00Z,2004,61,6.1,7.7,1.608361,686,133.5,7,NA,NA,10,1.06,206.5,254.8,3.8
2004-03-08T00:00:00Z,2004,68,NA,7.65,NA,NA,NA,NA,NA,NA,NA,1.97,NA,NA,4.2
2004-03-15T00:00:00Z,2004,75,NA,7.55,NA,NA,NA,NA,NA,NA,NA,0.815,NA,NA,4.6
2004-03-22T00:00:00Z,2004,82,NA,7.64,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,5
2004-03-29T00:00:00Z,2004,89,NA,7.75,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,5.4
2004-04-05T00:00:00Z,2004,96,5.5,7.65,1.589091,677,124.8,2,NA,NA,10,1.05,199,247.8,7.4
2004-04-12T00:00:00Z,2004,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA,8.1
2004-04-19T00:00:00Z,2004,110,4.5,NA,NA,NA,NA,NA,NA,NA,NA,2.24,NA,NA,4.3
2004-04-26T00:00:00Z,2004,117,4.18,NA,NA,NA,NA,NA,NA,NA,NA,6.41,NA,NA,8.1
2004-05-03T00:00:00Z,2004,124,4.3,8.04,1.827674,497,87.9,10.7,NA,NA,15,3.24,151,185.4,9.8
2004-05-10T00:00:00Z,2004,131,4.7,8.15,NA,NA,NA,NA,NA,NA,NA,3.43,NA,NA,10.6
2004-05-17T00:00:00Z,2004,138,4.6,8.16,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,10.3
2004-05-24T00:00:00Z,2004,145,4.09,8.16,1.821271,NA,NA,NA,NA,NA,NA,2.36,NA,NA,10.6
