date_ymd,year,DOY,DOC,pH,SUVA,conductivity,sulphate,chl_a,TP,SRP,colour,turbidity,alkalinity,hardness,temperature
2004-05-31T00:00:00Z,2004,152,4.4,8.24,NA,NA,NA,NA,NA,NA,NA,2.77,NA,NA,13.4
2004-06-07T00:00:00Z,2004,159,4.31,8.27,1.623434,488,87.3,12.7,NA,NA,15,2.64,154.8,182.5,16.8
2004-06-14T00:00:00Z,2004,166,4.6,8.27,1.538478,483,NA,NA,NA,NA,NA,3.1,NA,NA,14.3
2004-06-21T00:00:00Z,2004,173,4.7,8.3,1.506596,NA,NA,NA,NA,NA,NA,2.99,NA,NA,15.8
2004-06-28T00:00:00Z,2004,180,5.31,8.36,1.382109,NA,NA,NA,NA,NA,NA,2.6,NA,NA,19.1
2004-07-05T00:00:00Z,2004,187,5.58,8.13,1.290323,476,86.7,20,NA,NA,30,3.88,143.2,176.1,18.5
2004-07-12T00:00:00Z,2004,194,5.74,8.22,1.323171,NA,NA,NA,NA,NA,NA,2.9,NA,NA,21.9
2004-07-19T00:00:00Z,2004,201,5.53,8.08,1.401266,NA,NA,NA,NA,NA,NA,3.87,NA,NA,24.3
2004-07-26T00:00:00Z,2004,208,5.84,8.23,1.360274,NA,NA,NA,NA,NA,NA,6.22,NA,NA,22.9
2004-08-02T00:00:00Z,2004,215,6.98,8.57,1.142407,NA,NA,NA,NA,NA,NA,6.94,NA,NA,19.8
2004-08-09T00:00:00Z,2004,222,8.34,8.55,1.08693,428,86.1,111.9,94.29,5.816,40,7.84,114.8,142.7,19.1
2004-08-16T00:00:00Z,2004,229,8.2,8.53,1.080488,NA,NA,NA,NA,NA,NA,6.24,NA,NA,19.6
2004-08-23T00:00:00Z,2004,236,8.1,7.98,1.108519,NA,NA,NA,NA,NA,NA,2.99,NA,NA,17
2004-08-30T00:00:00Z,2004,243,7.85,NA,1.163694,NA,NA,NA,NA,NA,NA,2.16,NA,NA,16.5
2004-09-06T00:00:00Z,2004,250,7.46,8.09,1.147319,NA,NA,NA,NA,NA,NA,3.38,NA,NA,15.2
2004-09-13T00:00:00Z,2004,257,6.72,8.21,1.35506,461,85.9,8,93.44,50.52,25,2.01,132.3,159,15
2004-09-20T00:00:00Z,2004,264,7.02,8.18,1.289459,NA,NA,NA,NA,NA,NA,2.04,NA,NA,15.2
2004-09-27T00:00:00Z,2004,271,6.61,8.13,1.336762,NA,NA,NA,NA,NA,NA,1.24,NA,NA,14
2004-10-04T00:00:00Z,2004,278,6.15,8.28,1.500488,482,86.7,10.7,85,37,15,1.86,142.5,168.9,9.5
2004-10-11T00:00:00Z,2004,285,6.6,8.39,1.314242,NA,NA,NA,NA,NA,NA,1.56,NA,NA,11.7
2004-10-18T00:00:00Z,2004,292,6.47,8.27,1.317002,NA,NA,NA,NA,NA,NA,3.9,NA,NA,4.8
2004-10-25T00:00:00Z,2004,299,6.42,8.22,1.298442,NA,NA,NA,NA,NA,NA,1.93,NA,NA,4.1
2004-11-01T00:00:00Z,2004,306,6.01,8.19,1.348918,NA,NA,NA,NA,NA,NA,2.35,NA,NA,3.6
2004-11-08T00:00:00Z,2004,313,5.91,8.29,1.330457,NA,NA,NA,NA,NA,NA,2.2,NA,NA,3.7
2004-11-15T00:00:00Z,2004,320,5.79,8.26,1.432642,506,91.2,5.2,46.4,21.6,20,2.07,148,186,3
2004-11-22T00:00:00Z,2004,327,5.55,8.19,1.347207,NA,NA,NA,NA,NA,NA,1.43,NA,NA,1.3
2004-11-29T00:00:00Z,2004,334,5.62,8.31,1.450356,NA,NA,NA,NA,NA,NA,1.48,NA,NA,2
2004-12-06T00:00:00Z,2004,341,5.78,8.02,1.43391,515,96.4431,6,45,16,10,1.11,158,197,2.9
2004-12-13T00:00:00Z,2004,348,5.84,8.02,1.434247,NA,NA,NA,NA,NA,NA,0.856,NA,NA,3
2004-12-20T00:00:00Z,2004,355,5.93,8.03,1.353288,NA,NA,NA,NA,NA,NA,0.815,NA,NA,3.5
2004-12-27T00:00:00Z,2004,362,5.97,8.11,1.423953,NA,NA,NA,NA,NA,NA,0.605,NA,NA,4.4
2005-01-03T00:00:00Z,2005,3,6.1,8.05,1.461803,NA,NA,NA,NA,NA,NA,0.685,NA,NA,3.3
2005-01-10T00:00:00Z,2005,10,6.16,8.2,1.399838,584,106.1,5,52,7,10,0.803,179.7,125.6,3.8
2005-01-17T00:00:00Z,2005,17,5.94,8.05,1.490236,NA,NA,NA,NA,NA,NA,0.641,NA,NA,4.1
2005-01-24T00:00:00Z,2005,24,5.96,7.93,1.481208,NA,NA,NA,NA,NA,NA,0.578,NA,NA,4
2005-01-31T00:00:00Z,2005,31,6.24,7.88,1.384776,NA,NA,NA,NA,NA,NA,0.46,NA,NA,3.8
2005-02-07T00:00:00Z,2005,38,6.12,7.9,1.480065,NA,109.6,3.3,36.1,10.8,NA,0.536,185.5,227.7,4.1
2005-02-14T00:00:00Z,2005,45,NA,7.83,NA,NA,NA,NA,NA,NA,NA,0.413,NA,NA,5.4
2005-02-21T00:00:00Z,2005,52,5.99,7.7,1.443239,NA,NA,NA,NA,NA,NA,0.47,NA,NA,4.7
2005-02-28T00:00:00Z,2005,59,5.86,7.74,1.506143,NA,NA,NA,NA,NA,NA,0.361,NA,NA,4.2
2005-03-07T00:00:00Z,2005,66,6,7.57,1.466,618,111.2,5.2,36,14,5,0.39,192,234.2,5.6
2005-03-14T00:00:00Z,2005,73,6.04,7.7,1.408609,NA,NA,NA,NA,NA,NA,0.452,NA,NA,5.1
2005-03-21T00:00:00Z,2005,80,6.18,7.85,1.400971,NA,NA,NA,NA,NA,NA,0.922,NA,NA,4.7
2005-03-28T00:00:00Z,2005,87,5.76,7.8,1.444618,NA,NA,NA,NA,NA,NA,1.21,NA,NA,4.9
2005-04-04T00:00:00Z,2005,94,5.74,7.97,1.452962,602,107.4,15.4,28,4,15,2.2,189.1,229.9,6.2
2005-04-11T00:00:00Z,2005,101,5.58,7.95,1.449104,NA,NA,NA,NA,NA,NA,1.76,NA,NA,6.8
2005-04-18T00:00:00Z,2005,108,4.76,8.11,1.528782,NA,NA,NA,NA,NA,NA,3.26,NA,NA,8.1
2005-04-25T00:00:00Z,2005,115,4.95,8.18,1.537172,NA,NA,NA,NA,NA,NA,1.69,NA,NA,11.7
2005-05-02T00:00:00Z,2005,122,5.47,8.18,1.772761,489,88,4.6,45.4,11.6,15,1.97,151.38,176.8,4.9
2005-05-09T00:00:00Z,2005,129,5.62,8.12,1.791815,NA,NA,NA,NA,NA,NA,2.42,NA,NA,10.6
2005-05-16T00:00:00Z,2005,136,5.39,8.17,1.791466,495,88.9,5,40,12,15,1.46,149.3,183.03,9.7
2005-05-23T00:00:00Z,2005,143,5.43,8.18,1.563352,NA,NA,NA,NA,NA,NA,2.09,NA,NA,15.3
2005-05-30T00:00:00Z,2005,150,5.24,8.28,1.765267,NA,NA,NA,NA,NA,NA,1.52,NA,NA,13.5
2005-06-06T00:00:00Z,2005,157,5.21,8.37,1.758541,500,90.7,3.7,30,9,15,0.997,152.2,181.9,16.3
2005-06-13T00:00:00Z,2005,164,5.24,8.5,1.733588,NA,NA,NA,NA,NA,NA,0.749,NA,NA,18.1
2005-06-20T00:00:00Z,2005,171,4.81,8.54,1.838046,NA,NA,NA,NA,NA,NA,0.872,NA,NA,20.9
2005-06-27T00:00:00Z,2005,178,4.83,8.54,1.902484,NA,NA,NA,NA,NA,NA,1.35,NA,NA,19.6
2005-07-04T00:00:00Z,2005,185,4.85,8.61,1.800619,NA,NA,NA,NA,NA,NA,1.33,NA,NA,19.4
2005-07-11T00:00:00Z,2005,192,4.95,8.65,1.813939,475,88.5,17.8,50.5,8.7,50,2.92,141.95,172,23.3
2005-07-18T00:00:00Z,2005,199,5.06,8.51,1.765613,NA,NA,NA,NA,NA,NA,4.83,NA,NA,21.5
2005-07-25T00:00:00Z,2005,206,5.77,8.87,1.628423,NA,NA,NA,NA,NA,NA,8.2,NA,NA,21.2
2005-08-01T00:00:00Z,2005,213,5.85,8.67,1.644957,NA,NA,NA,NA,NA,NA,11.3,NA,NA,22.2
2005-08-08T00:00:00Z,2005,220,7.01,8.86,1.465906,421,89.2,151,167,8.4,70,8.13,107.2,128.5,21.6
2005-08-15T00:00:00Z,2005,227,7.52,8.9,1.400399,NA,NA,NA,NA,NA,NA,8.3,NA,NA,17.7
2005-08-22T00:00:00Z,2005,234,6.81,8.67,1.538913,NA,NA,NA,NA,NA,NA,13.7,NA,NA,17.8
2005-08-29T00:00:00Z,2005,241,6.42,8.34,1.588162,NA,NA,NA,NA,NA,NA,9.88,NA,NA,17.7
2005-09-05T00:00:00Z,2005,248,6.4,8.75,1.618594,NA,NA,NA,NA,NA,NA,9.15,NA,NA,17.2
2005-09-12T00:00:00Z,2005,255,6.92,8.72,1.33396,466,98.4,72,108,4,50,9.14,122,153.1,15.5
2005-09-19T00:00:00Z,2005,262,5.93,8.66,1.632378,NA,NA,NA,NA,NA,NA,11.1,NA,NA,14.4
2005-09-26T00:00:00Z,2005,269,5.87,8.53,1.60494,NA,NA,NA,NA,NA,NA,8.17,NA,NA,13.5
2005-10-03T00:00:00Z,2005,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-10-10T00:00:00Z,2005,283,5.67,8.3,1.542152,503,108.8,26,70,0,50,8.02,129.9,170.7,9.1
2005-10-17T00:00:00Z,2005,290,5.38,8.18,1.549814,NA,NA,NA,NA,NA,NA,7.34,NA,NA,9
2005-10-24T00:00:00Z,2005,297,NA,8.17,NA,NA,NA,NA,NA,NA,NA,5.82,NA,NA,7
2005-10-31T00:00:00Z,2005,304,4.69,8.18,1.712154,NA,NA,NA,NA,NA,NA,4.28,NA,NA,6.7
2005-11-07T00:00:00Z,2005,311,4.82,8.13,1.571577,NA,NA,NA,NA,NA,NA,3.84,NA,NA,4.7
2005-11-14T00:00:00Z,2005,318,4.35,8.12,1.777241,NA,NA,NA,NA,NA,NA,4.61,NA,NA,3.6
2005-11-21T00:00:00Z,2005,325,4.36,8.08,1.733486,546,117,15,45,5,15,2.35,146.4,192.18,2.8
2005-11-28T00:00:00Z,2005,332,4.89,8.41,1.554397,NA,NA,NA,NA,NA,NA,2.13,NA,NA,2.5
2005-12-05T00:00:00Z,2005,339,5.16,8.14,1.474612,NA,NA,NA,NA,NA,NA,1.85,NA,NA,3
2005-12-12T00:00:00Z,2005,346,NA,8.05,NA,581,126,4.9,34,3,10,1.54,155.51,210.4,3.1
2005-12-19T00:00:00Z,2005,353,NA,8.06,NA,NA,NA,NA,NA,NA,NA,1.57,162.2,NA,3.7
2005-12-26T00:00:00Z,2005,360,NA,8.02,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,3.7
2006-01-02T00:00:00Z,2006,2,NA,8.03,NA,NA,NA,NA,NA,NA,NA,1.44,NA,NA,3.9
2006-01-09T00:00:00Z,2006,9,4.77,8.1,1.687841,611,131.4,11,31.7,3.4,15,1.35,167.3,222,4.3
2006-01-16T00:00:00Z,2006,16,4.8,8.05,1.66875,NA,NA,NA,NA,NA,NA,1.71,167.71,NA,4.1
2006-01-23T00:00:00Z,2006,23,4.7,8.09,1.684894,NA,NA,NA,NA,NA,NA,1.55,NA,NA,4.7
2006-01-30T00:00:00Z,2006,30,4.42,7.91,1.832579,NA,NA,NA,NA,NA,NA,1.57,NA,NA,4.7
2006-02-06T00:00:00Z,2006,37,4.47,7.71,1.83311,629,133.952,14.6,34,3.21,20,1.88,174.4,229.53,4.8
2006-02-13T00:00:00Z,2006,44,4.42,7.76,1.834163,NA,NA,NA,NA,NA,NA,2.42,NA,NA,5.2
2006-02-20T00:00:00Z,2006,51,4.56,7.85,1.825877,NA,NA,NA,NA,NA,NA,1.96,182.29,NA,4.7
2006-02-27T00:00:00Z,2006,58,4.59,7.73,1.787582,NA,NA,NA,NA,NA,NA,2.37,NA,NA,4.4
2006-03-06T00:00:00Z,2006,65,4.48,7.67,1.884375,646,134.38,25.3,37.11,3.16,20,2.06,188.1,235.47,4.2
2006-03-13T00:00:00Z,2006,72,4.23,7.61,1.917021,NA,NA,NA,NA,NA,NA,2.17,NA,NA,5
2006-03-20T00:00:00Z,2006,79,4.56,7.78,1.83114,NA,NA,NA,NA,NA,NA,2.23,186.01,NA,4.5
2006-03-27T00:00:00Z,2006,86,NA,7.69,NA,NA,NA,NA,NA,NA,NA,2.44,NA,NA,5.4
2006-04-03T00:00:00Z,2006,93,4.89,7.81,1.714724,650,132.57,17,49.58,4.56,25,3.77,189.83,244.49,6.4
2006-04-10T00:00:00Z,2006,100,5.86,8.39,1.5779860000000001,NA,NA,NA,NA,NA,NA,5.67,NA,NA,6.2
2006-04-17T00:00:00Z,2006,107,6,8.14,2.270333,NA,NA,NA,NA,NA,NA,6.19,138.53,NA,7.1
2006-04-24T00:00:00Z,2006,114,5.85,8.11,2.277265,NA,NA,NA,NA,NA,NA,5.33,NA,NA,8.6
2006-05-01T00:00:00Z,2006,121,5.46,8.19,2.312088,NA,NA,NA,NA,NA,NA,4.33,NA,NA,12.7
2006-05-08T00:00:00Z,2006,128,5.06,8.25,2.235178,493,94.46,10.3,53,6.5,25,3.53,145.25,180.6,12.3
2006-05-15T00:00:00Z,2006,135,4.98,8.16,2.160241,NA,NA,NA,NA,NA,NA,3.26,147.4,NA,13.1
2006-05-22T00:00:00Z,2006,142,4.93,8.23,2.172414,NA,NA,NA,NA,NA,NA,3.93,NA,NA,17
2006-05-29T00:00:00Z,2006,149,4.77,8.29,2.095807,NA,NA,NA,NA,NA,NA,3.54,NA,NA,15.2
2006-06-05T00:00:00Z,2006,156,4.64,8.25,2.215733,NA,NA,NA,NA,NA,NA,4.23,NA,NA,17.3
2006-06-12T00:00:00Z,2006,163,4.89,8.37,2.115746,521,102.1,30,78,3,35,4.57,150.9,188.4,14.6
2006-06-19T00:00:00Z,2006,170,5.37,8.49,2.049907,538,109.83,27,77,3,38,6.31,150.7,188.24,17.2
2006-06-26T00:00:00Z,2006,177,5.31,8.51,2.011111,NA,NA,NA,NA,NA,NA,7.03,NA,NA,20.7
2006-07-03T00:00:00Z,2006,184,5.46,8.26,2.004029,NA,NA,NA,NA,NA,NA,5.82,NA,NA,22.7
2006-07-10T00:00:00Z,2006,191,6.24,8.37,1.829968,NA,NA,NA,NA,NA,NA,5.42,NA,NA,22.8
2006-07-17T00:00:00Z,2006,198,6.81,8.48,1.718062,518,111,74,122,7,50,9.86,139,176,23.7
2006-07-24T00:00:00Z,2006,205,NA,8.43,NA,NA,NA,NA,NA,NA,NA,6.03,NA,NA,24.3
2006-07-31T00:00:00Z,2006,212,6.63,8.37,1.81991,NA,NA,NA,NA,NA,NA,6.93,NA,NA,22.4
2006-08-07T00:00:00Z,2006,219,6.83,8.65,1.684334,NA,NA,NA,NA,NA,NA,7.3,NA,NA,20.2
2006-08-14T00:00:00Z,2006,226,6.58,8.64,1.723404,NA,NA,NA,NA,NA,NA,8.52,NA,NA,19.6
2006-08-21T00:00:00Z,2006,233,6.19,8.71,1.899677,532,124.44,64.2,129.8,7.2,60,7.79,123.95,162.71,19.8
2006-08-28T00:00:00Z,2006,240,6.56,8.79,1.766463,NA,NA,NA,NA,NA,NA,7.92,NA,NA,19.9
2006-09-04T00:00:00Z,2006,247,NA,8.91,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,17.9
2006-09-11T00:00:00Z,2006,254,6.82,8.6,1.713783,NA,NA,NA,NA,NA,NA,10.5,NA,NA,16.2
2006-09-18T00:00:00Z,2006,261,6.66,8.35,1.705255,536,127.6,33.9,114.4,26.7,50,10.8,127.81,167.2,12.3
2006-09-25T00:00:00Z,2006,268,6.77,8.25,1.681536,NA,NA,NA,NA,NA,NA,8.59,NA,NA,11.5
2006-10-02T00:00:00Z,2006,275,6.07,8.34,1.846458,NA,NA,NA,NA,NA,NA,5.86,NA,NA,12.6
2006-10-09T00:00:00Z,2006,282,6.3,8.33,1.71254,559,129.8,28.5,77.06,8.66,25,7.71,137.36,178.07,10.1
2006-10-16T00:00:00Z,2006,289,6.4,8.46,1.627969,NA,NA,NA,NA,NA,NA,8.16,140.21,NA,5.8
2006-10-23T00:00:00Z,2006,296,6.43,8.49,1.567963,NA,NA,NA,NA,NA,NA,7.88,NA,NA,3.8
2006-10-30T00:00:00Z,2006,303,5.78,8.6,1.742734,NA,NA,NA,NA,NA,NA,7.04,NA,NA,2.1
2006-11-06T00:00:00Z,2006,310,5.88,8.58,1.721088,NA,NA,NA,NA,NA,NA,4.62,NA,NA,1.3
2006-11-13T00:00:00Z,2006,317,6.37,8.58,1.634537,588,132.8,4.7,36.2,11.1,15,2.8,148.3,188.7,2.6
2006-11-20T00:00:00Z,2006,324,6.17,8.56,1.672447,NA,NA,NA,NA,NA,NA,2.41,NA,NA,3.2
2006-11-27T00:00:00Z,2006,331,6.44,8.66,1.656211,NA,NA,NA,NA,NA,NA,2.03,155.75,NA,3.8
2006-12-04T00:00:00Z,2006,338,6.89,8.49,1.571553,NA,NA,NA,NA,NA,NA,1.41,NA,NA,3.6
2006-12-11T00:00:00Z,2006,345,6.4,8.14,1.687344,657,146.5,4.01,39,9.3,15,1.59,168.38,212.52,3.7
2006-12-18T00:00:00Z,2006,352,NA,8.12,NA,NA,NA,NA,NA,NA,NA,1.38,169.29,NA,5
2006-12-25T00:00:00Z,2006,359,NA,7.96,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,4.3
2007-01-01T00:00:00Z,2007,1,7.16,8.53,1.561872,NA,NA,NA,NA,NA,NA,1.8,NA,NA,3.2
2007-01-08T00:00:00Z,2007,8,6.96,8.01,1.626724,NA,NA,NA,NA,NA,NA,1.05,NA,NA,3.7
2007-01-15T00:00:00Z,2007,15,6.63,8.15,1.707994,697,155.3214,10.83,30.8,2.7,15,1.18,179.9,229.7,4.2
2007-01-22T00:00:00Z,2007,22,7.09,8.29,1.591961,NA,NA,NA,NA,NA,NA,2.62,NA,NA,4.7
2007-01-29T00:00:00Z,2007,29,7.35,8.41,1.554694,NA,NA,NA,NA,NA,NA,2.4,NA,NA,5
2007-02-05T00:00:00Z,2007,36,7.22,8.29,1.585596,NA,NA,NA,NA,NA,NA,3.01,NA,NA,5.3
2007-02-12T00:00:00Z,2007,43,6.72,8.24,1.693006,724,160.82,18.3,40.61,0,25,2.81,188.2,243.8,5
2007-02-19T00:00:00Z,2007,50,6.91,8.41,1.648625,NA,NA,NA,NA,NA,NA,2.04,NA,NA,4.1
2007-02-26T00:00:00Z,2007,57,7.51,8.24,1.54008,NA,NA,NA,NA,NA,NA,2.6,193,NA,5.3
2007-03-05T00:00:00Z,2007,64,5.4,7.92,2.080741,NA,NA,NA,NA,NA,NA,2.37,NA,NA,5.1
2007-03-12T00:00:00Z,2007,71,7.02,7.96,1.752564,731,160.24,15,51.1,9.8,20,2.64,192.5,247.8,4.5
2007-03-19T00:00:00Z,2007,78,6.64,7.99,1.670783,NA,NA,NA,NA,NA,NA,2.43,NA,NA,6.3
2007-03-26T00:00:00Z,2007,85,8.72,8.11,1.283142,NA,NA,NA,NA,NA,NA,2.36,195.4,NA,7.3
2007-04-02T00:00:00Z,2007,92,7.17,8.15,1.794421,NA,NA,NA,NA,NA,NA,3.41,NA,NA,6.4
2007-04-09T00:00:00Z,2007,99,6.65,7.8,2.069173,701,146.26,8,43.9,14.16,15,1.95,194.5,243,6.5
2007-04-16T00:00:00Z,2007,106,6.56,7.9,2.016768,NA,NA,NA,NA,NA,NA,2.4,NA,NA,7.4
2007-04-23T00:00:00Z,2007,113,6.46,8.41,2.082043,NA,NA,NA,NA,NA,NA,5.28,147,NA,11
2007-04-30T00:00:00Z,2007,120,6.52,8.37,1.955215,NA,NA,NA,NA,NA,NA,4.9,NA,NA,12.2
2007-05-07T00:00:00Z,2007,127,6.11,8.35,2.071195,NA,NA,NA,NA,NA,NA,5.29,NA,NA,13.5
2007-05-14T00:00:00Z,2007,134,6.24,8.13,1.971474,523,102.47,15,72,14.2,25,5.91,150.5,182.8,14.8
2007-05-21T00:00:00Z,2007,141,6.55,8.29,1.787634,NA,NA,NA,NA,NA,NA,5.09,155,NA,14.7
2007-05-28T00:00:00Z,2007,148,6.23,8.26,1.939165,NA,NA,NA,NA,NA,NA,4.88,NA,NA,14.2
2007-06-04T00:00:00Z,2007,155,6.41,8.68,1.855694,527,104.9,19.2,51.7,9.3,20,3.69,152.1,183.7,17.5
2007-06-11T00:00:00Z,2007,162,7.05,8.5,1.71305,NA,NA,NA,NA,NA,NA,5.03,149.7,NA,17.4
2007-06-18T00:00:00Z,2007,169,6.79,8.06,1.760383,NA,NA,NA,NA,NA,NA,4.4,NA,NA,18.6
2007-06-25T00:00:00Z,2007,176,6.97,8.63,1.68637,NA,NA,NA,NA,NA,NA,4.11,NA,NA,16.9
2007-07-02T00:00:00Z,2007,183,6.89,8.08,1.68926,NA,NA,NA,NA,NA,NA,4.16,NA,NA,19.9
2007-07-09T00:00:00Z,2007,190,6.84,8.26,1.695468,540,108.8,19,70.6,12.7,20,4.28,139.7,169.7,23.4
2007-07-16T00:00:00Z,2007,197,6.62,8.34,1.669486,NA,NA,NA,NA,NA,NA,6,NA,NA,23.6
2007-07-23T00:00:00Z,2007,204,6.57,8.12,1.674125,NA,NA,NA,NA,NA,NA,5.4,141.1,NA,24.2
2007-07-30T00:00:00Z,2007,211,6.59,8.08,1.679666,NA,NA,NA,NA,NA,NA,7.16,NA,NA,24.3
2007-08-06T00:00:00Z,2007,218,7,8.56,1.559143,NA,NA,NA,NA,NA,NA,7.14,NA,NA,21.6
2007-08-13T00:00:00Z,2007,225,7,8.61,1.558857,551,114.83,59,119.4,10.5,50,8.57,129.5,162.39,20.1
2007-08-20T00:00:00Z,2007,232,7.08,8.23,1.549718,NA,NA,NA,NA,NA,NA,8.85,NA,NA,18.5
2007-08-27T00:00:00Z,2007,239,7,8.44,1.579429,NA,NA,NA,NA,NA,NA,5.48,138,NA,16.7
2007-09-03T00:00:00Z,2007,246,6.35,8.5,1.715276,NA,NA,NA,NA,NA,NA,5.75,NA,NA,17.9
2007-09-10T00:00:00Z,2007,253,7.2,8.37,1.464306,540,117.8,38,106,10.1,35,7.36,138.2,171.07,16.7
2007-09-17T00:00:00Z,2007,260,6.3,8.53,1.669206,NA,NA,NA,NA,NA,NA,5.25,NA,NA,13.4
2007-09-24T00:00:00Z,2007,267,6.63,8.36,1.520513,NA,NA,NA,NA,NA,NA,7.57,141,NA,12.7
2007-10-01T00:00:00Z,2007,274,6.6,8.32,1.513182,NA,NA,NA,NA,NA,NA,8.05,NA,NA,11
2007-10-08T00:00:00Z,2007,281,7.03,8.31,1.414509,564,123,18,101,19,25,8.17,146,184.74,9.6
2007-10-15T00:00:00Z,2007,288,6.69,8.33,1.436024,NA,NA,NA,NA,NA,NA,9.53,NA,NA,7.3
2007-10-22T00:00:00Z,2007,295,6.79,8.23,1.388071,NA,NA,NA,NA,NA,NA,8.96,152,NA,7.6
2007-10-29T00:00:00Z,2007,302,6.19,8.24,1.494992,NA,NA,NA,NA,NA,NA,6.64,NA,NA,6.8
2007-11-05T00:00:00Z,2007,309,5.88,8.25,1.543537,NA,NA,NA,NA,NA,NA,10.4,NA,NA,4.1
2007-11-12T00:00:00Z,2007,316,6.08,8.21,1.477467,566,122.9,22.8,122,25,35,11.7,157,202,2.5
2007-11-19T00:00:00Z,2007,323,5.91,8.2,1.486802,NA,NA,NA,NA,NA,NA,23.8,NA,NA,1.5
2007-11-26T00:00:00Z,2007,330,5.99,8.14,1.486144,NA,NA,NA,NA,NA,NA,11.1,163,NA,2.2
2007-12-03T00:00:00Z,2007,337,6.13,8.14,1.491191,NA,NA,NA,NA,NA,NA,7.05,NA,NA,3.9
2007-12-10T00:00:00Z,2007,344,6.3,7.89,1.503016,643,139.2,NA,68,20,25,4.87,178,229,2.7
2007-12-17T00:00:00Z,2007,351,6.1,8,1.572623,NA,NA,NA,NA,NA,NA,3.37,NA,NA,2.3
2007-12-24T00:00:00Z,2007,358,NA,7.95,NA,NA,NA,NA,NA,NA,NA,3.11,NA,NA,NA
2007-12-31T00:00:00Z,2007,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-07T00:00:00Z,2008,7,5.9,7.96,1.738305,NA,NA,NA,NA,NA,NA,2.77,NA,NA,2.7
2008-01-14T00:00:00Z,2008,14,6.1,7.98,1.666066,692,153,27,54,14,15,2.52,195.4,249,2.7
2008-01-21T00:00:00Z,2008,21,5.9,7.95,1.789322,NA,NA,NA,NA,NA,NA,2.77,NA,NA,2.7
2008-01-28T00:00:00Z,2008,28,6.4,7.9,1.630781,NA,NA,NA,NA,NA,NA,2.24,201,NA,3
2008-02-04T00:00:00Z,2008,35,6.4,7.98,1.730937,NA,NA,NA,NA,NA,NA,2.47,NA,NA,2.6
2008-02-11T00:00:00Z,2008,42,6.23,7.96,1.726003,726,159.3,12,51,14,15,2.08,210,265,2.6
2008-02-18T00:00:00Z,2008,49,6.7,7.76,1.658507,NA,NA,NA,NA,NA,NA,1.96,NA,NA,3
2008-02-25T00:00:00Z,2008,56,6.8,7.73,1.608529,NA,NA,NA,NA,NA,NA,2.02,214,NA,3.1
2008-03-03T00:00:00Z,2008,63,6.5,7.67,1.704,NA,NA,NA,NA,NA,NA,2.07,NA,NA,3.3
2008-03-10T00:00:00Z,2008,70,6.7,7.76,1.625672,768,163.6,6,53,21,15,2.03,218,271,3.3
2008-03-17T00:00:00Z,2008,77,6.8,7.66,1.589118,NA,NA,NA,NA,NA,NA,2.23,NA,NA,4.3
2008-03-24T00:00:00Z,2008,84,6.8,7.71,1.592941,NA,NA,NA,NA,NA,NA,2.5,218,NA,4.3
2008-03-31T00:00:00Z,2008,91,6.8,7.77,1.586176,NA,NA,NA,NA,NA,NA,3.27,NA,NA,5.1
2008-04-07T00:00:00Z,2008,98,6.8,7.84,1.541029,NA,NA,NA,NA,NA,NA,4.08,NA,NA,5.5
2008-04-14T00:00:00Z,2008,105,6.6,7.8,1.667424,727,154,30,54,3,30,3.73,219,272.5,6.8
2008-04-21T00:00:00Z,2008,112,5.5,7.95,1.473636,NA,NA,NA,NA,NA,NA,4.2,NA,NA,1.9
2008-04-28T00:00:00Z,2008,119,4.8,8.16,1.741667,NA,NA,NA,NA,NA,NA,4.8,173,NA,4.6
2008-05-05T00:00:00Z,2008,126,5.5,8.24,1.476909,NA,NA,NA,NA,NA,NA,3.73,NA,NA,9.1
2008-05-12T00:00:00Z,2008,133,NA,8.09,NA,565,113.1,15,54,2,15,3.16,175,208,10.7
2008-05-19T00:00:00Z,2008,140,NA,8.09,NA,NA,NA,NA,NA,NA,NA,2.61,NA,NA,14.8
2008-05-26T00:00:00Z,2008,147,NA,8.18,NA,NA,NA,NA,NA,NA,NA,2.29,173,NA,12.8
2008-06-02T00:00:00Z,2008,154,4.4,8.28,1.711136,NA,NA,NA,NA,NA,NA,1.79,NA,NA,16.8
2008-06-09T00:00:00Z,2008,161,4.4,8.28,1.754773,NA,NA,NA,NA,NA,NA,1.92,NA,NA,15.8
2008-06-16T00:00:00Z,2008,168,4.4,8.28,1.6375,544,105.7,6,43,7,15,1.82,168,202.5,10.2
2008-06-23T00:00:00Z,2008,175,4.6,8.29,1.575652,NA,NA,NA,NA,NA,NA,2.31,NA,NA,20.3
2008-06-30T00:00:00Z,2008,182,4.7,8.48,1.562128,NA,NA,NA,NA,NA,NA,4.5,166,NA,20.5
2008-07-07T00:00:00Z,2008,189,4.7,8.31,1.632128,NA,NA,NA,NA,NA,NA,3.07,NA,NA,22.4
2008-07-14T00:00:00Z,2008,196,4.3,8.29,1.679302,525,100.3,11,68,15,15,3.5,164,193.2,21
