"","p.50","Hp.50"
"1",8.78641588737188,5.45651940534015
"2",9.64529572954028,9.74618226049186
"3",9.46844454277875,9.60201380987889
"4",9.73886218825937,9.79011970218372
"5",9.79861278616855,9.87122154309163
"6",9.08789771728243,5.879376993437
"7",10.1271537206368,10.0994583368519
"8",10.0175909543785,10.0449200290983
"9",10.2843197769649,10.3890872413869
"10",8.44354254845512,5.28225771734268
"11",9.19849635813809,9.27002846129177
"12",9.57111377702829,9.39358393941763
"13",9.48874073924608,9.55391333314162
"14",9.58729454338926,9.68198901156824
"15",9.49939422256573,9.49581970065663
"16",10.6278774826573,6.40456162021425
"17",16.9575155263647,16.9123803102165
"18",10.6595610825657,6.43554184791932
"19",16.8318421357801,16.9777491755082
"20",10.5648735703647,6.37582810972853
"21",10.8170662240643,6.45899996134736
"22",17.1173955107152,16.844498627701
"23",10.8825848633203,6.5744875953336
"24",10.7685373390335,6.51069506294362
"25",10.97063111184,6.70236683939508
"26",10.9205115773067,6.60707541675293
"27",14.5530175907708,9.60868760493741
"28",17.1500186481357,17.2220636163863
"29",10.6903302330788,6.50275383464579
"30",17.4531154937794,17.4131338588118
"31",10.9139277247502,6.70915894341765
"32",10.9219579682368,6.76570905062965
"33",10.9539627126708,6.67097367510889
"34",11.1053371630444,6.74695033646551
"35",11.1586676112275,7.00520806305027
"36",17.3314004994335,17.1333697436853
"37",10.9044053132974,6.62796774167829
"38",10.8500551740287,6.60846496331937
"39",11.1505349809268,7.02056533692787
"40",11.0182290924865,6.74518591844372
"41",17.2921180155364,17.2884372985196
"42",11.0863469940122,6.73003007161486
"43",11.1864685893162,6.66196830757541
"44",17.4105086130086,17.3958328892161
"45",11.1009743683816,6.79180820619023
"46",10.9675260792573,6.7832708219075
"47",10.911078643493,6.59747958349659
"48",10.8678134850011,6.72249272834316
"49",11.2581388375582,6.84277941940052
"50",10.9477909716339,6.75204340356843
"51",10.7758991191986,6.54232618678163
"52",10.8120251292358,6.54103244882288
"53",11.060786378489,6.71661917000279
"54",17.4535505521166,17.402319645455
"55",10.9982372522461,6.69579615874204
"56",17.0516533561096,17.2123066954582
"57",17.3427099105865,17.2882418846109
"58",11.002081936668,6.75698408411244
"59",17.6793792678261,17.7330153520078
"60",11.0305593254774,6.78414743689726
"61",10.9443802390978,6.71769998105439
"62",11.5041788090377,7.16807998005812
"63",11.4003041235835,7.04385952871271
"64",17.7101362468341,17.6235809813397
"65",11.3399496241499,6.94536302838763
"66",17.5541724651298,17.6020308594823
"67",17.3371489798937,17.1077990511017
"68",10.901006349054,6.77068189146816
"69",17.4138513431628,17.5009949358972
"70",10.7238908751838,6.48776834159514
"71",10.856103530013,6.49737452559582
"72",10.8238804777807,6.61867201438734
"73",10.8717699440598,6.64215045203102
"74",17.2243556020715,17.0536469583271
"75",11.6968580966241,7.44457664619203
"76",11.857329170615,7.5483048795008
"77",18.0729503158464,18.3364687092535
"78",11.9610365684465,7.78655915146183
"79",17.9293550854083,17.9388118699301
"80",11.1276395829094,6.83535605106777
"81",11.6936731893866,7.36503842630368
"82",11.3242379201426,7.0740483094375
"83",13.6314703043313,8.94651478664563
"84",13.5135999825836,8.76038030668084
"85",13.7106078589129,9.10473919656942
"86",13.6409431775373,9.00321465269309
"87",13.6610963499388,9.03679802191906
"88",13.5547796163885,8.9997893781822
"89",13.6340344546064,8.93501583333629
"90",16.9704892729,11.4809492732381
"91",16.9598043617929,11.5767648286836
"92",17.0509984226651,11.7077769013946
"93",13.5183710125523,8.97233721063819
"94",13.4471108255704,8.94082495336097
"95",16.9450181766604,11.4218080815417
"96",13.6152843136475,9.14189863548349
"97",13.6844335403214,9.17845711867596
"98",13.4720744220146,8.97126895529221
"99",14.4281551469245,9.77628246609741
"100",13.8597971696017,9.42625718155992
"101",20.5387069409624,20.2755188737524
"102",20.750825874268,20.547909971307
"103",18.0407786628979,12.6966044367912
"104",18.1176789508549,12.7201464039882
"105",17.2519453426035,12.1091692735348
"106",14.0778605496646,9.64120264446555
"107",18.0675270534431,12.7273960128802
"108",14.2147345421607,9.56454711795987
"109",18.2180577703721,12.5392130586771
"110",13.5173829228608,9.02144816383558
"111",13.5866103769667,9.07447866528963
"112",20.1357029832093,19.9143341864719
"113",20.3938865912292,20.3222262877084
"114",14.4653079575224,9.72590206114451
