"","p.50","Hp.50"
"115",14.5294854893211,10.0298469523895
"116",18.9277740384053,13.5103262206521
"117",14.3086886707755,9.78126493984309
"118",21.0061061386082,20.8466544576585
"119",14.7396490077955,10.229444217478
"120",14.7039789188179,9.9613916911674
"121",14.6910206772594,9.86604007844745
"122",14.5144043905377,10.0337701793997
"123",21.1228765749632,20.5482065530852
"124",20.7928368799951,20.7012026652173
"125",18.3792569904978,12.7986016316628
"126",20.9650980420104,20.7480336502407
"127",14.3871070730358,9.80197023019626
"128",14.0954824684337,9.56038722585124
"129",18.4172827135437,12.8553406186554
"130",20.6160122399489,20.42928757257
"131",18.6240797634671,13.2355856675617
"132",18.5564363790007,12.9343756365072
"133",20.5155767968676,20.0136583071281
"134",17.3032838897046,12.0802460561707
"135",13.872219852818,9.24707991067618
"136",13.7824979564899,9.15141032270718
"137",28.6041658399607,18.7175920827179
"138",19.5828022497406,12.523519785559
"139",19.7192450025955,12.7619178208254
"140",28.4531105440703,18.3704989062404
"141",17.4258673586006,9.48351164279421
"142",19.358578649994,12.3616273652638
"143",19.4398309729315,12.4569078535393
"144",19.2886009480497,12.2562077178608
"145",28.2448617442266,18.1868151372506
"146",19.402039728337,12.3095947252075
"147",19.3887281805404,12.3157897361687
"148",28.260850157214,18.0699778309625
"149",28.0575605168595,18.0163535748443
"150",28.1295111338423,18.0094661661564
"151",19.2369372936622,12.0316791772601
"152",18.9884527110393,11.9872176117418
"153",17.053272237043,9.15415902316149
"154",19.2296509918731,12.2154107143764
"155",27.7658865723128,17.9386923280169
"156",19.254258213153,12.223175184387
"157",19.2947160143254,12.2272672436523
"158",28.3452984640635,18.2597126147935
"159",27.7442845865386,17.7187518828991
"160",16.771487429503,8.90563939658463
"161",19.170261034339,12.2022706049848
"162",27.8337216683792,17.8590897457837
"163",19.4725022899936,12.4691700740337
"164",19.2620632141642,12.1035235677707
"165",19.3472553210655,12.3072347167237
"166",16.9056751161373,9.09858760290106
"167",17.4316010958855,9.58025901751626
"168",19.1199368150384,12.0649071178459
"169",19.0515715636205,12.0675750661503
"170",17.3264257143497,9.46729161833239
"171",28.2138028940896,18.3405386950996
"172",27.6890671537056,18.0045826815189
"173",27.8949315188199,17.8674536905632
"174",27.7008904119791,18.0111479616497
"175",27.5491243731059,17.9600664730098
"176",28.1928951894098,17.9990717850145
"177",19.1348620519824,11.904603969841
"178",17.4626556789781,9.564406544632
"179",20.0608130268101,12.8865334470937
"180",28.6451556868518,28.8711133097221
"181",28.9592944545421,19.0663283219819
"182",28.9256990011528,19.1135545566895
"183",28.3653430032459,18.3027491653388
"184",19.8436391192459,12.7644419457125
"185",19.257174916746,12.1131798937504
"186",28.2912838764269,18.3282194755534
"187",19.8933868111877,12.8992262604995
"188",19.5373558581607,12.5667115966267
"189",28.5712122234459,28.6375195028733
"190",19.1013572401368,12.3043884564578
"191",18.8734179664331,11.7794820259041
"192",27.7145109963637,17.8672036722547
"193",28.6682913076132,18.7093487823563
"194",28.3972498805497,18.4355302384414
"195",28.3114865496981,18.4852985276473
"196",28.4523695930632,18.8515644699992
"197",28.4611685128961,18.5227334797566
"198",28.4240297004655,18.8781010955458
"199",28.7492999388508,18.7800369937484
