"","date","05JG004.cms","05JG006.cms","05JG013.cms","05JG014.cms","predicted_05JG014.cms","predicted_Ungauged.cms","predicted_05JG004.cms","combined_05JG014.cms","combined_05JG004.cms","percent_Dief.006","percent_Ridge.013","percent_Iskwao.014","percent_Ungauged"
"1",1972-10-01,0.575,0.045,0.007,0,0.1219699,-0.12691291942,0.04705698058,0,0.575,7.82608695652174,1.21739130434783,0,-22.0718120730435
"2",1972-10-02,0.272,0.054,0.007,0,0.1219699,-0.12691291942,0.05605698058,0,0.272,19.8529411764706,2.57352941176471,0,-46.6591615514706
"3",1972-10-03,0.085,0.042,0.008,0,0.1224656,-0.12414381312,0.04832178688,0,0.085,49.4117647058824,9.41176470588235,0,-146.051544847059
"4",1972-10-04,0.048,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.048,87.5,10.4166666666667,0,-275.940603125
"5",1972-10-05,0.014,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.014,300,35.7142857142857,0,-946.082067857143
"6",1972-10-06,0.01,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.01,420,50,0,-1324.514895
"7",1972-10-07,0.009,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.009,466.666666666667,55.5555555555556,0,-1471.68321666667
"8",1972-10-08,0.007,0.04,0.005,0,0.1209785,-0.1324514895,0.0335270105,0,0.007,571.428571428571,71.4285714285714,0,-1892.16413571429
"9",1972-10-09,0.005,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.005,840,100,0,-2649.02979
"10",1972-10-10,0.005,0.04,0.005,0,0.1209785,-0.1324514895,0.0335270105,0,0.005,800,100,0,-2649.02979
"11",1972-10-11,0.003,0.04,0.005,0,0.1209785,-0.1324514895,0.0335270105,0,0.003,1333.33333333333,166.666666666667,0,-4415.04965
"12",1972-10-12,0.001,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.001,4200,500,0,-13245.14895
"13",1972-10-13,0.002,0.042,0.004,0,0.1204828,-0.13522095328,0.03126184672,0,0.002,2100,200,0,-6761.047664
"14",1972-10-14,0.002,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.002,2100,250,0,-6622.574475
"15",1972-10-15,0.002,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0.002,2100,250,0,-6622.574475
"16",1972-10-16,0.001,0.042,0.006,0,0.1214742,-0.12968214488,0.03979205512,0,0.001,4200,600,0,-12968.214488
"17",1972-10-17,0,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0,Inf,Inf,NA,-Inf
"18",1972-10-18,0,0.045,0.005,0,0.1209785,-0.1324514895,0.0385270105,0,0,Inf,Inf,NA,-Inf
"19",1972-10-19,0,0.048,0.005,0,0.1209785,-0.1324514895,0.0415270105,0,0,Inf,Inf,NA,-Inf
"20",1972-10-20,0,0.048,0.005,0,0.1209785,-0.1324514895,0.0415270105,0,0,Inf,Inf,NA,-Inf
"21",1972-10-21,0,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0,Inf,Inf,NA,-Inf
"22",1972-10-22,0,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0,Inf,Inf,NA,-Inf
"23",1972-10-23,0,0.054,0.005,0,0.1209785,-0.1324514895,0.0475270105,0,0,Inf,Inf,NA,-Inf
"24",1972-10-24,0,0.042,0.005,0,0.1209785,-0.1324514895,0.0355270105,0,0,Inf,Inf,NA,-Inf
"25",1972-10-25,0,0.048,0.005,0,0.1209785,-0.1324514895,0.0415270105,0,0,Inf,Inf,NA,-Inf
"26",1972-10-26,0.001,1.53,0.005,0,0.1209785,-0.1324514895,1.5235270105,0,0.001,153000,500,0,-13245.14895
"27",1972-10-27,0.001,3.14,0.005,0,0.1209785,-0.1324514895,3.1335270105,0,0.001,314000,500,0,-13245.14895
"28",1972-10-28,0,3.11,0.006,0,0.1214742,-0.12968214488,3.10779205512,0,0,Inf,Inf,NA,-Inf
"29",1972-10-29,2.05,3.17,0.007,0,0.1219699,-0.12691291942,3.17205698058,0,2.05,154.634146341463,0.341463414634146,0,-6.19087411804878
"30",1972-10-30,4.08,3.11,0.007,0,0.1219699,-0.12691291942,3.11205698058,0,4.08,76.2254901960784,0.17156862745098,0,-3.11061077009804
"31",1972-10-31,3.96,3.14,0.006,0,0.1214742,-0.12968214488,3.13779205512,0,3.96,79.2929292929293,0.151515151515152,0,-3.27480163838384
"32",1972-11-01,4.25,3.14,0.007,NA,0.1219699,-0.12691291942,3.14205698058,0.1219699,4.25,73.8823529411765,0.164705882352941,2.86988,-2.98618633929412
"33",1972-11-02,4.25,3.11,0,NA,0,-0.1463,2.9637,0,4.25,73.1764705882353,0,0,-3.44235294117647
"34",1972-11-03,3.79,3.82,0,NA,0,-0.1463,3.6737,0,3.79,100.791556728232,0,0,-3.86015831134565
"35",1972-11-04,3.94,4.25,0,NA,0,-0.1463,4.1037,0,3.94,107.868020304569,0,0,-3.71319796954315
"36",1972-11-05,4.59,4.25,0,NA,0,-0.1463,4.1037,0,4.59,92.5925925925926,0,0,-3.18736383442266
"37",1972-11-06,4.7,4.25,0,NA,0,-0.1463,4.1037,0,4.7,90.4255319148936,0,0,-3.11276595744681
"38",1972-11-07,4.53,4.25,0,NA,0,-0.1463,4.1037,0,4.53,93.8189845474614,0,0,-3.22958057395144
"39",1972-11-08,4.56,4.25,0,NA,0,-0.1463,4.1037,0,4.56,93.2017543859649,0,0,-3.20833333333333
"40",1972-11-09,4.56,4.25,0,NA,0,-0.1463,4.1037,0,4.56,93.2017543859649,0,0,-3.20833333333333
"41",1972-11-10,4.45,4.25,0,NA,0,-0.1463,4.1037,0,4.45,95.5056179775281,0,0,-3.2876404494382
"42",1972-11-11,4.39,4.25,0,NA,0,-0.1463,4.1037,0,4.39,96.8109339407745,0,0,-3.33257403189066
"43",1972-11-12,4.47,4.25,0,NA,0,-0.1463,4.1037,0,4.47,95.0782997762864,0,0,-3.27293064876958
"44",1972-11-13,3.79,4.25,0,NA,0,-0.1463,4.1037,0,3.79,112.137203166227,0,0,-3.86015831134565
"45",1972-11-14,3.17,4.25,0,NA,0,-0.1463,4.1037,0,3.17,134.069400630915,0,0,-4.61514195583596
"46",1972-11-15,3.96,4.25,0,NA,0,-0.1463,4.1037,0,3.96,107.323232323232,0,0,-3.69444444444444
"47",1972-11-16,5.47,4.25,0,NA,0,-0.1463,4.1037,0,5.47,77.6965265082267,0,0,-2.6745886654479
"48",1972-11-17,4.81,4.25,0,NA,0,-0.1463,4.1037,0,4.81,88.3575883575884,0,0,-3.04158004158004
"49",1972-11-18,4.19,4.25,0,NA,0,-0.1463,4.1037,0,4.19,101.431980906921,0,0,-3.49164677804296
"50",1972-11-19,4.84,4.25,0,NA,0,-0.1463,4.1037,0,4.84,87.8099173553719,0,0,-3.02272727272727
"51",1972-11-20,4.67,3.68,0,NA,0,-0.1463,3.5337,0,4.67,78.8008565310493,0,0,-3.13276231263383
"52",1972-11-21,4.39,2.83,0,NA,0,-0.1463,2.6837,0,4.39,64.4646924829157,0,0,-3.33257403189066
"53",1972-11-22,4.08,2.83,0,NA,0,-0.1463,2.6837,0,4.08,69.3627450980392,0,0,-3.58578431372549
"54",1972-11-23,3.03,2.83,0,NA,0,-0.1463,2.6837,0,3.03,93.3993399339934,0,0,-4.82838283828383
"55",1972-11-24,3.28,1.98,0,NA,0,-0.1463,1.8337,0,3.28,60.3658536585366,0,0,-4.46036585365854
"56",1972-11-25,2.94,1.42,0,NA,0,-0.1463,1.2737,0,2.94,48.2993197278912,0,0,-4.97619047619048
"57",1972-11-26,1.27,1.42,0,NA,0,-0.1463,1.2737,0,1.27,111.811023622047,0,0,-11.5196850393701
"58",1972-11-27,1.06,1.42,0,NA,0,-0.1463,1.2737,0,1.06,133.962264150943,0,0,-13.8018867924528
"59",1972-11-28,0.612,1.42,0,NA,0,-0.1463,1.2737,0,0.612,232.02614379085,0,0,-23.9052287581699
"60",1972-11-29,0.515,1.42,0,NA,0,-0.1463,1.2737,0,0.515,275.728155339806,0,0,-28.4077669902913
"61",1972-11-30,1.71,1.42,0,NA,0,-0.1463,1.2737,0,1.71,83.0409356725146,0,0,-8.55555555555556
"62",1972-12-01,1.79,1.42,0,NA,0,-0.0956,1.3244,0,1.79,79.3296089385475,0,0,-5.34078212290503
"63",1972-12-02,1.71,1.42,0,NA,0,-0.0956,1.3244,0,1.71,83.0409356725146,0,0,-5.5906432748538
"64",1972-12-03,2.12,1.42,0,NA,0,-0.0956,1.3244,0,2.12,66.9811320754717,0,0,-4.50943396226415
"65",1972-12-04,2.66,1.42,0,NA,0,-0.0956,1.3244,0,2.66,53.3834586466165,0,0,-3.59398496240601
"66",1972-12-05,3.82,1.42,0,NA,0,-0.0956,1.3244,0,3.82,37.17277486911,0,0,-2.50261780104712
"67",1972-12-06,4.96,1.42,0,NA,0,-0.0956,1.3244,0,4.96,28.6290322580645,0,0,-1.92741935483871
"68",1972-12-07,6.46,1.42,0,NA,0,-0.0956,1.3244,0,6.46,21.9814241486068,0,0,-1.47987616099071
"69",1972-12-08,6.06,1.42,0,NA,0,-0.0956,1.3244,0,6.06,23.4323432343234,0,0,-1.57755775577558
"70",1972-12-09,4.22,1.42,0,NA,0,-0.0956,1.3244,0,4.22,33.6492890995261,0,0,-2.2654028436019
"71",1972-12-10,3.11,1.42,0,NA,0,-0.0956,1.3244,0,3.11,45.6591639871383,0,0,-3.07395498392283
"72",1972-12-11,2.12,1.42,0,NA,0,-0.0956,1.3244,0,2.12,66.9811320754717,0,0,-4.50943396226415
"73",1972-12-12,2.02,1.42,0,NA,0,-0.0956,1.3244,0,2.02,70.2970297029703,0,0,-4.73267326732673
"74",1972-12-13,2.34,1.42,0,NA,0,-0.0956,1.3244,0,2.34,60.6837606837607,0,0,-4.08547008547009
"75",1972-12-14,0.861,1.42,0,NA,0,-0.0956,1.3244,0,0.861,164.924506387921,0,0,-11.1033681765389
"76",1972-12-15,0.507,1.42,0,NA,0,-0.0956,1.3244,0,0.507,280.078895463511,0,0,-18.8560157790927
"77",1972-12-16,1.63,1.42,0,NA,0,-0.0956,1.3244,0,1.63,87.1165644171779,0,0,-5.86503067484663
"78",1972-12-17,2.51,1.42,0,NA,0,-0.0956,1.3244,0,2.51,56.5737051792829,0,0,-3.80876494023904
"79",1972-12-18,2.51,1.42,0,NA,0,-0.0956,1.3244,0,2.51,56.5737051792829,0,0,-3.80876494023904
"80",1972-12-19,1.83,1.42,0,NA,0,-0.0956,1.3244,0,1.83,77.5956284153005,0,0,-5.224043715847
"81",1972-12-20,1.23,1.42,0,NA,0,-0.0956,1.3244,0,1.23,115.447154471545,0,0,-7.77235772357724
"82",1972-12-21,2.02,1.42,0,NA,0,-0.0956,1.3244,0,2.02,70.2970297029703,0,0,-4.73267326732673
"83",1972-12-22,1.97,1.42,0,NA,0,-0.0956,1.3244,0,1.97,72.0812182741117,0,0,-4.85279187817259
"84",1972-12-23,1.47,1.42,0,NA,0,-0.0956,1.3244,0,1.47,96.5986394557823,0,0,-6.50340136054422
"85",1972-12-24,1.06,1.42,0,NA,0,-0.0956,1.3244,0,1.06,133.962264150943,0,0,-9.0188679245283
"86",1972-12-25,1.04,1.42,0,NA,0,-0.0956,1.3244,0,1.04,136.538461538462,0,0,-9.19230769230769
"87",1972-12-26,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"88",1972-12-27,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"89",1972-12-28,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"90",1972-12-29,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"91",1972-12-30,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"92",1972-12-31,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"93",1973-01-01,1.2,1.42,0,NA,0,-0.0956,1.3244,0,1.2,118.333333333333,0,0,-7.96666666666667
"94",1973-01-02,1.18,1.42,0,NA,0,-0.0956,1.3244,0,1.18,120.338983050847,0,0,-8.10169491525424
"95",1973-01-03,1.16,1.42,0,NA,0,-0.0956,1.3244,0,1.16,122.413793103448,0,0,-8.24137931034483
"96",1973-01-04,1.14,1.42,0,NA,0,-0.0956,1.3244,0,1.14,124.561403508772,0,0,-8.3859649122807
"97",1973-01-05,1.12,1.42,0,NA,0,-0.0956,1.3244,0,1.12,126.785714285714,0,0,-8.53571428571428
"98",1973-01-06,1.09,1.42,0,NA,0,-0.0956,1.3244,0,1.09,130.275229357798,0,0,-8.77064220183486
"99",1973-01-07,1.07,1.42,0,NA,0,-0.0956,1.3244,0,1.07,132.710280373832,0,0,-8.93457943925234
"100",1973-01-08,1.05,1.42,0,NA,0,-0.0956,1.3244,0,1.05,135.238095238095,0,0,-9.1047619047619
"101",1973-01-09,1.05,1.42,0,NA,0,-0.0956,1.3244,0,1.05,135.238095238095,0,0,-9.1047619047619
"102",1973-01-10,1.06,1.42,0,NA,0,-0.0956,1.3244,0,1.06,133.962264150943,0,0,-9.0188679245283
"103",1973-01-11,1.06,1.42,0,NA,0,-0.0956,1.3244,0,1.06,133.962264150943,0,0,-9.0188679245283
"104",1973-01-12,1.06,1.42,0,NA,0,-0.0956,1.3244,0,1.06,133.962264150943,0,0,-9.0188679245283
"105",1973-01-13,1.07,1.42,0,NA,0,-0.0956,1.3244,0,1.07,132.710280373832,0,0,-8.93457943925234
"106",1973-01-14,1.07,1.42,0,NA,0,-0.0956,1.3244,0,1.07,132.710280373832,0,0,-8.93457943925234
"107",1973-01-15,1.07,1.42,0,NA,0,-0.0956,1.3244,0,1.07,132.710280373832,0,0,-8.93457943925234
"108",1973-01-16,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"109",1973-01-17,1.08,1.42,0,NA,0,-0.0956,1.3244,0,1.08,131.481481481481,0,0,-8.85185185185185
"110",1973-01-18,1.09,1.42,0,NA,0,-0.0956,1.3244,0,1.09,130.275229357798,0,0,-8.77064220183486
"111",1973-01-19,1.09,1.42,0,NA,0,-0.0956,1.3244,0,1.09,130.275229357798,0,0,-8.77064220183486
"112",1973-01-20,1.1,1.42,0,NA,0,-0.0956,1.3244,0,1.1,129.090909090909,0,0,-8.69090909090909
"113",1973-01-21,1.1,1.42,0,NA,0,-0.0956,1.3244,0,1.1,129.090909090909,0,0,-8.69090909090909
"114",1973-01-22,1.1,1.42,0,NA,0,-0.0956,1.3244,0,1.1,129.090909090909,0,0,-8.69090909090909
"115",1973-01-23,1.11,1.42,0,NA,0,-0.0956,1.3244,0,1.11,127.927927927928,0,0,-8.61261261261261
"116",1973-01-24,1.11,1.42,0,NA,0,-0.0956,1.3244,0,1.11,127.927927927928,0,0,-8.61261261261261
"117",1973-01-25,1.12,1.42,0,NA,0,-0.0956,1.3244,0,1.12,126.785714285714,0,0,-8.53571428571428
"118",1973-01-26,1.12,1.42,0,NA,0,-0.0956,1.3244,0,1.12,126.785714285714,0,0,-8.53571428571428
"119",1973-01-27,1.12,1.42,0,NA,0,-0.0956,1.3244,0,1.12,126.785714285714,0,0,-8.53571428571428
"120",1973-01-28,1.13,1.42,0,NA,0,-0.0956,1.3244,0,1.13,125.663716814159,0,0,-8.46017699115044
"121",1973-01-29,1.13,1.42,0,NA,0,-0.0956,1.3244,0,1.13,125.663716814159,0,0,-8.46017699115044
"122",1973-01-30,1.14,1.42,0,NA,0,-0.0956,1.3244,0,1.14,124.561403508772,0,0,-8.3859649122807
"123",1973-01-31,1.14,1.42,0,NA,0,-0.0956,1.3244,0,1.14,124.561403508772,0,0,-8.3859649122807
"124",1973-02-01,1.15,1.42,0,NA,0,-0.0956,1.3244,0,1.15,123.478260869565,0,0,-8.31304347826087
"125",1973-02-02,1.15,0.827,0,NA,0,-0.0956,0.7314,0,1.15,71.9130434782609,0,0,-8.31304347826087
"126",1973-02-03,0.869,0.142,0,NA,0,-0.0956,0.0464,0,0.869,16.3406214039125,0,0,-11.0011507479862
"127",1973-02-04,0.159,0.028,0,NA,0,-0.0956,-0.0676,0,0.159,17.6100628930818,0,0,-60.125786163522
"128",1973-02-05,0.005,0.017,0,NA,0,-0.0956,-0.0786,0,0.005,340,0,0,-1912
"129",1973-02-06,0,0.011,0,NA,0,-0.0956,-0.0846,0,0,Inf,NA,NA,-Inf
"130",1973-02-07,0,0.011,0,NA,0,-0.0956,-0.0846,0,0,Inf,NA,NA,-Inf
"131",1973-02-08,0,0.011,0,NA,0,-0.0956,-0.0846,0,0,Inf,NA,NA,-Inf
"132",1973-02-09,0.002,0.011,0,NA,0,-0.0956,-0.0846,0,0.002,550,0,0,-4780
"133",1973-02-10,0.005,0.011,0,NA,0,-0.0956,-0.0846,0,0.005,220,0,0,-1912
"134",1973-02-11,0.008,0.011,0,NA,0,-0.0956,-0.0846,0,0.008,137.5,0,0,-1195
"135",1973-02-12,0.014,0.011,0,NA,0,-0.0956,-0.0846,0,0.014,78.5714285714286,0,0,-682.857142857143
"136",1973-02-13,0.057,0.011,0,NA,0,-0.0956,-0.0846,0,0.057,19.2982456140351,0,0,-167.719298245614
"137",1973-02-14,0.034,0.011,0,NA,0,-0.0956,-0.0846,0,0.034,32.3529411764706,0,0,-281.176470588235
"138",1973-02-15,0.016,0.011,0,NA,0,-0.0956,-0.0846,0,0.016,68.75,0,0,-597.5
"139",1973-02-16,0.013,0.011,0,NA,0,-0.0956,-0.0846,0,0.013,84.6153846153846,0,0,-735.384615384615
"140",1973-02-17,0.012,0.011,0,NA,0,-0.0956,-0.0846,0,0.012,91.6666666666667,0,0,-796.666666666667
"141",1973-02-18,0.011,0.011,0,NA,0,-0.0956,-0.0846,0,0.011,100,0,0,-869.090909090909
"142",1973-02-19,0.012,0.011,0,NA,0,-0.0956,-0.0846,0,0.012,91.6666666666667,0,0,-796.666666666667
"143",1973-02-20,0.014,0.011,0,NA,0,-0.0956,-0.0846,0,0.014,78.5714285714286,0,0,-682.857142857143
"144",1973-02-21,0.016,0.011,0,0,0,-0.0956,-0.0846,0,0.016,68.75,0,0,-597.5
"145",1973-02-22,0.014,0.011,0,0,0,-0.0956,-0.0846,0,0.014,78.5714285714286,0,0,-682.857142857143
"146",1973-02-23,0.008,0.011,0,0,0,-0.0956,-0.0846,0,0.008,137.5,0,0,-1195
"147",1973-02-24,0.007,0.011,0,0,0,-0.0956,-0.0846,0,0.007,157.142857142857,0,0,-1365.71428571429
"148",1973-02-25,0.005,0.011,0,0,0,-0.0956,-0.0846,0,0.005,220,0,0,-1912
"149",1973-02-26,0.003,0.011,0,0,0,-0.0956,-0.0846,0,0.003,366.666666666667,0,0,-3186.66666666667
"150",1973-02-27,0.001,0.011,0,0,0,-0.0956,-0.0846,0,0.001,1100,0,0,-9560
"151",1973-02-28,0.001,0.011,0,0,0,-0.0956,-0.0846,0,0.001,1100,0,0,-9560
"152",1973-03-01,0.001,0.011,0,0,0,-0.0956,-0.0846,0,0.001,1100,0,0,-9560
"153",1973-03-02,0.002,0.011,0,0,0,-0.0956,-0.0846,0,0.002,550,0,0,-4780
"154",1973-03-03,0.001,0.011,0,0,0,-0.0956,-0.0846,0,0.001,1100,0,0,-9560
"155",1973-03-04,0.002,0.011,0,0,0,-0.0956,-0.0846,0,0.002,550,0,0,-4780
"156",1973-03-05,0.004,0.011,0,0,0,-0.0956,-0.0846,0,0.004,275,0,0,-2390
"157",1973-03-06,0.008,0.011,0,0,0,-0.0956,-0.0846,0,0.008,137.5,0,0,-1195
"158",1973-03-07,0.436,0.011,0,0,0,-0.0956,-0.0846,0,0.436,2.52293577981651,0,0,-21.9266055045872
"159",1973-03-08,0.082,0.011,0.001,0,0.0135500091449568,-0.09435130298708,-0.0688012938421232,0,0.082,13.4146341463415,1.21951219512195,0,-115.06256461839
"160",1973-03-09,0.326,0.011,0.003,0.016,0.022305373589987,-0.09185572665116,-0.055550353061173,0.016,0.326,3.37423312883436,0.920245398773006,4.9079754601227,-28.176603267227
"161",1973-03-10,1.11,0.011,0.467,0.127,0.220297037563453,0.42291790351396,1.12121494107741,0.127,1.11,0.990990990990991,42.0720720720721,11.4414414414414,38.1007120282847
"162",1973-03-11,2.77,0.011,2.42,0.057,0.464704223764764,1.33559934496,4.23130356872476,0.057,2.77,0.397111913357401,87.3646209386281,2.05776173285199,48.2165828505415
"163",1973-03-12,2,0.011,1.63,0.088,0.388426726183725,1.19118255124,3.22060927742372,0.088,2,0.55,81.5,4.4,59.559127562
"164",1973-03-13,1.24,0.011,1.28,0.17,0.34808134750708,1.03378000384,2.67286135134708,0.17,1.24,0.887096774193548,103.225806451613,13.7096774193548,83.3693551483871
"165",1973-03-14,1.27,0.011,0.385,0.142,0.201819497864397,0.341090125795,0.938909623659397,0.142,1.27,0.866141732283465,30.3149606299213,11.1811023622047,26.8574902200787
"166",1973-03-15,1.29,0.011,0.538,0.11,0.234906755659198,0.49067238166624,1.27457913732544,0.11,1.29,0.852713178294574,41.7054263565892,8.52713178294574,38.0366187338171
"167",1973-03-16,1.31,0.011,0.518,0.147,0.230903757531553,0.47187560246944,1.23177936000099,0.147,1.31,0.839694656488549,39.5419847328244,11.2213740458015,36.0210383564458
"168",1973-03-17,1.09,0.014,0.688,0.193,0.262635520662325,0.62449630388224,1.58913182454456,0.193,1.09,1.28440366972477,63.1192660550459,17.7064220183486,57.2932388882789
"169",1973-03-18,0.858,0.014,0.677,0.218,0.260721993008925,0.61510824343036,1.56683023643929,0.218,0.858,1.63170163170163,78.9044289044289,25.4079254079254,71.6909374627459
"170",1973-03-19,0.631,0.014,0.595,0.105,0.245888340363337,0.543006956785,1.39789529714834,0.105,0.631,2.21870047543582,94.2947702060222,16.6402535657686,86.0549852274168
"171",1973-03-20,0.844,0.014,0.476,0.091,0.222213204736069,0.43166489627392,1.14387810100999,0.091,0.844,1.65876777251185,56.3981042654028,10.781990521327,51.1451298902749
"172",1973-03-21,1.06,0.014,0.413,0.04,0.208351257872752,0.36946474236124,1.00481600023399,0.04,1.06,1.32075471698113,38.9622641509434,3.77358490566038,34.8551643737019
"173",1973-03-22,1.27,0.014,0.292,0.017,0.178026145140767,0.24359467837696,0.727620823517727,0.017,1.27,1.10236220472441,22.992125984252,1.33858267716535,19.1806833367685
"174",1973-03-23,1.16,0.014,0.195,0.01,0.148227331946957,0.136529225185,0.493756557131957,0.01,1.16,1.20689655172414,16.8103448275862,0.862068965517242,11.7697607918103
"175",1973-03-24,1.05,0.014,0.173,0.007,0.140391594091147,0.11147540910364,0.438867003194787,0.007,1.05,1.33333333333333,16.4761904761905,0.666666666666667,10.6167056289181
"176",1973-03-25,0.943,0.014,0.21,0.004,0.153295879817215,0.15344735212,0.530743231937216,0.004,0.943,1.48462354188759,22.2693531283139,0.424178154825027,16.2722536712619
"177",1973-03-26,0.835,0.014,0.144,0.003,0.129178028165457,0.07801157091328,0.365189599078737,0.003,0.835,1.67664670658683,17.2455089820359,0.359281437125749,9.34270310338683
"178",1973-03-27,0.728,0.014,0.091,0.002,0.104895454250123,0.01555959313732,0.225455047387443,0.002,0.728,1.92307692307692,12.5,0.274725274725275,2.13730674963187
"179",1973-03-28,0.62,0.773,0.085,0.001,0.101699063779044,0.00838375949500002,0.968082823274044,0.001,0.62,124.677419354839,13.7096774193548,0.161290322580645,1.3522192733871
"180",1973-03-29,0.396,1.42,0.065,0,0.0900447461823919,-0.015691626845,1.55935311933739,0,0.396,358.585858585859,16.4141414141414,0,-3.96253203156566
"181",1973-03-30,0.391,2.18,0.065,0,0.0900447461823919,-0.015691626845,2.31935311933739,0,0.391,557.544757033248,16.6240409207161,0,-4.01320379667519
"182",1973-03-31,1.24,2.83,0.088,0,0.103312144541306,0.01197437261824,3.03328651715955,0,1.24,228.225806451613,7.09677419354839,0,0.965675211148388
"183",1973-04-01,3.37,2.83,0.13,0,0.182941,0.212793098,3.355734098,0,3.37,83.9762611275964,3.85756676557863,0,6.31433525222552
"184",1973-04-02,5.8,2.83,0.125,0,0.1804625,0.1990190625,3.3344815625,0,5.8,48.7931034482759,2.1551724137931,0,3.43136314655172
"185",1973-04-03,6.14,4.42,0.113,0,0.1745141,0.16594922298,4.87346332298,0,6.14,71.9869706840391,1.84039087947883,0,2.70275607459283
"186",1973-04-04,7.05,4.98,0.099,0,0.1675743,0.12734605642,5.37392035642,0,7.05,70.6382978723404,1.40425531914894,0,1.80632704141844
"187",1973-04-05,6,5.78,0.059,0,0.1477463,0.01692260202,6.00366890202,0,6,96.3333333333333,0.983333333333333,0,0.282043367
"188",1973-04-06,5.69,5.78,0.048,0,0.1422936,-0.01347727232,5.95681632768,0,5.69,101.581722319859,0.843585237258348,0,-0.23685891599297
"189",1973-04-07,5.69,5.8,0.045,0,0.1408065,-0.0217706495,5.9640358505,0,5.69,101.933216168717,0.790861159929701,0,-0.382612469244288
"190",1973-04-08,5.69,5.8,0.04,0,0.138328,-0.035595328,5.942732672,0,5.69,101.933216168717,0.70298769771529,0,-0.625576942003515
"191",1973-04-09,5.69,5.8,0.037,0,0.1368409,-0.04389156502,5.92994933498,0,5.69,101.933216168717,0.650263620386643,0,-0.771380756063269
"192",1973-04-10,5.72,5.8,0.031,0,0.1338667,-0.06048725638,5.90437944362,0,5.72,101.398601398601,0.541958041958042,0,-1.05746951713287
"193",1973-04-11,5.72,5.83,0.024,0,0.1303968,-0.07985431808,5.90454248192,0,5.72,101.923076923077,0.41958041958042,0,-1.39605451188811
"194",1973-04-12,5.66,5.83,0.034,0,0.1353538,-0.05218887448,5.94716492552,0,5.66,103.003533568905,0.600706713780919,0,-0.922064920141343
"195",1973-04-13,5.75,5.8,0.034,0,0.1353538,-0.05218887448,5.91716492552,0,5.75,100.869565217391,0.591304347826087,0,-0.907632599652174
"196",1973-04-14,6.03,5.8,0.051,0,0.1437807,-0.00518496758000003,5.98959573242,0,6.03,96.1857379767827,0.845771144278607,0,-0.0859861953565511
"197",1973-04-15,5.95,5.75,0.059,0,0.1477463,0.01692260202,5.97366890202,0,5.95,96.6386554621849,0.991596638655462,0,0.284413479327731
"198",1973-04-16,5.8,5.72,0.068,0,0.1522076,0.04178450208,5.98199210208,0,5.8,98.6206896551724,1.17241379310345,0,0.720422449655173
"199",1973-04-17,5.86,5.69,0.062,0,0.1492334,0.02521097448,5.92644437448,0,5.86,97.098976109215,1.0580204778157,0,0.430221407508532
"200",1973-04-18,5.78,5.66,0.062,0,0.1492334,0.02521097448,5.89644437448,0,5.78,97.9238754325259,1.07266435986159,0,0.436176029065744
"201",1973-04-19,5.86,5.69,0.068,0,0.1522076,0.04178450208,5.95199210208,0,5.86,97.098976109215,1.16040955631399,0,0.713046110580205
"202",1973-04-20,5.95,5.72,0.105,0,0.1705485,0.1438931305,6.1394416305,0,5.95,96.1344537815126,1.76470588235294,0,2.41837194117647
"203",1973-04-21,5.95,5.66,0.093,0,0.1646001,0.11079469258,6.02839479258,0,5.95,95.1260504201681,1.56302521008403,0,1.86209567361345
"204",1973-04-22,5.83,5.66,0.105,0.005,0.1705485,0.1438931305,6.0794416305,0.005,5.83,97.0840480274443,1.80102915951973,0.0857632933104631,2.46814975128645
"205",1973-04-23,5.78,5.66,0.116,0.009,0.1760012,0.17421829152,6.12621949152,0.009,5.78,97.9238754325259,2.00692041522491,0.155709342560554,3.01415729273356
"206",1973-04-24,5.8,5.69,0.099,0.006,0.1675743,0.12734605642,6.08392035642,0.006,5.8,98.1034482758621,1.70689655172414,0.103448275862069,2.19562166241379
