 ID,PARAM,Date,Level,SYM
05JG013,2,2011/03/01,,
05JG013,2,2011/03/02,,
05JG013,2,2011/03/03,,
05JG013,2,2011/03/04,0.857,A
05JG013,2,2011/03/05,0.849,
05JG013,2,2011/03/06,0.826,
05JG013,2,2011/03/07,0.806,
05JG013,2,2011/03/08,0.806,
05JG013,2,2011/03/09,0.809,
05JG013,2,2011/03/10,0.808,
05JG013,2,2011/03/11,0.804,
05JG013,2,2011/03/12,0.802,
05JG013,2,2011/03/13,0.803,
05JG013,2,2011/03/14,0.803,
05JG013,2,2011/03/15,0.812,
05JG013,2,2011/03/16,0.889,
05JG013,2,2011/03/17,0.907,
05JG013,2,2011/03/18,0.897,
05JG013,2,2011/03/19,0.923,
05JG013,2,2011/03/20,0.904,
05JG013,2,2011/03/21,0.867,
05JG013,2,2011/03/22,0.858,
05JG013,2,2011/03/23,0.851,
05JG013,2,2011/03/24,0.836,
05JG013,2,2011/03/25,0.836,
05JG013,2,2011/03/26,0.826,
05JG013,2,2011/03/27,0.825,
05JG013,2,2011/03/28,0.825,
05JG013,2,2011/03/29,0.824,
05JG013,2,2011/03/30,0.828,
05JG013,2,2011/03/31,0.893,
05JG013,2,2011/04/01,1.077,
05JG013,2,2011/04/02,1.147,
05JG013,2,2011/04/03,1.207,
05JG013,2,2011/04/04,1.243,
05JG013,2,2011/04/05,1.415,
05JG013,2,2011/04/06,1.747,
05JG013,2,2011/04/07,1.969,
05JG013,2,2011/04/08,2.031,
05JG013,2,2011/04/09,2.019,
05JG013,2,2011/04/10,2.044,
05JG013,2,2011/04/11,2.027,
05JG013,2,2011/04/12,1.98,
05JG013,2,2011/04/13,1.903,
05JG013,2,2011/04/14,1.747,
05JG013,2,2011/04/15,1.376,
05JG013,2,2011/04/16,1.29,
05JG013,2,2011/04/17,1.234,
05JG013,2,2011/04/18,1.198,
05JG013,2,2011/04/19,1.177,
05JG013,2,2011/04/20,1.147,
05JG013,2,2011/04/21,1.114,
05JG013,2,2011/04/22,1.084,
05JG013,2,2011/04/23,1.06,
05JG013,2,2011/04/24,1.041,
05JG013,2,2011/04/25,1.023,
05JG013,2,2011/04/26,1.009,
05JG013,2,2011/04/27,0.997,
05JG013,2,2011/04/28,0.986,
05JG013,2,2011/04/29,0.975,
05JG013,2,2011/04/30,0.964,
05JG013,2,2011/05/01,0.948,
05JG013,2,2011/05/02,0.938,
05JG013,2,2011/05/03,0.932,
05JG013,2,2011/05/04,0.931,
05JG013,2,2011/05/05,0.922,
05JG013,2,2011/05/06,0.916,
05JG013,2,2011/05/07,0.907,
05JG013,2,2011/05/08,0.912,
05JG013,2,2011/05/09,0.901,
05JG013,2,2011/05/10,0.896,
05JG013,2,2011/05/11,0.894,
05JG013,2,2011/05/12,0.887,
05JG013,2,2011/05/13,0.88,
05JG013,2,2011/05/14,0.873,
05JG013,2,2011/05/15,0.867,
05JG013,2,2011/05/16,0.86,
05JG013,2,2011/05/17,0.867,
05JG013,2,2011/05/18,0.879,
05JG013,2,2011/05/19,0.862,
05JG013,2,2011/05/20,0.858,
05JG013,2,2011/05/21,0.864,
05JG013,2,2011/05/22,0.872,
05JG013,2,2011/05/23,0.878,
05JG013,2,2011/05/24,0.903,
05JG013,2,2011/05/25,0.893,
05JG013,2,2011/05/26,0.882,
05JG013,2,2011/05/27,0.891,
05JG013,2,2011/05/28,0.909,
05JG013,2,2011/05/29,0.894,
05JG013,2,2011/05/30,0.885,
05JG013,2,2011/05/31,0.886,
05JG013,2,2011/06/01,0.87,
05JG013,2,2011/06/02,0.866,
05JG013,2,2011/06/03,0.869,
05JG013,2,2011/06/04,0.862,
05JG013,2,2011/06/05,0.852,
05JG013,2,2011/06/06,0.849,
05JG013,2,2011/06/07,0.847,
05JG013,2,2011/06/08,0.846,
05JG013,2,2011/06/09,0.838,
05JG013,2,2011/06/10,0.837,
05JG013,2,2011/06/11,0.834,
05JG013,2,2011/06/12,0.828,
05JG013,2,2011/06/13,0.827,
05JG013,2,2011/06/14,0.83,
05JG013,2,2011/06/15,0.842,
05JG013,2,2011/06/16,0.85,
05JG013,2,2011/06/17,0.891,
05JG013,2,2011/06/18,0.991,
05JG013,2,2011/06/19,1.005,
05JG013,2,2011/06/20,1.014,
05JG013,2,2011/06/21,0.978,
05JG013,2,2011/06/22,0.975,
05JG013,2,2011/06/23,1.021,
05JG013,2,2011/06/24,1.024,
05JG013,2,2011/06/25,0.993,
05JG013,2,2011/06/26,0.969,
05JG013,2,2011/06/27,0.949,
05JG013,2,2011/06/28,0.921,
05JG013,2,2011/06/29,0.906,
05JG013,2,2011/06/30,0.882,
05JG013,2,2011/07/01,0.87,
05JG013,2,2011/07/02,0.861,
05JG013,2,2011/07/03,0.848,
05JG013,2,2011/07/04,0.846,
05JG013,2,2011/07/05,0.838,
05JG013,2,2011/07/06,0.831,
05JG013,2,2011/07/07,0.822,
05JG013,2,2011/07/08,0.822,
05JG013,2,2011/07/09,0.814,
05JG013,2,2011/07/10,0.812,
05JG013,2,2011/07/11,0.815,
05JG013,2,2011/07/12,0.809,
05JG013,2,2011/07/13,0.811,
05JG013,2,2011/07/14,0.825,
05JG013,2,2011/07/15,0.812,
05JG013,2,2011/07/16,0.809,
05JG013,2,2011/07/17,0.805,
05JG013,2,2011/07/18,0.804,
05JG013,2,2011/07/19,0.811,
05JG013,2,2011/07/20,0.818,
05JG013,2,2011/07/21,0.816,
05JG013,2,2011/07/22,0.811,
05JG013,2,2011/07/23,0.815,
05JG013,2,2011/07/24,0.811,
05JG013,2,2011/07/25,0.801,
05JG013,2,2011/07/26,0.804,
05JG013,2,2011/07/27,0.813,
05JG013,2,2011/07/28,0.809,
05JG013,2,2011/07/29,0.798,
05JG013,2,2011/07/30,0.796,
05JG013,2,2011/07/31,0.801,
05JG013,2,2011/08/01,0.806,
05JG013,2,2011/08/02,0.791,
05JG013,2,2011/08/03,0.788,
05JG013,2,2011/08/04,0.786,
05JG013,2,2011/08/05,0.79,
05JG013,2,2011/08/06,0.797,
05JG013,2,2011/08/07,0.801,
05JG013,2,2011/08/08,0.797,
05JG013,2,2011/08/09,0.804,
05JG013,2,2011/08/10,0.804,
05JG013,2,2011/08/11,0.799,
05JG013,2,2011/08/12,0.802,
05JG013,2,2011/08/13,0.802,
05JG013,2,2011/08/14,0.796,
05JG013,2,2011/08/15,0.798,
05JG013,2,2011/08/16,0.796,
05JG013,2,2011/08/17,0.811,
05JG013,2,2011/08/18,0.817,
05JG013,2,2011/08/19,0.802,
05JG013,2,2011/08/20,0.812,
05JG013,2,2011/08/21,0.808,
05JG013,2,2011/08/22,0.796,
05JG013,2,2011/08/23,0.781,
05JG013,2,2011/08/24,0.782,
05JG013,2,2011/08/25,0.786,
05JG013,2,2011/08/26,0.793,
05JG013,2,2011/08/27,0.793,A
05JG013,2,2011/08/28,0.8,A
05JG013,2,2011/08/29,0.798,
05JG013,2,2011/08/30,0.792,
05JG013,2,2011/08/31,0.811,
05JG013,2,2011/09/01,0.845,
05JG013,2,2011/09/02,0.807,
05JG013,2,2011/09/03,0.838,
05JG013,2,2011/09/04,0.798,
05JG013,2,2011/09/05,0.78,
05JG013,2,2011/09/06,0.781,
05JG013,2,2011/09/07,0.81,
05JG013,2,2011/09/08,0.799,
05JG013,2,2011/09/09,0.787,
05JG013,2,2011/09/10,0.795,
05JG013,2,2011/09/11,0.799,
05JG013,2,2011/09/12,0.802,
05JG013,2,2011/09/13,0.803,
05JG013,2,2011/09/14,0.806,
05JG013,2,2011/09/15,0.805,
05JG013,2,2011/09/16,0.809,
05JG013,2,2011/09/17,0.812,
05JG013,2,2011/09/18,0.813,
05JG013,2,2011/09/19,0.813,
05JG013,2,2011/09/20,0.822,
05JG013,2,2011/09/21,0.818,
05JG013,2,2011/09/22,0.816,
05JG013,2,2011/09/23,0.819,
05JG013,2,2011/09/24,0.814,
05JG013,2,2011/09/25,0.818,
05JG013,2,2011/09/26,0.814,
05JG013,2,2011/09/27,0.81,
05JG013,2,2011/09/28,0.814,
05JG013,2,2011/09/29,0.812,
05JG013,2,2011/09/30,0.813,
05JG013,2,2011/10/01,0.815,
05JG013,2,2011/10/02,0.817,
05JG013,2,2011/10/03,0.818,
05JG013,2,2011/10/04,0.818,
05JG013,2,2011/10/05,0.82,
05JG013,2,2011/10/06,0.818,
05JG013,2,2011/10/07,0.816,
05JG013,2,2011/10/08,0.836,
05JG013,2,2011/10/09,0.834,
05JG013,2,2011/10/10,0.83,
05JG013,2,2011/10/11,0.826,
05JG013,2,2011/10/12,0.825,
05JG013,2,2011/10/13,0.828,
05JG013,2,2011/10/14,0.829,
05JG013,2,2011/10/15,0.827,
05JG013,2,2011/10/16,0.828,
05JG013,2,2011/10/17,0.832,
05JG013,2,2011/10/18,0.829,
05JG013,2,2011/10/19,0.828,
05JG013,2,2011/10/20,0.83,
05JG013,2,2011/10/21,0.83,
05JG013,2,2011/10/22,0.826,
05JG013,2,2011/10/23,0.828,
05JG013,2,2011/10/24,0.829,
05JG013,2,2011/10/25,0.828,
05JG013,2,2011/10/26,0.831,
05JG013,2,2011/10/27,0.83,
05JG013,2,2011/10/28,0.831,
05JG013,2,2011/10/29,0.831,
05JG013,2,2011/10/30,0.835,
05JG013,2,2011/10/31,0.835,
05JG013,2,2011/11/01,,
05JG013,2,2011/11/02,,
05JG013,2,2011/11/03,,
05JG013,2,2011/11/04,,
05JG013,2,2011/11/05,,
05JG013,2,2011/11/06,,
05JG013,2,2011/11/07,,
05JG013,2,2011/11/08,,
05JG013,2,2011/11/09,,
05JG013,2,2011/11/10,,
05JG013,2,2011/11/11,,
05JG013,2,2011/11/12,,
05JG013,2,2011/11/13,,
05JG013,2,2011/11/14,,
05JG013,2,2011/11/15,,
05JG013,2,2011/11/16,,
05JG013,2,2011/11/17,,
05JG013,2,2011/11/18,,
