site,parameter,unit,date_ymd,result
Eyebrow Lake,Bicarbonate,mg/L,1981-05-11,188
Eyebrow Lake,Bicarbonate,mg/L,1981-07-21,178
Eyebrow Lake,Bicarbonate,mg/L,1981-09-15,179
Eyebrow Lake,Bicarbonate,mg/L,1981-11-17,196
Eyebrow Lake,Bicarbonate,mg/L,1982-02-23,201
Eyebrow Lake,Bicarbonate,mg/L,1982-03-23,245
Eyebrow Lake,Bicarbonate,mg/L,1982-05-25,583
Eyebrow Lake,Bicarbonate,mg/L,1982-07-20,NA
Eyebrow Lake,Bicarbonate,mg/L,1982-10-12,181
Eyebrow Lake,Bicarbonate,mg/L,1983-02-15,210
Eyebrow Lake,Bicarbonate,mg/L,1983-05-31,177
Eyebrow Lake,Bicarbonate,mg/L,1983-07-11,147
Eyebrow Lake,Bicarbonate,mg/L,1984-03-20,140
Eyebrow Lake,Bicarbonate,mg/L,1988-10-17,208.62
Eyebrow Lake,Bicarbonate,mg/L,1989-03-14,222
Eyebrow Lake,Bicarbonate,mg/L,1989-06-19,207
Eyebrow Lake,Bicarbonate,mg/L,1989-07-24,206
Eyebrow Lake,Bicarbonate,mg/L,1989-08-14,200
Eyebrow Lake,Bicarbonate,mg/L,1989-10-30,198
Eyebrow Lake,Bicarbonate,mg/L,1990-02-26,227
Eyebrow Lake,Bicarbonate,mg/L,1990-05-01,181
Eyebrow Lake,Bicarbonate,mg/L,1990-06-04,178
Eyebrow Lake,Bicarbonate,mg/L,1990-07-09,185
Eyebrow Lake,Bicarbonate,mg/L,1990-08-20,178
Eyebrow Lake,Bicarbonate,mg/L,1991-03-13,188
Eyebrow Lake,Bicarbonate,mg/L,1991-04-23,162
Eyebrow Lake,Bicarbonate,mg/L,1991-08-20,182
Eyebrow Lake,Bicarbonate,mg/L,1991-12-05,189
Eyebrow Lake,Bicarbonate,mg/L,1992-04-28,179
Eyebrow Lake,Bicarbonate,mg/L,1992-07-27,185
Eyebrow Lake,Bicarbonate,mg/L,1992-09-22,193
Eyebrow Lake,Bicarbonate,mg/L,1992-12-14,204
Eyebrow Lake,Bicarbonate,mg/L,1993-05-01,193
Eyebrow Lake,Bicarbonate,mg/L,1994-05-09,468
Eyebrow Lake,Bicarbonate,mg/L,1995-05-15,210
Eyebrow Lake,Bicarbonate,mg/L,1995-10-23,196
Eyebrow Lake,Bicarbonate,mg/L,1996-05-27,537.5
Eyebrow Lake,Bicarbonate,mg/L,1996-10-21,193
Eyebrow Lake,Bicarbonate,mg/L,1997-05-12,389
Eyebrow Lake,Bicarbonate,mg/L,1997-08-18,174
Eyebrow Lake,Bicarbonate,mg/L,1998-06-01,182
Eyebrow Lake,Bicarbonate,mg/L,1999-07-19,200
Eyebrow Lake,Bicarbonate,mg/L,2000-05-08,185
Eyebrow Lake,Bicarbonate,mg/L,2000-07-10,NA
Eyebrow Lake,Bicarbonate,mg/L,2000-10-02,197
Eyebrow Lake,Bicarbonate,mg/L,2001-05-28,187
Eyebrow Lake,Bicarbonate,mg/L,2001-08-13,188
Eyebrow Lake,Bicarbonate,mg/L,2001-10-15,190
Eyebrow Lake,Bicarbonate,mg/L,2002-05-13,191
Eyebrow Lake,Bicarbonate,mg/L,2004-06-14,193.1
Eyebrow Lake,Bicarbonate,mg/L,2005-05-16,182.33
Eyebrow Lake,Bicarbonate,mg/L,2006-06-19,199.6
Eyebrow Lake,Bicarbonate,mg/L,2007-06-11,199.06
Eyebrow Lake,Bicarbonate,mg/L,2008-05-26,200
Eyebrow Lake,Bicarbonate,mg/L,2009-04-20,186.5
Eyebrow Lake,Bicarbonate,mg/L,2009-05-26,200.5
Eyebrow Lake,Bicarbonate,mg/L,2009-09-21,195.3
Eyebrow Lake,Bicarbonate,mg/L,2010-06-01,331.1
Eyebrow Lake,Bicarbonate,mg/L,2012-06-19,216.1
Eyebrow Lake,Bicarbonate,mg/L,2013-07-16,179
Eyebrow Lake,Bicarbonate,mg/L,2013-09-24,184
Eyebrow Lake,Bicarbonate,mg/L,1996-10-21,NA
Eyebrow Lake,Bromide,mg/L,1980-02-11,NA
Eyebrow Lake,Bromide,mg/L,1980-02-26,NA
Eyebrow Lake,Bromide,mg/L,1980-04-14,NA
Eyebrow Lake,Bromide,mg/L,1980-05-12,NA
Eyebrow Lake,Bromide,mg/L,1980-06-10,NA
Eyebrow Lake,Bromide,mg/L,1980-07-16,NA
Eyebrow Lake,Bromide,mg/L,1980-09-16,NA
Eyebrow Lake,Bromide,mg/L,1980-11-12,NA
Eyebrow Lake,Bromide,mg/L,1981-01-20,NA
Eyebrow Lake,Bromide,mg/L,1981-03-10,NA
Eyebrow Lake,Bromide,mg/L,1981-05-11,NA
Eyebrow Lake,Bromide,mg/L,1981-07-21,NA
Eyebrow Lake,Bromide,mg/L,1981-09-15,NA
Eyebrow Lake,Bromide,mg/L,1981-11-17,NA
Eyebrow Lake,Bromide,mg/L,1982-02-23,NA
Eyebrow Lake,Bromide,mg/L,1982-03-23,NA
Eyebrow Lake,Bromide,mg/L,1982-05-25,NA
Eyebrow Lake,Bromide,mg/L,1982-07-20,NA
Eyebrow Lake,Bromide,mg/L,1982-10-12,NA
Eyebrow Lake,Bromide,mg/L,1983-02-15,NA
Eyebrow Lake,Bromide,mg/L,1983-05-31,NA
Eyebrow Lake,Bromide,mg/L,1983-07-11,NA
Eyebrow Lake,Bromide,mg/L,1984-03-20,NA
Eyebrow Lake,Bromide,mg/L,1988-10-17,NA
Eyebrow Lake,Bromide,mg/L,1989-03-14,NA
Eyebrow Lake,Bromide,mg/L,1989-06-19,NA
Eyebrow Lake,Bromide,mg/L,1989-07-24,NA
Eyebrow Lake,Bromide,mg/L,1989-08-14,NA
Eyebrow Lake,Bromide,mg/L,1989-10-30,NA
Eyebrow Lake,Bromide,mg/L,1990-02-26,NA
Eyebrow Lake,Bromide,mg/L,1990-05-01,NA
Eyebrow Lake,Bromide,mg/L,1990-06-04,NA
Eyebrow Lake,Bromide,mg/L,1990-07-09,NA
Eyebrow Lake,Bromide,mg/L,1990-08-20,NA
Eyebrow Lake,Bromide,mg/L,1991-03-13,NA
Eyebrow Lake,Bromide,mg/L,1991-04-23,NA
Eyebrow Lake,Bromide,mg/L,1991-08-20,NA
Eyebrow Lake,Bromide,mg/L,1991-12-05,NA
Eyebrow Lake,Bromide,mg/L,1992-04-28,NA
Eyebrow Lake,Bromide,mg/L,1992-07-27,NA
Eyebrow Lake,Bromide,mg/L,1992-09-22,NA
Eyebrow Lake,Bromide,mg/L,1992-12-14,NA
Eyebrow Lake,Bromide,mg/L,1993-05-01,NA
Eyebrow Lake,Bromide,mg/L,1994-05-09,NA
Eyebrow Lake,Bromide,mg/L,1995-05-15,NA
Eyebrow Lake,Bromide,mg/L,1995-10-23,NA
Eyebrow Lake,Bromide,mg/L,1996-05-27,NA
Eyebrow Lake,Bromide,mg/L,1996-10-21,NA
Eyebrow Lake,Bromide,mg/L,1997-05-12,NA
Eyebrow Lake,Bromide,mg/L,1997-08-18,NA
Eyebrow Lake,Bromide,mg/L,1998-06-01,NA
Eyebrow Lake,Bromide,mg/L,1999-07-19,NA
Eyebrow Lake,Bromide,mg/L,2000-05-08,NA
Eyebrow Lake,Bromide,mg/L,2000-07-10,NA
Eyebrow Lake,Bromide,mg/L,2000-10-02,NA
Eyebrow Lake,Bromide,mg/L,2001-05-28,NA
Eyebrow Lake,Bromide,mg/L,2001-08-13,NA
Eyebrow Lake,Bromide,mg/L,2001-10-15,NA
Eyebrow Lake,Bromide,mg/L,2002-05-13,NA
Eyebrow Lake,Bromide,mg/L,2004-06-14,NA
Eyebrow Lake,Bromide,mg/L,2005-05-16,NA
Eyebrow Lake,Bromide,mg/L,2006-06-19,NA
Eyebrow Lake,Bromide,mg/L,2007-06-11,NA
Eyebrow Lake,Bromide,mg/L,2008-05-26,NA
Eyebrow Lake,Bromide,mg/L,2009-04-20,0.08
Eyebrow Lake,Bromide,mg/L,2009-05-26,0
Eyebrow Lake,Bromide,mg/L,2009-09-21,0
Eyebrow Lake,Bromide,mg/L,2010-06-01,0.426
Eyebrow Lake,Bromide,mg/L,2012-06-19,0.071
Eyebrow Lake,Bromide,mg/L,2013-07-16,0
Eyebrow Lake,Bromide,mg/L,2013-09-24,0.04
Eyebrow Lake,Bromide,mg/L,1996-10-21,NA
Eyebrow Lake,Chloride,mg/L,1980-02-11,NA
Eyebrow Lake,Chloride,mg/L,1980-02-26,6
Eyebrow Lake,Chloride,mg/L,1980-04-14,NA
Eyebrow Lake,Chloride,mg/L,1980-05-12,8.5
Eyebrow Lake,Chloride,mg/L,1980-06-10,NA
Eyebrow Lake,Chloride,mg/L,1980-07-16,NA
Eyebrow Lake,Chloride,mg/L,1980-09-16,NA
Eyebrow Lake,Chloride,mg/L,1980-11-12,NA
Eyebrow Lake,Chloride,mg/L,1981-01-20,8
Eyebrow Lake,Chloride,mg/L,1981-03-10,NA
Eyebrow Lake,Chloride,mg/L,1981-05-11,7
Eyebrow Lake,Chloride,mg/L,1981-07-21,NA
Eyebrow Lake,Chloride,mg/L,1981-09-15,NA
Eyebrow Lake,Chloride,mg/L,1981-11-17,NA
Eyebrow Lake,Chloride,mg/L,1982-02-23,NA
Eyebrow Lake,Chloride,mg/L,1982-03-23,14.5
Eyebrow Lake,Chloride,mg/L,1982-05-25,NA
Eyebrow Lake,Chloride,mg/L,1982-07-20,NA
Eyebrow Lake,Chloride,mg/L,1982-10-12,NA
Eyebrow Lake,Chloride,mg/L,1983-02-15,7.5
Eyebrow Lake,Chloride,mg/L,1983-05-31,NA
Eyebrow Lake,Chloride,mg/L,1983-07-11,21.5
Eyebrow Lake,Chloride,mg/L,1984-03-20,NA
Eyebrow Lake,Chloride,mg/L,1988-10-17,5.6
Eyebrow Lake,Chloride,mg/L,1989-03-14,6.9
Eyebrow Lake,Chloride,mg/L,1989-06-19,6.3
Eyebrow Lake,Chloride,mg/L,1989-07-24,6.4
Eyebrow Lake,Chloride,mg/L,1989-08-14,12.1
Eyebrow Lake,Chloride,mg/L,1989-10-30,8.7
Eyebrow Lake,Chloride,mg/L,1990-02-26,7.5
Eyebrow Lake,Chloride,mg/L,1990-05-01,5.7
Eyebrow Lake,Chloride,mg/L,1990-06-04,6.2
Eyebrow Lake,Chloride,mg/L,1990-07-09,5.8
Eyebrow Lake,Chloride,mg/L,1990-08-20,5.2
Eyebrow Lake,Chloride,mg/L,1991-03-13,5
Eyebrow Lake,Chloride,mg/L,1991-04-23,4.3
Eyebrow Lake,Chloride,mg/L,1991-08-20,4.8
Eyebrow Lake,Chloride,mg/L,1991-12-05,5.6
Eyebrow Lake,Chloride,mg/L,1992-04-28,4.4
Eyebrow Lake,Chloride,mg/L,1992-07-27,4.7
Eyebrow Lake,Chloride,mg/L,1992-09-22,6
Eyebrow Lake,Chloride,mg/L,1992-12-14,5.8
Eyebrow Lake,Chloride,mg/L,1993-05-01,4.5
Eyebrow Lake,Chloride,mg/L,1994-05-09,85.8
Eyebrow Lake,Chloride,mg/L,1995-05-15,5.7
Eyebrow Lake,Chloride,mg/L,1995-10-23,4
Eyebrow Lake,Chloride,mg/L,1996-05-27,212.8
Eyebrow Lake,Chloride,mg/L,1996-10-21,5.8
Eyebrow Lake,Chloride,mg/L,1997-05-12,87.7
Eyebrow Lake,Chloride,mg/L,1997-08-18,6.6
Eyebrow Lake,Chloride,mg/L,1998-06-01,5.9
Eyebrow Lake,Chloride,mg/L,1999-07-19,13.4
Eyebrow Lake,Chloride,mg/L,2000-05-08,6.2
Eyebrow Lake,Chloride,mg/L,2000-07-10,NA
Eyebrow Lake,Chloride,mg/L,2000-10-02,9
Eyebrow Lake,Chloride,mg/L,2001-05-28,6.9
Eyebrow Lake,Chloride,mg/L,2001-08-13,8.9
Eyebrow Lake,Chloride,mg/L,2001-10-15,8.1
Eyebrow Lake,Chloride,mg/L,2002-05-13,7.8
Eyebrow Lake,Chloride,mg/L,2004-06-14,11.1
Eyebrow Lake,Chloride,mg/L,2005-05-16,9.1
Eyebrow Lake,Chloride,mg/L,2006-06-19,10
Eyebrow Lake,Chloride,mg/L,2007-06-11,8.56
Eyebrow Lake,Chloride,mg/L,2008-05-26,8.6
Eyebrow Lake,Chloride,mg/L,2009-04-20,13.73
Eyebrow Lake,Chloride,mg/L,2009-05-26,10.13
Eyebrow Lake,Chloride,mg/L,2009-09-21,10.15
Eyebrow Lake,Chloride,mg/L,2010-06-01,79.13
Eyebrow Lake,Chloride,mg/L,2012-06-19,18.2
Eyebrow Lake,Chloride,mg/L,2013-07-16,9.81
Eyebrow Lake,Chloride,mg/L,2013-09-24,8.63
Eyebrow Lake,Chloride,mg/L,1996-10-21,NA
Eyebrow Lake,Calcium,mg/L,1980-02-11,44
Eyebrow Lake,Calcium,mg/L,1980-02-26,NA
Eyebrow Lake,Calcium,mg/L,1980-04-14,40
Eyebrow Lake,Calcium,mg/L,1980-05-12,44.8
Eyebrow Lake,Calcium,mg/L,1980-06-10,NA
Eyebrow Lake,Calcium,mg/L,1980-07-16,NA
Eyebrow Lake,Calcium,mg/L,1980-09-16,48
Eyebrow Lake,Calcium,mg/L,1980-11-12,46
Eyebrow Lake,Calcium,mg/L,1981-01-20,50
Eyebrow Lake,Calcium,mg/L,1981-03-10,45.6
Eyebrow Lake,Calcium,mg/L,1981-05-11,46.4
Eyebrow Lake,Calcium,mg/L,1981-07-21,43
Eyebrow Lake,Calcium,mg/L,1981-09-15,46
Eyebrow Lake,Calcium,mg/L,1981-11-17,43
Eyebrow Lake,Calcium,mg/L,1982-02-23,46
Eyebrow Lake,Calcium,mg/L,1982-03-23,53
Eyebrow Lake,Calcium,mg/L,1982-05-25,55
Eyebrow Lake,Calcium,mg/L,1982-07-20,NA
Eyebrow Lake,Calcium,mg/L,1982-10-12,43
Eyebrow Lake,Calcium,mg/L,1983-02-15,48
Eyebrow Lake,Calcium,mg/L,1983-05-31,43
Eyebrow Lake,Calcium,mg/L,1983-07-11,37
Eyebrow Lake,Calcium,mg/L,1984-03-20,NA
Eyebrow Lake,Calcium,mg/L,1988-10-17,44
Eyebrow Lake,Calcium,mg/L,1989-03-14,48
Eyebrow Lake,Calcium,mg/L,1989-06-19,46
Eyebrow Lake,Calcium,mg/L,1989-07-24,43
Eyebrow Lake,Calcium,mg/L,1989-08-14,42
Eyebrow Lake,Calcium,mg/L,1989-10-30,44
Eyebrow Lake,Calcium,mg/L,1990-02-26,47
Eyebrow Lake,Calcium,mg/L,1990-05-01,44
Eyebrow Lake,Calcium,mg/L,1990-06-04,46
Eyebrow Lake,Calcium,mg/L,1990-07-09,44
Eyebrow Lake,Calcium,mg/L,1990-08-20,44
Eyebrow Lake,Calcium,mg/L,1991-03-13,50
Eyebrow Lake,Calcium,mg/L,1991-04-23,39
Eyebrow Lake,Calcium,mg/L,1991-08-20,42
Eyebrow Lake,Calcium,mg/L,1991-12-05,50
Eyebrow Lake,Calcium,mg/L,1992-04-28,43
Eyebrow Lake,Calcium,mg/L,1992-07-27,46
Eyebrow Lake,Calcium,mg/L,1992-09-22,44
Eyebrow Lake,Calcium,mg/L,1992-12-14,49
Eyebrow Lake,Calcium,mg/L,1993-05-01,47
Eyebrow Lake,Calcium,mg/L,1994-05-09,66
Eyebrow Lake,Calcium,mg/L,1995-05-15,48
Eyebrow Lake,Calcium,mg/L,1995-10-23,40
Eyebrow Lake,Calcium,mg/L,1996-05-27,86.1
Eyebrow Lake,Calcium,mg/L,1996-10-21,47
Eyebrow Lake,Calcium,mg/L,1997-05-12,51.6
Eyebrow Lake,Calcium,mg/L,1997-08-18,43
Eyebrow Lake,Calcium,mg/L,1998-06-01,45
Eyebrow Lake,Calcium,mg/L,1999-07-19,48
Eyebrow Lake,Calcium,mg/L,2000-05-08,34
Eyebrow Lake,Calcium,mg/L,2000-07-10,NA
Eyebrow Lake,Calcium,mg/L,2000-10-02,46
Eyebrow Lake,Calcium,mg/L,2001-05-28,50
Eyebrow Lake,Calcium,mg/L,2001-08-13,46
Eyebrow Lake,Calcium,mg/L,2001-10-15,46
Eyebrow Lake,Calcium,mg/L,2002-05-13,47.6
Eyebrow Lake,Calcium,mg/L,2004-06-14,47.72
Eyebrow Lake,Calcium,mg/L,2005-05-16,45.44
Eyebrow Lake,Calcium,mg/L,2006-06-19,50.8
Eyebrow Lake,Calcium,mg/L,2007-06-11,50.44
Eyebrow Lake,Calcium,mg/L,2008-05-26,48.6
Eyebrow Lake,Calcium,mg/L,2009-04-20,46.8
Eyebrow Lake,Calcium,mg/L,2009-05-26,49.8
Eyebrow Lake,Calcium,mg/L,2009-09-21,47.64
Eyebrow Lake,Calcium,mg/L,2010-06-01,60.2
Eyebrow Lake,Calcium,mg/L,2012-06-19,51.6
Eyebrow Lake,Calcium,mg/L,2013-07-16,47.2
Eyebrow Lake,Calcium,mg/L,2013-09-24,45.8
Eyebrow Lake,Calcium,mg/L,1996-10-21,NA
Eyebrow Lake,Potassium,mg/L,1980-02-11,NA
Eyebrow Lake,Potassium,mg/L,1980-02-26,NA
Eyebrow Lake,Potassium,mg/L,1980-04-14,NA
Eyebrow Lake,Potassium,mg/L,1980-05-12,NA
Eyebrow Lake,Potassium,mg/L,1980-06-10,NA
Eyebrow Lake,Potassium,mg/L,1980-07-16,NA
Eyebrow Lake,Potassium,mg/L,1980-09-16,NA
Eyebrow Lake,Potassium,mg/L,1980-11-12,NA
Eyebrow Lake,Potassium,mg/L,1981-01-20,NA
Eyebrow Lake,Potassium,mg/L,1981-03-10,NA
Eyebrow Lake,Potassium,mg/L,1981-05-11,NA
Eyebrow Lake,Potassium,mg/L,1981-07-21,NA
Eyebrow Lake,Potassium,mg/L,1981-09-15,NA
Eyebrow Lake,Potassium,mg/L,1981-11-17,NA
Eyebrow Lake,Potassium,mg/L,1982-02-23,NA
Eyebrow Lake,Potassium,mg/L,1982-03-23,NA
Eyebrow Lake,Potassium,mg/L,1982-05-25,NA
Eyebrow Lake,Potassium,mg/L,1982-07-20,NA
Eyebrow Lake,Potassium,mg/L,1982-10-12,NA
Eyebrow Lake,Potassium,mg/L,1983-02-15,NA
Eyebrow Lake,Potassium,mg/L,1983-05-31,NA
Eyebrow Lake,Potassium,mg/L,1983-07-11,NA
Eyebrow Lake,Potassium,mg/L,1984-03-20,NA
Eyebrow Lake,Potassium,mg/L,1988-10-17,2.2
Eyebrow Lake,Potassium,mg/L,1989-03-14,2.5
Eyebrow Lake,Potassium,mg/L,1989-06-19,1.9
Eyebrow Lake,Potassium,mg/L,1989-07-24,2.3
Eyebrow Lake,Potassium,mg/L,1989-08-14,2.3
Eyebrow Lake,Potassium,mg/L,1989-10-30,2.6
Eyebrow Lake,Potassium,mg/L,1990-02-26,3.3
Eyebrow Lake,Potassium,mg/L,1990-05-01,2.2
Eyebrow Lake,Potassium,mg/L,1990-06-04,2.4
Eyebrow Lake,Potassium,mg/L,1990-07-09,2.2
Eyebrow Lake,Potassium,mg/L,1990-08-20,2.2
Eyebrow Lake,Potassium,mg/L,1991-03-13,2.4
Eyebrow Lake,Potassium,mg/L,1991-04-23,2
Eyebrow Lake,Potassium,mg/L,1991-08-20,2.4
Eyebrow Lake,Potassium,mg/L,1991-12-05,2.4
Eyebrow Lake,Potassium,mg/L,1992-04-28,2.1
Eyebrow Lake,Potassium,mg/L,1992-07-27,2.3
Eyebrow Lake,Potassium,mg/L,1992-09-22,2.4
Eyebrow Lake,Potassium,mg/L,1992-12-14,2.4
Eyebrow Lake,Potassium,mg/L,1993-05-01,2.3
Eyebrow Lake,Potassium,mg/L,1994-05-09,10.1
Eyebrow Lake,Potassium,mg/L,1995-05-15,3
Eyebrow Lake,Potassium,mg/L,1995-10-23,2.7
Eyebrow Lake,Potassium,mg/L,1996-05-27,19.6
Eyebrow Lake,Potassium,mg/L,1996-10-21,3.2
Eyebrow Lake,Potassium,mg/L,1997-05-12,15.6
Eyebrow Lake,Potassium,mg/L,1997-08-18,3.8
Eyebrow Lake,Potassium,mg/L,1998-06-01,3.2
Eyebrow Lake,Potassium,mg/L,1999-07-19,3.9
Eyebrow Lake,Potassium,mg/L,2000-05-08,2.8
Eyebrow Lake,Potassium,mg/L,2000-07-10,NA
Eyebrow Lake,Potassium,mg/L,2000-10-02,3.4
Eyebrow Lake,Potassium,mg/L,2001-05-28,2.7
Eyebrow Lake,Potassium,mg/L,2001-08-13,3
Eyebrow Lake,Potassium,mg/L,2001-10-15,2.8
Eyebrow Lake,Potassium,mg/L,2002-05-13,2.6
Eyebrow Lake,Potassium,mg/L,2004-06-14,3.03
Eyebrow Lake,Potassium,mg/L,2005-05-16,2.85
Eyebrow Lake,Potassium,mg/L,2006-06-19,2.77
Eyebrow Lake,Potassium,mg/L,2007-06-11,3.01
Eyebrow Lake,Potassium,mg/L,2008-05-26,3.27
Eyebrow Lake,Potassium,mg/L,2009-04-20,4.42
Eyebrow Lake,Potassium,mg/L,2009-05-26,2.845
Eyebrow Lake,Potassium,mg/L,2009-09-21,2.805
Eyebrow Lake,Potassium,mg/L,2010-06-01,7.92
Eyebrow Lake,Potassium,mg/L,2012-06-19,3.873
Eyebrow Lake,Potassium,mg/L,2013-07-16,3.14
Eyebrow Lake,Potassium,mg/L,2013-09-24,3.34
Eyebrow Lake,Potassium,mg/L,1996-10-21,NA
Eyebrow Lake,Magnesium,mg/L,1980-02-11,17
Eyebrow Lake,Magnesium,mg/L,1980-02-26,NA
Eyebrow Lake,Magnesium,mg/L,1980-04-14,6.6
Eyebrow Lake,Magnesium,mg/L,1980-05-12,12.2
Eyebrow Lake,Magnesium,mg/L,1980-06-10,NA
Eyebrow Lake,Magnesium,mg/L,1980-07-16,NA
Eyebrow Lake,Magnesium,mg/L,1980-09-16,9.2
Eyebrow Lake,Magnesium,mg/L,1980-11-12,13
Eyebrow Lake,Magnesium,mg/L,1981-01-20,12
Eyebrow Lake,Magnesium,mg/L,1981-03-10,14.1
Eyebrow Lake,Magnesium,mg/L,1981-05-11,10
Eyebrow Lake,Magnesium,mg/L,1981-07-21,10
Eyebrow Lake,Magnesium,mg/L,1981-09-15,10
Eyebrow Lake,Magnesium,mg/L,1981-11-17,16
Eyebrow Lake,Magnesium,mg/L,1982-02-23,19
Eyebrow Lake,Magnesium,mg/L,1982-03-23,23
Eyebrow Lake,Magnesium,mg/L,1982-05-25,50.5
Eyebrow Lake,Magnesium,mg/L,1982-07-20,NA
Eyebrow Lake,Magnesium,mg/L,1982-10-12,15
Eyebrow Lake,Magnesium,mg/L,1983-02-15,16
Eyebrow Lake,Magnesium,mg/L,1983-05-31,16
Eyebrow Lake,Magnesium,mg/L,1983-07-11,18
Eyebrow Lake,Magnesium,mg/L,1984-03-20,NA
Eyebrow Lake,Magnesium,mg/L,1988-10-17,18
Eyebrow Lake,Magnesium,mg/L,1989-03-14,20
Eyebrow Lake,Magnesium,mg/L,1989-06-19,17
Eyebrow Lake,Magnesium,mg/L,1989-07-24,17
Eyebrow Lake,Magnesium,mg/L,1989-08-14,17
Eyebrow Lake,Magnesium,mg/L,1989-10-30,18
Eyebrow Lake,Magnesium,mg/L,1990-02-26,21
Eyebrow Lake,Magnesium,mg/L,1990-05-01,15
Eyebrow Lake,Magnesium,mg/L,1990-06-04,15
Eyebrow Lake,Magnesium,mg/L,1990-07-09,15
Eyebrow Lake,Magnesium,mg/L,1990-08-20,14
Eyebrow Lake,Magnesium,mg/L,1991-03-13,14
Eyebrow Lake,Magnesium,mg/L,1991-04-23,13
Eyebrow Lake,Magnesium,mg/L,1991-08-20,14
Eyebrow Lake,Magnesium,mg/L,1991-12-05,13.1
Eyebrow Lake,Magnesium,mg/L,1992-04-28,14
Eyebrow Lake,Magnesium,mg/L,1992-07-27,14
Eyebrow Lake,Magnesium,mg/L,1992-09-22,17
Eyebrow Lake,Magnesium,mg/L,1992-12-14,16
Eyebrow Lake,Magnesium,mg/L,1993-05-01,15
Eyebrow Lake,Magnesium,mg/L,1994-05-09,47
Eyebrow Lake,Magnesium,mg/L,1995-05-15,15
Eyebrow Lake,Magnesium,mg/L,1995-10-23,14
Eyebrow Lake,Magnesium,mg/L,1996-05-27,65.6
Eyebrow Lake,Magnesium,mg/L,1996-10-21,14
Eyebrow Lake,Magnesium,mg/L,1997-05-12,46.4
Eyebrow Lake,Magnesium,mg/L,1997-08-18,14
Eyebrow Lake,Magnesium,mg/L,1998-06-01,16
Eyebrow Lake,Magnesium,mg/L,1999-07-19,19
Eyebrow Lake,Magnesium,mg/L,2000-05-08,22
Eyebrow Lake,Magnesium,mg/L,2000-07-10,NA
Eyebrow Lake,Magnesium,mg/L,2000-10-02,16
Eyebrow Lake,Magnesium,mg/L,2001-05-28,15
Eyebrow Lake,Magnesium,mg/L,2001-08-13,16
Eyebrow Lake,Magnesium,mg/L,2001-10-15,17
Eyebrow Lake,Magnesium,mg/L,2002-05-13,17
Eyebrow Lake,Magnesium,mg/L,2004-06-14,18.91
Eyebrow Lake,Magnesium,mg/L,2005-05-16,17.2
Eyebrow Lake,Magnesium,mg/L,2006-06-19,20.15
Eyebrow Lake,Magnesium,mg/L,2007-06-11,17.6
Eyebrow Lake,Magnesium,mg/L,2008-05-26,16.85
Eyebrow Lake,Magnesium,mg/L,2009-04-20,18.85
Eyebrow Lake,Magnesium,mg/L,2009-05-26,17.9
Eyebrow Lake,Magnesium,mg/L,2009-09-21,17.55
Eyebrow Lake,Magnesium,mg/L,2010-06-01,41.3
Eyebrow Lake,Magnesium,mg/L,2012-06-19,23.36
Eyebrow Lake,Magnesium,mg/L,2013-07-16,16.9
Eyebrow Lake,Magnesium,mg/L,2013-09-24,16.4
Eyebrow Lake,Magnesium,mg/L,1996-10-21,NA
Eyebrow Lake,Sodium,mg/L,1980-02-11,23
Eyebrow Lake,Sodium,mg/L,1980-02-26,NA
Eyebrow Lake,Sodium,mg/L,1980-04-14,NA
Eyebrow Lake,Sodium,mg/L,1980-05-12,NA
Eyebrow Lake,Sodium,mg/L,1980-06-10,NA
Eyebrow Lake,Sodium,mg/L,1980-07-16,NA
Eyebrow Lake,Sodium,mg/L,1980-09-16,NA
Eyebrow Lake,Sodium,mg/L,1980-11-12,NA
Eyebrow Lake,Sodium,mg/L,1981-01-20,22
Eyebrow Lake,Sodium,mg/L,1981-03-10,NA
Eyebrow Lake,Sodium,mg/L,1981-05-11,22
Eyebrow Lake,Sodium,mg/L,1981-07-21,28
Eyebrow Lake,Sodium,mg/L,1981-09-15,18
Eyebrow Lake,Sodium,mg/L,1981-11-17,NA
Eyebrow Lake,Sodium,mg/L,1982-02-23,NA
Eyebrow Lake,Sodium,mg/L,1982-03-23,56
Eyebrow Lake,Sodium,mg/L,1982-05-25,134
Eyebrow Lake,Sodium,mg/L,1982-07-20,NA
Eyebrow Lake,Sodium,mg/L,1982-10-12,NA
Eyebrow Lake,Sodium,mg/L,1983-02-15,23
Eyebrow Lake,Sodium,mg/L,1983-05-31,NA
Eyebrow Lake,Sodium,mg/L,1983-07-11,NA
Eyebrow Lake,Sodium,mg/L,1984-03-20,NA
Eyebrow Lake,Sodium,mg/L,1988-10-17,25
Eyebrow Lake,Sodium,mg/L,1989-03-14,26
Eyebrow Lake,Sodium,mg/L,1989-06-19,23
Eyebrow Lake,Sodium,mg/L,1989-07-24,24
Eyebrow Lake,Sodium,mg/L,1989-08-14,23
Eyebrow Lake,Sodium,mg/L,1989-10-30,28
Eyebrow Lake,Sodium,mg/L,1990-02-26,34
Eyebrow Lake,Sodium,mg/L,1990-05-01,24
Eyebrow Lake,Sodium,mg/L,1990-06-04,23
Eyebrow Lake,Sodium,mg/L,1990-07-09,20
Eyebrow Lake,Sodium,mg/L,1990-08-20,20
Eyebrow Lake,Sodium,mg/L,1991-03-13,20
Eyebrow Lake,Sodium,mg/L,1991-04-23,17
