BUFFALO POUND LAKE AT PUMPING STATION,,Average Daily ,,Stage
17/08/2014 12:00:00 AM,,,509.663,
18/08/2014 12:00:00 AM,,,509.673,
19/08/2014 12:00:00 AM,,,509.66,
20/08/2014 12:00:00 AM,,,509.68,
21/08/2014 12:00:00 AM,,,509.684,
22/08/2014 12:00:00 AM,,,509.679,
23/08/2014 12:00:00 AM,,,509.68,
24/08/2014 12:00:00 AM,,,509.728,
25/08/2014 12:00:00 AM,,,509.75,
26/08/2014 12:00:00 AM,,,509.742,
27/08/2014 12:00:00 AM,,,509.745,
28/08/2014 12:00:00 AM,,,509.758,
29/08/2014 12:00:00 AM,,,509.742,
30/08/2014 12:00:00 AM,,,509.713,
31/08/2014 12:00:00 AM,,,509.716,
1/9/2014 0:00,,,509.702,
2/9/2014 0:00,,,509.678,
3/9/2014 0:00,,,509.663,
4/9/2014 0:00,,,509.696,
5/9/2014 0:00,,,509.689,
6/9/2014 0:00,,,509.682,
7/9/2014 0:00,,,509.667,
8/9/2014 0:00,,,509.671,
9/9/2014 0:00,,,509.654,
10/9/2014 0:00,,,509.642,
11/9/2014 0:00,,,509.629,
12/9/2014 0:00,,,509.602,
13/09/2014 12:00:00 AM,,,509.607,
14/09/2014 12:00:00 AM,,,509.573,
15/09/2014 12:00:00 AM,,,509.558,
16/09/2014 12:00:00 AM,,,509.54,
17/09/2014 12:00:00 AM,,,509.51,
18/09/2014 12:00:00 AM,,,509.49,
19/09/2014 12:00:00 AM,,,509.493,
20/09/2014 12:00:00 AM,,,509.505,
21/09/2014 12:00:00 AM,,,509.457,
22/09/2014 12:00:00 AM,,,509.431,
23/09/2014 12:00:00 AM,,,509.417,
24/09/2014 12:00:00 AM,,,509.401,
25/09/2014 12:00:00 AM,,,509.381,
26/09/2014 12:00:00 AM,,,509.367,
27/09/2014 12:00:00 AM,,,509.36,
28/09/2014 12:00:00 AM,,,509.327,
29/09/2014 12:00:00 AM,,,509.279,
30/09/2014 12:00:00 AM,,,509.269,
1/10/2014 0:00,,,509.318,
2/10/2014 0:00,,,509.327,
3/10/2014 0:00,,,509.286,
4/10/2014 0:00,,,509.235,
5/10/2014 0:00,,,509.247,
6/10/2014 0:00,,,509.242,
7/10/2014 0:00,,,509.242,
8/10/2014 0:00,,,509.207,
9/10/2014 0:00,,,509.203,
10/10/2014 0:00,,,509.201,
11/10/2014 0:00,,,509.203,
12/10/2014 0:00,,,509.224,
13/10/2014 12:00:00 AM,,,509.214,
14/10/2014 12:00:00 AM,,,509.213,
15/10/2014 12:00:00 AM,,,509.235,
16/10/2014 12:00:00 AM,,,509.267,
17/10/2014 12:00:00 AM,,,509.255,
18/10/2014 12:00:00 AM,,,509.261,
19/10/2014 12:00:00 AM,,,509.284,
20/10/2014 12:00:00 AM,,,509.282,
21/10/2014 12:00:00 AM,,,509.287,
22/10/2014 12:00:00 AM,,,509.31,
23/10/2014 12:00:00 AM,,,509.305,
24/10/2014 12:00:00 AM,,,509.333,
25/10/2014 12:00:00 AM,,,509.313,
26/10/2014 12:00:00 AM,,,509.311,
27/10/2014 12:00:00 AM,,,509.334,
28/10/2014 12:00:00 AM,,,509.333,
29/10/2014 12:00:00 AM,,,509.325,
30/10/2014 12:00:00 AM,,,509.315,
31/10/2014 12:00:00 AM,,,509.27,
1/11/2014 0:00,,,509.309,
2/11/2014 0:00,,,509.312,
3/11/2014 0:00,,,509.339,
4/11/2014 0:00,,,509.303,
5/11/2014 0:00,,,509.329,
6/11/2014 0:00,,,509.289,
7/11/2014 0:00,,,509.357,
8/11/2014 0:00,,,509.312,
9/11/2014 0:00,,,509.312,
10/11/2014 0:00,,,509.317,
11/11/2014 0:00,,,509.296,
12/11/2014 0:00,,,509.286,
13/11/2014 12:00:00 AM,,,509.281,
14/11/2014 12:00:00 AM,,,509.279,
15/11/2014 12:00:00 AM,,,509.277,
16/11/2014 12:00:00 AM,,,509.275,
17/11/2014 12:00:00 AM,,,509.27,
18/11/2014 12:00:00 AM,,,509.267,
19/11/2014 12:00:00 AM,,,509.264,
20/11/2014 12:00:00 AM,,,509.26,
21/11/2014 12:00:00 AM,,,509.26,
22/11/2014 12:00:00 AM,,,509.259,
23/11/2014 12:00:00 AM,,,509.264,
24/11/2014 12:00:00 AM,,,509.262,
25/11/2014 12:00:00 AM,,,509.263,
26/11/2014 12:00:00 AM,,,509.263,
27/11/2014 12:00:00 AM,,,509.263,
28/11/2014 12:00:00 AM,,,509.268,
29/11/2014 12:00:00 AM,,,509.272,
30/11/2014 12:00:00 AM,,,509.271,
1/12/2014 0:00,,,509.268,
2/12/2014 0:00,,,509.267,
3/12/2014 0:00,,,509.266,
4/12/2014 0:00,,,509.266,
5/12/2014 0:00,,,509.265,
6/12/2014 0:00,,,509.262,
7/12/2014 0:00,,,509.263,
8/12/2014 0:00,,,509.262,
9/12/2014 0:00,,,509.261,
10/12/2014 0:00,,,509.272,
11/12/2014 0:00,,,509.262,
12/12/2014 0:00,,,509.263,
13/12/2014 12:00:00 AM,,,509.265,
14/12/2014 12:00:00 AM,,,509.267,
15/12/2014 12:00:00 AM,,,509.265,
16/12/2014 12:00:00 AM,,,509.264,
17/12/2014 12:00:00 AM,,,509.264,
18/12/2014 12:00:00 AM,,,509.263,
19/12/2014 12:00:00 AM,,,509.264,
20/12/2014 12:00:00 AM,,,509.264,
21/12/2014 12:00:00 AM,,,509.265,
22/12/2014 12:00:00 AM,,,509.265,
23/12/2014 12:00:00 AM,,,509.262,
24/12/2014 12:00:00 AM,,,509.263,
25/12/2014 12:00:00 AM,,,509.263,
26/12/2014 12:00:00 AM,,,509.262,
27/12/2014 12:00:00 AM,,,509.262,
28/12/2014 12:00:00 AM,,,509.262,
29/12/2014 12:00:00 AM,,,509.261,
30/12/2014 12:00:00 AM,,,509.259,
31/12/2014 12:00:00 AM,,,509.256,
