ISKWAO CREEK NEAR CRAIK,,Average Daily ,,Stage
Data Start Time,26/03/1993 12:00:00 AM
Data End Time,26/10/2012 11:50:00 AM
Time Stamp,,,m
14/08/1993 12:00:00 AM,,,0.264
15/08/1993 12:00:00 AM,,,0.261
16/08/1993 12:00:00 AM,,,0.310
17/08/1993 12:00:00 AM,,,0.533
18/08/1993 12:00:00 AM,,,0.543
19/08/1993 12:00:00 AM,,,0.527
20/08/1993 12:00:00 AM,,,0.507
21/08/1993 12:00:00 AM,,,0.486
22/08/1993 12:00:00 AM,,,0.616
23/08/1993 12:00:00 AM,,,0.922
24/08/1993 12:00:00 AM,,,1.440
25/08/1993 12:00:00 AM,,,1.303
26/08/1993 12:00:00 AM,,,1.202
27/08/1993 12:00:00 AM,,,1.155
28/08/1993 12:00:00 AM,,,1.116
29/08/1993 12:00:00 AM,,,1.087
30/08/1993 12:00:00 AM,,,1.064
31/08/1993 12:00:00 AM,,,1.045
01/09/1993 12:00:00 AM,,,1.028
02/09/1993 12:00:00 AM,,,1.019
03/09/1993 12:00:00 AM,,,1.007
04/09/1993 12:00:00 AM,,,0.995
05/09/1993 12:00:00 AM,,,0.984
06/09/1993 12:00:00 AM,,,0.972
07/09/1993 12:00:00 AM,,,0.958
08/09/1993 12:00:00 AM,,,0.986
09/09/1993 12:00:00 AM,,,1.030
10/09/1993 12:00:00 AM,,,1.074
11/09/1993 12:00:00 AM,,,1.097
12/09/1993 12:00:00 AM,,,1.108
13/09/1993 12:00:00 AM,,,1.108
14/09/1993 12:00:00 AM,,,1.104
15/09/1993 12:00:00 AM,,,1.102
16/09/1993 12:00:00 AM,,,1.102
17/09/1993 12:00:00 AM,,,1.096
18/09/1993 12:00:00 AM,,,1.088
19/09/1993 12:00:00 AM,,,1.079
20/09/1993 12:00:00 AM,,,1.071
21/09/1993 12:00:00 AM,,,1.084
22/09/1993 12:00:00 AM,,,1.088
23/09/1993 12:00:00 AM,,,1.084
24/09/1993 12:00:00 AM,,,1.078
25/09/1993 12:00:00 AM,,,1.073
26/09/1993 12:00:00 AM,,,1.065
27/09/1993 12:00:00 AM,,,1.058
28/09/1993 12:00:00 AM,,,1.049
29/09/1993 12:00:00 AM,,,1.043
30/09/1993 12:00:00 AM,,,1.038
01/10/1993 12:00:00 AM,,,1.024
02/10/1993 12:00:00 AM,,,1.014
03/10/1993 12:00:00 AM,,,1.008
04/10/1993 12:00:00 AM,,,1.000
05/10/1993 12:00:00 AM,,,0.995
06/10/1993 12:00:00 AM,,,0.989
07/10/1993 12:00:00 AM,,,0.980
